63.0,30.0,53.0,30.0,92.0,13.0,0.0,64.0,90.0,84.0,56.0,65.0,56.0,22.0,55.0,56.0,25.0,56.0,45.0,33.0,25.0,27.0,56.0,96.0,80.0,34.0,21.0,12.0,64.0,74.0,65.0,104.0,27.0,19.0,12.0,82.0,80.0,37.0,104.0
127.0,94.0,117.0,94.0,156.0,73.0,64.0,0.0,154.0,29.0,33.0,129.0,33.0,86.0,119.0,33.0,47.0,33.0,19.0,97.0,47.0,91.0,120.0,160.0,144.0,34.0,43.0,66.0,0.0,19.0,129.0,168.0,87.0,79.0,66.0,27.0,144.0,101.0,168.0
82.0,84.0,43.0,68.0,26.0,93.0,90.0,154.0,0.0,174.0,146.0,84.0,146.0,68.0,36.0,146.0,115.0,146.0,135.0,76.0,115.0,76.0,73.0,30.0,10.0,124.0,111.0,100.0,154.0,164.0,84.0,38.0,102.0,76.0,100.0,172.0,10.0,55.0,38.0
147.0,114.0,137.0,114.0,176.0,93.0,84.0,29.0,174.0,0.0,53.0,149.0,53.0,106.0,139.0,53.0,67.0,53.0,39.0,117.0,67.0,111.0,140.0,180.0,164.0,54.0,63.0,86.0,29.0,17.0,149.0,188.0,107.0,99.0,86.0,24.0,164.0,121.0,188.0
119.0,86.0,109.0,86.0,148.0,65.0,56.0,33.0,146.0,53.0,0.0,121.0,0.0,78.0,111.0,0.0,39.0,0.0,14.0,89.0,39.0,83.0,112.0,152.0,136.0,26.0,35.0,58.0,33.0,43.0,121.0,160.0,79.0,71.0,58.0,51.0,136.0,93.0,160.0
9.0,58.0,41.0,44.0,86.0,68.0,65.0,129.0,84.0,149.0,121.0,0.0,121.0,43.0,49.0,121.0,90.0,121.0,110.0,52.0,90.0,50.0,14.0,90.0,74.0,99.0,86.0,75.0,129.0,139.0,0.0,98.0,77.0,51.0,75.0,147.0,74.0,29.0,98.0
119.0,86.0,109.0,86.0,148.0,65.0,56.0,33.0,146.0,53.0,0.0,121.0,0.0,78.0,111.0,0.0,39.0,0.0,14.0,89.0,39.0,83.0,112.0,152.0,136.0,26.0,35.0,58.0,33.0,43.0,121.0,160.0,79.0,71.0,58.0,51.0,136.0,93.0,160.0
41.0,35.0,31.0,9.0,70.0,25.0,22.0,86.0,68.0,106.0,78.0,43.0,78.0,0.0,33.0,78.0,47.0,78.0,67.0,17.0,47.0,27.0,34.0,74.0,58.0,56.0,43.0,32.0,86.0,96.0,43.0,82.0,34.0,25.0,32.0,104.0,58.0,15.0,82.0
47.0,49.0,9.0,33.0,38.0,58.0,55.0,119.0,36.0,139.0,111.0,49.0,111.0,33.0,0.0,111.0,80.0,111.0,100.0,41.0,80.0,41.0,38.0,42.0,26.0,89.0,76.0,65.0,119.0,129.0,49.0,50.0,67.0,41.0,65.0,137.0,26.0,20.0,50.0
119.0,86.0,109.0,86.0,148.0,65.0,56.0,33.0,146.0,53.0,0.0,121.0,0.0,78.0,111.0,0.0,39.0,0.0,14.0,89.0,39.0,83.0,112.0,152.0,136.0,26.0,35.0,58.0,33.0,43.0,121.0,160.0,79.0,71.0,58.0,51.0,136.0,93.0,160.0
88.0,55.0,78.0,55.0,117.0,34.0,25.0,47.0,115.0,67.0,39.0,90.0,39.0,47.0,80.0,39.0,0.0,39.0,28.0,58.0,0.0,52.0,81.0,121.0,105.0,13.0,10.0,27.0,47.0,57.0,90.0,129.0,48.0,40.0,27.0,65.0,105.0,62.0,129.0
119.0,86.0,109.0,86.0,148.0,65.0,56.0,33.0,146.0,53.0,0.0,121.0,0.0,78.0,111.0,0.0,39.0,0.0,14.0,89.0,39.0,83.0,112.0,152.0,136.0,26.0,35.0,58.0,33.0,43.0,121.0,160.0,79.0,71.0,58.0,51.0,136.0,93.0,160.0
108.0,75.0,98.0,75.0,137.0,54.0,45.0,19.0,135.0,39.0,14.0,110.0,14.0,67.0,100.0,14.0,28.0,14.0,0.0,78.0,28.0,72.0,101.0,141.0,125.0,15.0,24.0,47.0,19.0,29.0,110.0,149.0,68.0,60.0,47.0,37.0,125.0,82.0,149.0
50.0,52.0,39.0,8.0,78.0,36.0,33.0,97.0,76.0,117.0,89.0,52.0,89.0,17.0,41.0,89.0,58.0,89.0,78.0,0.0,58.0,44.0,42.0,82.0,66.0,67.0,54.0,43.0,97.0,107.0,52.0,90.0,50.0,42.0,43.0,115.0,66.0,23.0,90.0
88.0,55.0,78.0,55.0,117.0,34.0,25.0,47.0,115.0,67.0,39.0,90.0,39.0,47.0,80.0,39.0,0.0,39.0,28.0,58.0,0.0,52.0,81.0,121.0,105.0,13.0,10.0,27.0,47.0,57.0,90.0,129.0,48.0,40.0,27.0,65.0,105.0,62.0,129.0
48.0,8.0,38.0,36.0,78.0,30.0,27.0,91.0,76.0,111.0,83.0,50.0,83.0,27.0,41.0,83.0,52.0,83.0,72.0,44.0,52.0,0.0,41.0,82.0,66.0,61.0,48.0,37.0,91.0,101.0,50.0,90.0,39.0,13.0,37.0,109.0,66.0,22.0,90.0
9.0,49.0,30.0,34.0,75.0,59.0,56.0,120.0,73.0,140.0,112.0,14.0,112.0,34.0,38.0,112.0,81.0,112.0,101.0,42.0,81.0,41.0,0.0,79.0,63.0,90.0,77.0,66.0,120.0,130.0,14.0,87.0,68.0,42.0,66.0,138.0,63.0,19.0,87.0
88.0,90.0,49.0,74.0,10.0,99.0,96.0,160.0,30.0,180.0,152.0,90.0,152.0,74.0,42.0,152.0,121.0,152.0,141.0,82.0,121.0,82.0,79.0,0.0,32.0,130.0,117.0,106.0,160.0,170.0,90.0,8.0,108.0,82.0,106.0,178.0,32.0,61.0,8.0
72.0,74.0,33.0,58.0,28.0,83.0,80.0,144.0,10.0,164.0,136.0,74.0,136.0,58.0,26.0,136.0,105.0,136.0,125.0,66.0,105.0,66.0,63.0,32.0,0.0,114.0,101.0,90.0,144.0,154.0,74.0,40.0,92.0,66.0,90.0,162.0,0.0,45.0,40.0
97.0,64.0,87.0,64.0,126.0,43.0,34.0,34.0,124.0,54.0,26.0,99.0,26.0,56.0,89.0,26.0,13.0,26.0,15.0,67.0,13.0,61.0,90.0,130.0,114.0,0.0,13.0,36.0,34.0,44.0,99.0,138.0,57.0,49.0,36.0,52.0,114.0,71.0,138.0
84.0,51.0,74.0,51.0,113.0,30.0,21.0,43.0,111.0,63.0,35.0,86.0,35.0,43.0,76.0,35.0,10.0,35.0,24.0,54.0,10.0,48.0,77.0,117.0,101.0,13.0,0.0,23.0,43.0,53.0,86.0,125.0,44.0,36.0,23.0,61.0,101.0,58.0,125.0
73.0,41.0,63.0,40.0,102.0,25.0,12.0,66.0,100.0,86.0,58.0,75.0,58.0,32.0,65.0,58.0,27.0,58.0,47.0,43.0,27.0,37.0,66.0,106.0,90.0,36.0,23.0,0.0,66.0,76.0,75.0,114.0,39.0,31.0,0.0,84.0,90.0,47.0,114.0
127.0,94.0,117.0,94.0,156.0,73.0,64.0,0.0,154.0,29.0,33.0,129.0,33.0,86.0,119.0,33.0,47.0,33.0,19.0,97.0,47.0,91.0,120.0,160.0,144.0,34.0,43.0,66.0,0.0,19.0,129.0,168.0,87.0,79.0,66.0,27.0,144.0,101.0,168.0
137.0,104.0,127.0,104.0,166.0,83.0,74.0,19.0,164.0,17.0,43.0,139.0,43.0,96.0,129.0,43.0,57.0,43.0,29.0,107.0,57.0,101.0,130.0,170.0,154.0,44.0,53.0,76.0,19.0,0.0,139.0,178.0,97.0,89.0,76.0,8.0,154.0,111.0,178.0
9.0,58.0,41.0,44.0,86.0,68.0,65.0,129.0,84.0,149.0,121.0,0.0,121.0,43.0,49.0,121.0,90.0,121.0,110.0,52.0,90.0,50.0,14.0,90.0,74.0,99.0,86.0,75.0,129.0,139.0,0.0,98.0,77.0,51.0,75.0,147.0,74.0,29.0,98.0
96.0,98.0,57.0,82.0,13.0,107.0,104.0,168.0,38.0,188.0,160.0,98.0,160.0,82.0,50.0,160.0,129.0,160.0,149.0,90.0,129.0,90.0,87.0,8.0,40.0,138.0,125.0,114.0,168.0,178.0,98.0,0.0,116.0,90.0,114.0,186.0,40.0,69.0,0.0
75.0,42.0,65.0,42.0,104.0,14.0,27.0,87.0,102.0,107.0,79.0,77.0,79.0,34.0,67.0,79.0,48.0,79.0,68.0,50.0,48.0,39.0,68.0,108.0,92.0,57.0,44.0,39.0,87.0,97.0,77.0,116.0,0.0,27.0,39.0,105.0,92.0,49.0,116.0
49.0,16.0,39.0,34.0,78.0,18.0,19.0,79.0,76.0,99.0,71.0,51.0,71.0,25.0,41.0,71.0,40.0,71.0,60.0,42.0,40.0,13.0,42.0,82.0,66.0,49.0,36.0,31.0,79.0,89.0,51.0,90.0,27.0,0.0,31.0,97.0,66.0,23.0,90.0
73.0,41.0,63.0,40.0,102.0,25.0,12.0,66.0,100.0,86.0,58.0,75.0,58.0,32.0,65.0,58.0,27.0,58.0,47.0,43.0,27.0,37.0,66.0,106.0,90.0,36.0,23.0,0.0,66.0,76.0,75.0,114.0,39.0,31.0,0.0,84.0,90.0,47.0,114.0
145.0,112.0,135.0,112.0,174.0,91.0,82.0,27.0,172.0,24.0,51.0,147.0,51.0,104.0,137.0,51.0,65.0,51.0,37.0,115.0,65.0,109.0,138.0,178.0,162.0,52.0,61.0,84.0,27.0,8.0,147.0,186.0,105.0,97.0,84.0,0.0,162.0,119.0,186.0
72.0,74.0,33.0,58.0,28.0,83.0,80.0,144.0,10.0,164.0,136.0,74.0,136.0,58.0,26.0,136.0,105.0,136.0,125.0,66.0,105.0,66.0,63.0,32.0,0.0,114.0,101.0,90.0,144.0,154.0,74.0,40.0,92.0,66.0,90.0,162.0,0.0,45.0,40.0
27.0,30.0,16.0,15.0,57.0,40.0,37.0,101.0,55.0,121.0,93.0,29.0,93.0,15.0,20.0,93.0,62.0,93.0,82.0,23.0,62.0,22.0,19.0,61.0,45.0,71.0,58.0,47.0,101.0,111.0,29.0,69.0,49.0,23.0,47.0,119.0,45.0,0.0,69.0
96.0,98.0,57.0,82.0,13.0,107.0,104.0,168.0,38.0,188.0,160.0,98.0,160.0,82.0,50.0,160.0,129.0,160.0,149.0,90.0,129.0,90.0,87.0,8.0,40.0,138.0,125.0,114.0,168.0,178.0,98.0,0.0,116.0,90.0,114.0,186.0,40.0,69.0,0.0
