118.0,16.0,62.0,28.0,122.0,40.0,0.0,15.0,22.0,76.0,69.0,121.0,68.0,29.0,33.0,19.0,37.0,111.0,36.0,45.0,18.0,55.0,89.0,55.0,89.0,57.0,10.0,23.0,46.0,13.0,47.0,109.0,13.0,45.0,58.0,82.0,46.0,109.0,102.0
103.0,31.0,75.0,13.0,107.0,25.0,15.0,0.0,27.0,61.0,82.0,106.0,81.0,43.0,38.0,34.0,22.0,96.0,49.0,30.0,33.0,68.0,74.0,68.0,74.0,70.0,24.0,17.0,31.0,9.0,32.0,94.0,9.0,58.0,43.0,67.0,31.0,94.0,87.0
108.0,38.0,83.0,18.0,112.0,30.0,22.0,27.0,0.0,66.0,90.0,111.0,89.0,50.0,11.0,41.0,27.0,101.0,57.0,35.0,40.0,76.0,79.0,76.0,79.0,78.0,31.0,44.0,36.0,18.0,37.0,99.0,18.0,66.0,48.0,72.0,36.0,99.0,92.0
75.0,92.0,136.0,48.0,79.0,48.0,76.0,61.0,66.0,0.0,143.0,78.0,142.0,104.0,70.0,95.0,39.0,68.0,110.0,59.0,94.0,129.0,16.0,129.0,16.0,131.0,85.0,72.0,30.0,63.0,41.0,66.0,63.0,119.0,21.0,39.0,30.0,66.0,59.0
185.0,57.0,10.0,95.0,189.0,107.0,69.0,82.0,90.0,143.0,0.0,188.0,12.0,98.0,101.0,87.0,104.0,178.0,36.0,112.0,77.0,38.0,156.0,38.0,156.0,13.0,79.0,90.0,113.0,80.0,114.0,176.0,80.0,40.0,125.0,149.0,113.0,176.0,169.0
4.0,137.0,181.0,93.0,14.0,93.0,121.0,106.0,111.0,78.0,188.0,0.0,187.0,149.0,115.0,140.0,84.0,17.0,155.0,104.0,139.0,174.0,94.0,174.0,94.0,176.0,130.0,117.0,75.0,108.0,86.0,12.0,108.0,164.0,63.0,39.0,75.0,12.0,19.0
184.0,56.0,6.0,94.0,188.0,106.0,68.0,81.0,89.0,142.0,12.0,187.0,0.0,97.0,100.0,86.0,103.0,177.0,35.0,111.0,76.0,37.0,155.0,37.0,155.0,12.0,78.0,89.0,112.0,79.0,113.0,175.0,79.0,39.0,124.0,148.0,112.0,175.0,168.0
146.0,41.0,91.0,56.0,150.0,68.0,29.0,43.0,50.0,104.0,98.0,149.0,97.0,0.0,61.0,14.0,65.0,139.0,65.0,73.0,23.0,84.0,117.0,84.0,117.0,86.0,19.0,52.0,74.0,41.0,75.0,137.0,41.0,74.0,86.0,110.0,74.0,137.0,130.0
112.0,49.0,94.0,26.0,116.0,34.0,33.0,38.0,11.0,70.0,101.0,115.0,100.0,61.0,0.0,52.0,32.0,105.0,68.0,39.0,51.0,87.0,83.0,87.0,83.0,89.0,42.0,55.0,41.0,29.0,44.0,103.0,29.0,77.0,52.0,76.0,41.0,103.0,96.0
137.0,30.0,80.0,47.0,141.0,59.0,19.0,34.0,41.0,95.0,87.0,140.0,86.0,14.0,52.0,0.0,56.0,130.0,54.0,64.0,12.0,73.0,108.0,73.0,108.0,75.0,11.0,42.0,65.0,32.0,66.0,128.0,32.0,63.0,77.0,101.0,65.0,128.0,121.0
81.0,53.0,97.0,9.0,85.0,13.0,37.0,22.0,27.0,39.0,104.0,84.0,103.0,65.0,32.0,56.0,0.0,74.0,71.0,24.0,55.0,90.0,52.0,90.0,52.0,92.0,46.0,33.0,9.0,24.0,12.0,72.0,24.0,80.0,21.0,45.0,9.0,72.0,65.0
13.0,127.0,171.0,83.0,11.0,83.0,111.0,96.0,101.0,68.0,178.0,17.0,177.0,139.0,105.0,130.0,74.0,0.0,145.0,94.0,129.0,164.0,84.0,164.0,84.0,166.0,120.0,107.0,65.0,98.0,76.0,17.0,98.0,154.0,53.0,29.0,65.0,17.0,9.0
152.0,24.0,29.0,62.0,156.0,74.0,36.0,49.0,57.0,110.0,36.0,155.0,35.0,65.0,68.0,54.0,71.0,145.0,0.0,79.0,44.0,19.0,123.0,19.0,123.0,24.0,46.0,57.0,80.0,47.0,81.0,143.0,47.0,9.0,92.0,116.0,80.0,143.0,136.0
101.0,61.0,105.0,18.0,105.0,11.0,45.0,30.0,35.0,59.0,112.0,104.0,111.0,73.0,39.0,64.0,24.0,94.0,79.0,0.0,63.0,98.0,72.0,98.0,72.0,100.0,54.0,47.0,33.0,32.0,36.0,92.0,32.0,88.0,41.0,65.0,33.0,92.0,85.0
136.0,20.0,70.0,46.0,140.0,58.0,18.0,33.0,40.0,94.0,77.0,139.0,76.0,23.0,51.0,12.0,55.0,129.0,44.0,63.0,0.0,63.0,107.0,63.0,107.0,65.0,10.0,41.0,64.0,31.0,65.0,127.0,31.0,53.0,76.0,100.0,64.0,127.0,120.0
171.0,43.0,31.0,81.0,175.0,93.0,55.0,68.0,76.0,129.0,38.0,174.0,37.0,84.0,87.0,73.0,90.0,164.0,19.0,98.0,63.0,0.0,142.0,0.0,142.0,26.0,65.0,76.0,99.0,66.0,100.0,162.0,66.0,10.0,111.0,135.0,99.0,162.0,155.0
91.0,105.0,149.0,61.0,95.0,61.0,89.0,74.0,79.0,16.0,156.0,94.0,155.0,117.0,83.0,108.0,52.0,84.0,123.0,72.0,107.0,142.0,0.0,142.0,0.0,144.0,98.0,85.0,43.0,76.0,54.0,82.0,76.0,132.0,37.0,55.0,43.0,82.0,75.0
171.0,43.0,31.0,81.0,175.0,93.0,55.0,68.0,76.0,129.0,38.0,174.0,37.0,84.0,87.0,73.0,90.0,164.0,19.0,98.0,63.0,0.0,142.0,0.0,142.0,26.0,65.0,76.0,99.0,66.0,100.0,162.0,66.0,10.0,111.0,135.0,99.0,162.0,155.0
91.0,105.0,149.0,61.0,95.0,61.0,89.0,74.0,79.0,16.0,156.0,94.0,155.0,117.0,83.0,108.0,52.0,84.0,123.0,72.0,107.0,142.0,0.0,142.0,0.0,144.0,98.0,85.0,43.0,76.0,54.0,82.0,76.0,132.0,37.0,55.0,43.0,82.0,75.0
173.0,45.0,6.0,83.0,177.0,95.0,57.0,70.0,78.0,131.0,13.0,176.0,12.0,86.0,89.0,75.0,92.0,166.0,24.0,100.0,65.0,26.0,144.0,26.0,144.0,0.0,67.0,78.0,101.0,68.0,102.0,164.0,68.0,28.0,113.0,137.0,101.0,164.0,157.0
127.0,22.0,72.0,37.0,131.0,49.0,10.0,24.0,31.0,85.0,79.0,130.0,78.0,19.0,42.0,11.0,46.0,120.0,46.0,54.0,10.0,65.0,98.0,65.0,98.0,67.0,0.0,33.0,55.0,22.0,56.0,118.0,22.0,55.0,67.0,91.0,55.0,118.0,111.0
114.0,39.0,83.0,29.0,118.0,36.0,23.0,17.0,44.0,72.0,90.0,117.0,89.0,52.0,55.0,42.0,33.0,107.0,57.0,47.0,41.0,76.0,85.0,76.0,85.0,78.0,33.0,0.0,42.0,26.0,43.0,105.0,26.0,66.0,54.0,78.0,42.0,105.0,98.0
72.0,62.0,106.0,18.0,76.0,22.0,46.0,31.0,36.0,30.0,113.0,75.0,112.0,74.0,41.0,65.0,9.0,65.0,80.0,33.0,64.0,99.0,43.0,99.0,43.0,101.0,55.0,42.0,0.0,33.0,11.0,63.0,33.0,89.0,12.0,36.0,0.0,63.0,56.0
105.0,29.0,73.0,15.0,109.0,27.0,13.0,9.0,18.0,63.0,80.0,108.0,79.0,41.0,29.0,32.0,24.0,98.0,47.0,32.0,31.0,66.0,76.0,66.0,76.0,68.0,22.0,26.0,33.0,0.0,34.0,96.0,0.0,56.0,45.0,69.0,33.0,96.0,89.0
83.0,63.0,107.0,19.0,87.0,25.0,47.0,32.0,37.0,41.0,114.0,86.0,113.0,75.0,44.0,66.0,12.0,76.0,81.0,36.0,65.0,100.0,54.0,100.0,54.0,102.0,56.0,43.0,11.0,34.0,0.0,74.0,34.0,90.0,23.0,47.0,11.0,74.0,67.0
9.0,125.0,169.0,81.0,14.0,81.0,109.0,94.0,99.0,66.0,176.0,12.0,175.0,137.0,103.0,128.0,72.0,17.0,143.0,92.0,127.0,162.0,82.0,162.0,82.0,164.0,118.0,105.0,63.0,96.0,74.0,0.0,96.0,152.0,51.0,27.0,63.0,0.0,10.0
105.0,29.0,73.0,15.0,109.0,27.0,13.0,9.0,18.0,63.0,80.0,108.0,79.0,41.0,29.0,32.0,24.0,98.0,47.0,32.0,31.0,66.0,76.0,66.0,76.0,68.0,22.0,26.0,33.0,0.0,34.0,96.0,0.0,56.0,45.0,69.0,33.0,96.0,89.0
161.0,33.0,33.0,71.0,165.0,83.0,45.0,58.0,66.0,119.0,40.0,164.0,39.0,74.0,77.0,63.0,80.0,154.0,9.0,88.0,53.0,10.0,132.0,10.0,132.0,28.0,55.0,66.0,89.0,56.0,90.0,152.0,56.0,0.0,101.0,125.0,89.0,152.0,145.0
60.0,74.0,118.0,30.0,64.0,30.0,58.0,43.0,48.0,21.0,125.0,63.0,124.0,86.0,52.0,77.0,21.0,53.0,92.0,41.0,76.0,111.0,37.0,111.0,37.0,113.0,67.0,54.0,12.0,45.0,23.0,51.0,45.0,101.0,0.0,24.0,12.0,51.0,44.0
36.0,98.0,142.0,54.0,40.0,54.0,82.0,67.0,72.0,39.0,149.0,39.0,148.0,110.0,76.0,101.0,45.0,29.0,116.0,65.0,100.0,135.0,55.0,135.0,55.0,137.0,91.0,78.0,36.0,69.0,47.0,27.0,69.0,125.0,24.0,0.0,36.0,27.0,20.0
72.0,62.0,106.0,18.0,76.0,22.0,46.0,31.0,36.0,30.0,113.0,75.0,112.0,74.0,41.0,65.0,9.0,65.0,80.0,33.0,64.0,99.0,43.0,99.0,43.0,101.0,55.0,42.0,0.0,33.0,11.0,63.0,33.0,89.0,12.0,36.0,0.0,63.0,56.0
9.0,125.0,169.0,81.0,14.0,81.0,109.0,94.0,99.0,66.0,176.0,12.0,175.0,137.0,103.0,128.0,72.0,17.0,143.0,92.0,127.0,162.0,82.0,162.0,82.0,164.0,118.0,105.0,63.0,96.0,74.0,0.0,96.0,152.0,51.0,27.0,63.0,0.0,10.0
16.0,118.0,162.0,74.0,20.0,74.0,102.0,87.0,92.0,59.0,169.0,19.0,168.0,130.0,96.0,121.0,65.0,9.0,136.0,85.0,120.0,155.0,75.0,155.0,75.0,157.0,111.0,98.0,56.0,89.0,67.0,10.0,89.0,145.0,44.0,20.0,56.0,10.0,0.0
