185.0,89.0,98.0,38.0,36.0,90.0,0.0,98.0,82.0,97.0,90.0,113.0,40.0,143.0,176.0,113.0,0.0,107.0,38.0,114.0,143.0,172.0,95.0,113.0,176.0,22.0,95.0,139.0,149.0,176.0,40.0,178.0,114.0,79.0,156.0,107.0,113.0,172.0,40.0
146.0,50.0,58.0,84.0,65.0,52.0,98.0,0.0,43.0,57.0,52.0,74.0,74.0,104.0,137.0,74.0,98.0,68.0,84.0,75.0,104.0,133.0,56.0,74.0,137.0,76.0,56.0,100.0,110.0,137.0,74.0,139.0,75.0,19.0,117.0,68.0,74.0,133.0,74.0
103.0,15.0,35.0,68.0,49.0,17.0,82.0,43.0,0.0,34.0,17.0,31.0,58.0,61.0,94.0,31.0,82.0,25.0,68.0,32.0,61.0,90.0,13.0,31.0,94.0,60.0,13.0,57.0,67.0,94.0,58.0,96.0,32.0,24.0,74.0,25.0,31.0,90.0,58.0
105.0,49.0,11.0,83.0,64.0,51.0,97.0,57.0,34.0,0.0,51.0,37.0,73.0,63.0,96.0,37.0,97.0,27.0,83.0,40.0,63.0,92.0,22.0,37.0,96.0,75.0,22.0,59.0,69.0,96.0,73.0,98.0,40.0,38.0,76.0,27.0,37.0,92.0,73.0
114.0,4.0,52.0,76.0,57.0,8.0,90.0,52.0,17.0,51.0,0.0,42.0,66.0,72.0,105.0,42.0,90.0,36.0,76.0,43.0,72.0,101.0,29.0,42.0,105.0,68.0,29.0,68.0,78.0,105.0,66.0,107.0,43.0,33.0,85.0,36.0,42.0,101.0,66.0
72.0,40.0,39.0,99.0,80.0,42.0,113.0,74.0,31.0,37.0,42.0,0.0,89.0,30.0,63.0,0.0,113.0,22.0,99.0,11.0,30.0,59.0,18.0,0.0,63.0,91.0,18.0,26.0,36.0,63.0,89.0,65.0,11.0,55.0,43.0,22.0,0.0,59.0,89.0
161.0,65.0,74.0,10.0,9.0,66.0,40.0,74.0,58.0,73.0,66.0,89.0,0.0,119.0,152.0,89.0,40.0,83.0,10.0,90.0,119.0,148.0,71.0,89.0,152.0,18.0,71.0,115.0,125.0,152.0,0.0,154.0,90.0,55.0,132.0,83.0,89.0,148.0,0.0
75.0,70.0,69.0,129.0,110.0,72.0,143.0,104.0,61.0,63.0,72.0,30.0,119.0,0.0,66.0,30.0,143.0,48.0,129.0,41.0,0.0,62.0,48.0,30.0,66.0,121.0,48.0,20.0,39.0,66.0,119.0,68.0,41.0,85.0,16.0,48.0,30.0,62.0,119.0
31.0,103.0,102.0,162.0,143.0,105.0,176.0,137.0,94.0,96.0,105.0,63.0,152.0,66.0,0.0,63.0,176.0,81.0,162.0,74.0,66.0,53.0,81.0,63.0,23.0,154.0,81.0,65.0,27.0,0.0,152.0,24.0,74.0,118.0,82.0,81.0,63.0,53.0,152.0
72.0,40.0,39.0,99.0,80.0,42.0,113.0,74.0,31.0,37.0,42.0,0.0,89.0,30.0,63.0,0.0,113.0,22.0,99.0,11.0,30.0,59.0,18.0,0.0,63.0,91.0,18.0,26.0,36.0,63.0,89.0,65.0,11.0,55.0,43.0,22.0,0.0,59.0,89.0
185.0,89.0,98.0,38.0,36.0,90.0,0.0,98.0,82.0,97.0,90.0,113.0,40.0,143.0,176.0,113.0,0.0,107.0,38.0,114.0,143.0,172.0,95.0,113.0,176.0,22.0,95.0,139.0,149.0,176.0,40.0,178.0,114.0,79.0,156.0,107.0,113.0,172.0,40.0
90.0,34.0,33.0,93.0,74.0,36.0,107.0,68.0,25.0,27.0,36.0,22.0,83.0,48.0,81.0,22.0,107.0,0.0,93.0,25.0,48.0,77.0,12.0,22.0,81.0,85.0,12.0,44.0,54.0,81.0,83.0,83.0,25.0,49.0,61.0,0.0,22.0,77.0,83.0
171.0,75.0,84.0,0.0,19.0,76.0,38.0,84.0,68.0,83.0,76.0,99.0,10.0,129.0,162.0,99.0,38.0,93.0,0.0,100.0,129.0,158.0,81.0,99.0,162.0,20.0,81.0,125.0,135.0,162.0,10.0,164.0,100.0,65.0,142.0,93.0,99.0,158.0,10.0
83.0,41.0,41.0,100.0,81.0,43.0,114.0,75.0,32.0,40.0,43.0,11.0,90.0,41.0,74.0,11.0,114.0,25.0,100.0,0.0,41.0,70.0,19.0,11.0,74.0,92.0,19.0,37.0,47.0,74.0,90.0,76.0,0.0,56.0,54.0,25.0,11.0,70.0,90.0
75.0,70.0,69.0,129.0,110.0,72.0,143.0,104.0,61.0,63.0,72.0,30.0,119.0,0.0,66.0,30.0,143.0,48.0,129.0,41.0,0.0,62.0,48.0,30.0,66.0,121.0,48.0,20.0,39.0,66.0,119.0,68.0,41.0,85.0,16.0,48.0,30.0,62.0,119.0
62.0,99.0,98.0,158.0,139.0,101.0,172.0,133.0,90.0,92.0,101.0,59.0,148.0,62.0,53.0,59.0,172.0,77.0,158.0,70.0,62.0,0.0,77.0,59.0,53.0,150.0,77.0,61.0,26.0,53.0,148.0,55.0,70.0,114.0,78.0,77.0,59.0,0.0,148.0
90.0,27.0,23.0,81.0,62.0,29.0,95.0,56.0,13.0,22.0,29.0,18.0,71.0,48.0,81.0,18.0,95.0,12.0,81.0,19.0,48.0,77.0,0.0,18.0,81.0,73.0,0.0,44.0,54.0,81.0,71.0,83.0,19.0,37.0,61.0,12.0,18.0,77.0,71.0
72.0,40.0,39.0,99.0,80.0,42.0,113.0,74.0,31.0,37.0,42.0,0.0,89.0,30.0,63.0,0.0,113.0,22.0,99.0,11.0,30.0,59.0,18.0,0.0,63.0,91.0,18.0,26.0,36.0,63.0,89.0,65.0,11.0,55.0,43.0,22.0,0.0,59.0,89.0
9.0,103.0,102.0,162.0,143.0,105.0,176.0,137.0,94.0,96.0,105.0,63.0,152.0,66.0,23.0,63.0,176.0,81.0,162.0,74.0,66.0,53.0,81.0,63.0,0.0,154.0,81.0,65.0,27.0,23.0,152.0,17.0,74.0,118.0,82.0,81.0,63.0,53.0,152.0
163.0,67.0,76.0,20.0,14.0,68.0,22.0,76.0,60.0,75.0,68.0,91.0,18.0,121.0,154.0,91.0,22.0,85.0,20.0,92.0,121.0,150.0,73.0,91.0,154.0,0.0,73.0,117.0,127.0,154.0,18.0,156.0,92.0,57.0,134.0,85.0,91.0,150.0,18.0
90.0,27.0,23.0,81.0,62.0,29.0,95.0,56.0,13.0,22.0,29.0,18.0,71.0,48.0,81.0,18.0,95.0,12.0,81.0,19.0,48.0,77.0,0.0,18.0,81.0,73.0,0.0,44.0,54.0,81.0,71.0,83.0,19.0,37.0,61.0,12.0,18.0,77.0,71.0
74.0,66.0,65.0,125.0,106.0,68.0,139.0,100.0,57.0,59.0,68.0,26.0,115.0,20.0,65.0,26.0,139.0,44.0,125.0,37.0,20.0,61.0,44.0,26.0,65.0,117.0,44.0,0.0,38.0,65.0,115.0,67.0,37.0,81.0,33.0,44.0,26.0,61.0,115.0
36.0,76.0,75.0,135.0,116.0,78.0,149.0,110.0,67.0,69.0,78.0,36.0,125.0,39.0,27.0,36.0,149.0,54.0,135.0,47.0,39.0,26.0,54.0,36.0,27.0,127.0,54.0,38.0,0.0,27.0,125.0,29.0,47.0,91.0,55.0,54.0,36.0,26.0,125.0
31.0,103.0,102.0,162.0,143.0,105.0,176.0,137.0,94.0,96.0,105.0,63.0,152.0,66.0,0.0,63.0,176.0,81.0,162.0,74.0,66.0,53.0,81.0,63.0,23.0,154.0,81.0,65.0,27.0,0.0,152.0,24.0,74.0,118.0,82.0,81.0,63.0,53.0,152.0
161.0,65.0,74.0,10.0,9.0,66.0,40.0,74.0,58.0,73.0,66.0,89.0,0.0,119.0,152.0,89.0,40.0,83.0,10.0,90.0,119.0,148.0,71.0,89.0,152.0,18.0,71.0,115.0,125.0,152.0,0.0,154.0,90.0,55.0,132.0,83.0,89.0,148.0,0.0
13.0,105.0,104.0,164.0,145.0,107.0,178.0,139.0,96.0,98.0,107.0,65.0,154.0,68.0,24.0,65.0,178.0,83.0,164.0,76.0,68.0,55.0,83.0,65.0,17.0,156.0,83.0,67.0,29.0,24.0,154.0,0.0,76.0,120.0,84.0,83.0,65.0,55.0,154.0
83.0,41.0,41.0,100.0,81.0,43.0,114.0,75.0,32.0,40.0,43.0,11.0,90.0,41.0,74.0,11.0,114.0,25.0,100.0,0.0,41.0,70.0,19.0,11.0,74.0,92.0,19.0,37.0,47.0,74.0,90.0,76.0,0.0,56.0,54.0,25.0,11.0,70.0,90.0
127.0,31.0,39.0,65.0,46.0,33.0,79.0,19.0,24.0,38.0,33.0,55.0,55.0,85.0,118.0,55.0,79.0,49.0,65.0,56.0,85.0,114.0,37.0,55.0,118.0,57.0,37.0,81.0,91.0,118.0,55.0,120.0,56.0,0.0,98.0,49.0,55.0,114.0,55.0
91.0,83.0,82.0,142.0,123.0,85.0,156.0,117.0,74.0,76.0,85.0,43.0,132.0,16.0,82.0,43.0,156.0,61.0,142.0,54.0,16.0,78.0,61.0,43.0,82.0,134.0,61.0,33.0,55.0,82.0,132.0,84.0,54.0,98.0,0.0,61.0,43.0,78.0,132.0
90.0,34.0,33.0,93.0,74.0,36.0,107.0,68.0,25.0,27.0,36.0,22.0,83.0,48.0,81.0,22.0,107.0,0.0,93.0,25.0,48.0,77.0,12.0,22.0,81.0,85.0,12.0,44.0,54.0,81.0,83.0,83.0,25.0,49.0,61.0,0.0,22.0,77.0,83.0
72.0,40.0,39.0,99.0,80.0,42.0,113.0,74.0,31.0,37.0,42.0,0.0,89.0,30.0,63.0,0.0,113.0,22.0,99.0,11.0,30.0,59.0,18.0,0.0,63.0,91.0,18.0,26.0,36.0,63.0,89.0,65.0,11.0,55.0,43.0,22.0,0.0,59.0,89.0
62.0,99.0,98.0,158.0,139.0,101.0,172.0,133.0,90.0,92.0,101.0,59.0,148.0,62.0,53.0,59.0,172.0,77.0,158.0,70.0,62.0,0.0,77.0,59.0,53.0,150.0,77.0,61.0,26.0,53.0,148.0,55.0,70.0,114.0,78.0,77.0,59.0,0.0,148.0
161.0,65.0,74.0,10.0,9.0,66.0,40.0,74.0,58.0,73.0,66.0,89.0,0.0,119.0,152.0,89.0,40.0,83.0,10.0,90.0,119.0,148.0,71.0,89.0,152.0,18.0,71.0,115.0,125.0,152.0,0.0,154.0,90.0,55.0,132.0,83.0,89.0,148.0,0.0
