25.0,48.0,97.0,61.0,17.0,35.0,0.0,9.0,85.0,82.0,22.0,44.0,65.0,33.0,13.0,82.0,19.0,22.0,33.0,82.0,92.0,90.0,0.0,46.0,99.0,56.0,21.0,25.0,90.0,61.0,54.0,27.0,84.0,64.0,27.0,9.0,9.0,25.0,55.0
19.0,57.0,88.0,52.0,8.0,44.0,9.0,0.0,94.0,73.0,13.0,53.0,56.0,29.0,12.0,91.0,13.0,13.0,29.0,91.0,83.0,81.0,9.0,37.0,90.0,47.0,30.0,34.0,81.0,52.0,63.0,18.0,93.0,73.0,21.0,18.0,18.0,34.0,46.0
106.0,91.0,182.0,146.0,102.0,78.0,85.0,94.0,0.0,167.0,107.0,52.0,150.0,118.0,94.0,10.0,100.0,107.0,118.0,10.0,177.0,175.0,85.0,131.0,184.0,141.0,64.0,68.0,175.0,146.0,35.0,112.0,14.0,30.0,108.0,76.0,76.0,68.0,140.0
91.0,130.0,19.0,22.0,65.0,117.0,82.0,73.0,167.0,0.0,60.0,126.0,76.0,68.0,85.0,164.0,68.0,60.0,71.0,164.0,22.0,20.0,82.0,57.0,17.0,65.0,103.0,107.0,20.0,22.0,136.0,68.0,166.0,146.0,94.0,91.0,91.0,107.0,28.0
31.0,70.0,75.0,39.0,17.0,57.0,22.0,13.0,107.0,60.0,0.0,66.0,43.0,17.0,25.0,104.0,25.0,0.0,17.0,104.0,70.0,68.0,22.0,24.0,77.0,34.0,43.0,47.0,68.0,39.0,76.0,27.0,106.0,86.0,34.0,31.0,31.0,47.0,33.0
65.0,50.0,141.0,105.0,61.0,37.0,44.0,53.0,52.0,126.0,66.0,0.0,109.0,77.0,53.0,49.0,59.0,66.0,77.0,49.0,136.0,134.0,44.0,90.0,143.0,100.0,23.0,27.0,134.0,105.0,21.0,71.0,51.0,31.0,67.0,35.0,35.0,27.0,99.0
74.0,113.0,91.0,55.0,48.0,100.0,65.0,56.0,150.0,76.0,43.0,109.0,0.0,52.0,68.0,147.0,51.0,43.0,54.0,147.0,86.0,84.0,65.0,19.0,93.0,14.0,86.0,90.0,84.0,55.0,119.0,50.0,149.0,129.0,77.0,74.0,74.0,90.0,49.0
48.0,81.0,83.0,47.0,34.0,68.0,33.0,29.0,118.0,68.0,17.0,77.0,52.0,0.0,36.0,115.0,42.0,17.0,8.0,115.0,78.0,76.0,33.0,33.0,85.0,42.0,54.0,58.0,76.0,47.0,87.0,44.0,117.0,97.0,50.0,42.0,42.0,58.0,41.0
12.0,57.0,100.0,64.0,20.0,44.0,13.0,12.0,94.0,85.0,25.0,53.0,68.0,36.0,0.0,91.0,18.0,25.0,36.0,91.0,95.0,93.0,13.0,49.0,102.0,59.0,30.0,34.0,93.0,64.0,63.0,30.0,93.0,73.0,14.0,22.0,22.0,34.0,58.0
103.0,88.0,179.0,143.0,99.0,75.0,82.0,91.0,10.0,164.0,104.0,49.0,147.0,115.0,91.0,0.0,97.0,104.0,115.0,0.0,174.0,172.0,82.0,128.0,181.0,138.0,61.0,65.0,172.0,143.0,32.0,109.0,24.0,27.0,105.0,73.0,73.0,65.0,137.0
24.0,63.0,83.0,47.0,8.0,50.0,19.0,13.0,100.0,68.0,25.0,59.0,51.0,42.0,18.0,97.0,0.0,25.0,42.0,97.0,78.0,76.0,19.0,32.0,85.0,42.0,36.0,40.0,76.0,47.0,69.0,13.0,99.0,79.0,27.0,28.0,28.0,40.0,41.0
31.0,70.0,75.0,39.0,17.0,57.0,22.0,13.0,107.0,60.0,0.0,66.0,43.0,17.0,25.0,104.0,25.0,0.0,17.0,104.0,70.0,68.0,22.0,24.0,77.0,34.0,43.0,47.0,68.0,39.0,76.0,27.0,106.0,86.0,34.0,31.0,31.0,47.0,33.0
48.0,81.0,86.0,50.0,34.0,68.0,33.0,29.0,118.0,71.0,17.0,77.0,54.0,8.0,36.0,115.0,42.0,17.0,0.0,115.0,81.0,79.0,33.0,35.0,88.0,45.0,54.0,58.0,79.0,50.0,87.0,44.0,117.0,97.0,50.0,42.0,42.0,58.0,44.0
103.0,88.0,179.0,143.0,99.0,75.0,82.0,91.0,10.0,164.0,104.0,49.0,147.0,115.0,91.0,0.0,97.0,104.0,115.0,0.0,174.0,172.0,82.0,128.0,181.0,138.0,61.0,65.0,172.0,143.0,32.0,109.0,24.0,27.0,105.0,73.0,73.0,65.0,137.0
101.0,140.0,36.0,31.0,75.0,127.0,92.0,83.0,177.0,22.0,70.0,136.0,86.0,78.0,95.0,174.0,78.0,70.0,81.0,174.0,0.0,12.0,92.0,67.0,38.0,75.0,113.0,117.0,12.0,31.0,146.0,78.0,176.0,156.0,104.0,101.0,101.0,117.0,38.0
99.0,138.0,31.0,29.0,73.0,125.0,90.0,81.0,175.0,20.0,68.0,134.0,84.0,76.0,93.0,172.0,76.0,68.0,79.0,172.0,12.0,0.0,90.0,65.0,33.0,73.0,111.0,115.0,0.0,29.0,144.0,76.0,174.0,154.0,102.0,99.0,99.0,115.0,36.0
25.0,48.0,97.0,61.0,17.0,35.0,0.0,9.0,85.0,82.0,22.0,44.0,65.0,33.0,13.0,82.0,19.0,22.0,33.0,82.0,92.0,90.0,0.0,46.0,99.0,56.0,21.0,25.0,90.0,61.0,54.0,27.0,84.0,64.0,27.0,9.0,9.0,25.0,55.0
55.0,94.0,72.0,36.0,29.0,81.0,46.0,37.0,131.0,57.0,24.0,90.0,19.0,33.0,49.0,128.0,32.0,24.0,35.0,128.0,67.0,65.0,46.0,0.0,74.0,11.0,67.0,71.0,65.0,36.0,100.0,31.0,130.0,110.0,58.0,55.0,55.0,71.0,30.0
108.0,147.0,19.0,39.0,82.0,134.0,99.0,90.0,184.0,17.0,77.0,143.0,93.0,85.0,102.0,181.0,85.0,77.0,88.0,181.0,38.0,33.0,99.0,74.0,0.0,82.0,120.0,124.0,33.0,39.0,153.0,85.0,183.0,163.0,111.0,108.0,108.0,124.0,45.0
65.0,104.0,80.0,44.0,39.0,91.0,56.0,47.0,141.0,65.0,34.0,100.0,14.0,42.0,59.0,138.0,42.0,34.0,45.0,138.0,75.0,73.0,56.0,11.0,82.0,0.0,77.0,81.0,73.0,44.0,110.0,41.0,140.0,120.0,68.0,65.0,65.0,81.0,38.0
42.0,33.0,118.0,82.0,38.0,20.0,21.0,30.0,64.0,103.0,43.0,23.0,86.0,54.0,30.0,61.0,36.0,43.0,54.0,61.0,113.0,111.0,21.0,67.0,120.0,77.0,0.0,10.0,111.0,82.0,33.0,48.0,63.0,43.0,44.0,12.0,12.0,10.0,76.0
46.0,24.0,122.0,86.0,42.0,10.0,25.0,34.0,68.0,107.0,47.0,27.0,90.0,58.0,34.0,65.0,40.0,47.0,58.0,65.0,117.0,115.0,25.0,71.0,124.0,81.0,10.0,0.0,115.0,86.0,37.0,52.0,67.0,47.0,48.0,16.0,16.0,0.0,80.0
99.0,138.0,31.0,29.0,73.0,125.0,90.0,81.0,175.0,20.0,68.0,134.0,84.0,76.0,93.0,172.0,76.0,68.0,79.0,172.0,12.0,0.0,90.0,65.0,33.0,73.0,111.0,115.0,0.0,29.0,144.0,76.0,174.0,154.0,102.0,99.0,99.0,115.0,36.0
70.0,109.0,37.0,0.0,44.0,96.0,61.0,52.0,146.0,22.0,39.0,105.0,55.0,47.0,64.0,143.0,47.0,39.0,50.0,143.0,31.0,29.0,61.0,36.0,39.0,44.0,82.0,86.0,29.0,0.0,115.0,47.0,145.0,125.0,73.0,70.0,70.0,86.0,12.0
75.0,60.0,151.0,115.0,71.0,47.0,54.0,63.0,35.0,136.0,76.0,21.0,119.0,87.0,63.0,32.0,69.0,76.0,87.0,32.0,146.0,144.0,54.0,100.0,153.0,110.0,33.0,37.0,144.0,115.0,0.0,81.0,34.0,10.0,77.0,45.0,45.0,37.0,109.0
36.0,75.0,83.0,47.0,10.0,62.0,27.0,18.0,112.0,68.0,27.0,71.0,50.0,44.0,30.0,109.0,13.0,27.0,44.0,109.0,78.0,76.0,27.0,31.0,85.0,41.0,48.0,52.0,76.0,47.0,81.0,0.0,111.0,91.0,39.0,36.0,36.0,52.0,41.0
105.0,90.0,181.0,145.0,101.0,77.0,84.0,93.0,14.0,166.0,106.0,51.0,149.0,117.0,93.0,24.0,99.0,106.0,117.0,24.0,176.0,174.0,84.0,130.0,183.0,140.0,63.0,67.0,174.0,145.0,34.0,111.0,0.0,29.0,107.0,75.0,75.0,67.0,139.0
85.0,70.0,161.0,125.0,81.0,57.0,64.0,73.0,30.0,146.0,86.0,31.0,129.0,97.0,73.0,27.0,79.0,86.0,97.0,27.0,156.0,154.0,64.0,110.0,163.0,120.0,43.0,47.0,154.0,125.0,10.0,91.0,29.0,0.0,87.0,55.0,55.0,47.0,119.0
8.0,71.0,109.0,73.0,29.0,58.0,27.0,21.0,108.0,94.0,34.0,67.0,77.0,50.0,14.0,105.0,27.0,34.0,50.0,105.0,104.0,102.0,27.0,58.0,111.0,68.0,44.0,48.0,102.0,73.0,77.0,39.0,107.0,87.0,0.0,36.0,36.0,48.0,67.0
34.0,39.0,106.0,70.0,26.0,26.0,9.0,18.0,76.0,91.0,31.0,35.0,74.0,42.0,22.0,73.0,28.0,31.0,42.0,73.0,101.0,99.0,9.0,55.0,108.0,65.0,12.0,16.0,99.0,70.0,45.0,36.0,75.0,55.0,36.0,0.0,0.0,16.0,64.0
34.0,39.0,106.0,70.0,26.0,26.0,9.0,18.0,76.0,91.0,31.0,35.0,74.0,42.0,22.0,73.0,28.0,31.0,42.0,73.0,101.0,99.0,9.0,55.0,108.0,65.0,12.0,16.0,99.0,70.0,45.0,36.0,75.0,55.0,36.0,0.0,0.0,16.0,64.0
46.0,24.0,122.0,86.0,42.0,10.0,25.0,34.0,68.0,107.0,47.0,27.0,90.0,58.0,34.0,65.0,40.0,47.0,58.0,65.0,117.0,115.0,25.0,71.0,124.0,81.0,10.0,0.0,115.0,86.0,37.0,52.0,67.0,47.0,48.0,16.0,16.0,0.0,80.0
64.0,103.0,43.0,12.0,38.0,90.0,55.0,46.0,140.0,28.0,33.0,99.0,49.0,41.0,58.0,137.0,41.0,33.0,44.0,137.0,38.0,36.0,55.0,30.0,45.0,38.0,76.0,80.0,36.0,12.0,109.0,41.0,139.0,119.0,67.0,64.0,64.0,80.0,0.0
