154.0,161.0,117.0,101.0,57.0,95.0,0.0,119.0,168.0,84.0,73.0,87.0,119.0,33.0,34.0,156.0,19.0,87.0,34.0,10.0,27.0,154.0,119.0,97.0,84.0,91.0,120.0,97.0,17.0,156.0,47.0,58.0,43.0,120.0,168.0,156.0,110.0,115.0,160.0
63.0,70.0,20.0,18.0,90.0,51.0,119.0,0.0,77.0,63.0,58.0,41.0,28.0,111.0,89.0,65.0,100.0,67.0,89.0,109.0,137.0,63.0,28.0,41.0,63.0,40.0,12.0,41.0,127.0,65.0,80.0,94.0,76.0,12.0,77.0,65.0,10.0,22.0,69.0
41.0,10.0,57.0,69.0,139.0,101.0,168.0,77.0,0.0,112.0,107.0,90.0,50.0,160.0,138.0,13.0,149.0,116.0,138.0,158.0,186.0,38.0,50.0,90.0,112.0,90.0,87.0,90.0,176.0,13.0,129.0,143.0,125.0,87.0,0.0,13.0,79.0,55.0,8.0
98.0,105.0,61.0,45.0,55.0,39.0,84.0,63.0,112.0,0.0,11.0,37.0,63.0,76.0,54.0,100.0,65.0,11.0,54.0,74.0,102.0,98.0,63.0,47.0,0.0,35.0,64.0,47.0,92.0,100.0,45.0,59.0,41.0,64.0,112.0,100.0,54.0,59.0,104.0
93.0,100.0,56.0,40.0,44.0,34.0,73.0,58.0,107.0,11.0,0.0,26.0,58.0,65.0,43.0,95.0,54.0,14.0,43.0,63.0,91.0,93.0,58.0,36.0,11.0,30.0,59.0,36.0,81.0,95.0,34.0,48.0,30.0,59.0,107.0,95.0,49.0,54.0,99.0
76.0,83.0,39.0,23.0,58.0,45.0,87.0,41.0,90.0,37.0,26.0,0.0,41.0,79.0,57.0,78.0,68.0,40.0,57.0,77.0,105.0,76.0,41.0,13.0,37.0,34.0,42.0,10.0,95.0,78.0,48.0,62.0,44.0,42.0,90.0,78.0,32.0,37.0,82.0
36.0,43.0,9.0,20.0,90.0,52.0,119.0,28.0,50.0,63.0,58.0,41.0,0.0,111.0,89.0,38.0,100.0,67.0,89.0,109.0,137.0,36.0,0.0,41.0,63.0,41.0,38.0,41.0,127.0,38.0,80.0,94.0,76.0,38.0,50.0,38.0,30.0,7.0,42.0
146.0,153.0,109.0,93.0,49.0,87.0,33.0,111.0,160.0,76.0,65.0,79.0,111.0,0.0,26.0,148.0,14.0,79.0,26.0,23.0,51.0,146.0,111.0,89.0,76.0,83.0,112.0,89.0,41.0,148.0,39.0,50.0,35.0,112.0,160.0,148.0,102.0,107.0,152.0
124.0,131.0,87.0,71.0,23.0,65.0,34.0,89.0,138.0,54.0,43.0,57.0,89.0,26.0,0.0,126.0,15.0,57.0,0.0,24.0,52.0,124.0,89.0,67.0,54.0,61.0,90.0,67.0,42.0,126.0,13.0,24.0,13.0,90.0,138.0,126.0,80.0,85.0,130.0
29.0,6.0,45.0,57.0,127.0,89.0,156.0,65.0,13.0,100.0,95.0,78.0,38.0,148.0,126.0,0.0,137.0,104.0,126.0,146.0,174.0,26.0,38.0,78.0,100.0,78.0,75.0,78.0,164.0,0.0,117.0,131.0,113.0,75.0,13.0,0.0,67.0,43.0,10.0
135.0,142.0,98.0,82.0,38.0,76.0,19.0,100.0,149.0,65.0,54.0,68.0,100.0,14.0,15.0,137.0,0.0,68.0,15.0,9.0,37.0,135.0,100.0,78.0,65.0,72.0,101.0,78.0,27.0,137.0,28.0,39.0,24.0,101.0,149.0,137.0,91.0,96.0,141.0
102.0,109.0,65.0,49.0,58.0,43.0,87.0,67.0,116.0,11.0,14.0,40.0,67.0,79.0,57.0,104.0,68.0,0.0,57.0,77.0,105.0,102.0,67.0,50.0,11.0,39.0,68.0,50.0,95.0,104.0,48.0,62.0,44.0,68.0,116.0,104.0,58.0,63.0,108.0
124.0,131.0,87.0,71.0,23.0,65.0,34.0,89.0,138.0,54.0,43.0,57.0,89.0,26.0,0.0,126.0,15.0,57.0,0.0,24.0,52.0,124.0,89.0,67.0,54.0,61.0,90.0,67.0,42.0,126.0,13.0,24.0,13.0,90.0,138.0,126.0,80.0,85.0,130.0
144.0,151.0,107.0,91.0,47.0,85.0,10.0,109.0,158.0,74.0,63.0,77.0,109.0,23.0,24.0,146.0,9.0,77.0,24.0,0.0,32.0,144.0,109.0,87.0,74.0,81.0,110.0,87.0,22.0,146.0,37.0,48.0,33.0,110.0,158.0,146.0,100.0,105.0,150.0
172.0,179.0,135.0,119.0,75.0,113.0,27.0,137.0,186.0,102.0,91.0,105.0,137.0,51.0,52.0,174.0,37.0,105.0,52.0,32.0,0.0,172.0,137.0,115.0,102.0,109.0,138.0,115.0,24.0,174.0,65.0,76.0,61.0,138.0,186.0,174.0,128.0,133.0,178.0
10.0,31.0,43.0,55.0,125.0,87.0,154.0,63.0,38.0,98.0,93.0,76.0,36.0,146.0,124.0,26.0,135.0,102.0,124.0,144.0,172.0,0.0,36.0,76.0,98.0,76.0,73.0,76.0,162.0,26.0,115.0,129.0,111.0,73.0,38.0,26.0,65.0,41.0,30.0
36.0,43.0,9.0,20.0,90.0,52.0,119.0,28.0,50.0,63.0,58.0,41.0,0.0,111.0,89.0,38.0,100.0,67.0,89.0,109.0,137.0,36.0,0.0,41.0,63.0,41.0,38.0,41.0,127.0,38.0,80.0,94.0,76.0,38.0,50.0,38.0,30.0,7.0,42.0
76.0,83.0,39.0,23.0,68.0,55.0,97.0,41.0,90.0,47.0,36.0,13.0,41.0,89.0,67.0,78.0,78.0,50.0,67.0,87.0,115.0,76.0,41.0,0.0,47.0,44.0,42.0,8.0,105.0,78.0,58.0,72.0,54.0,42.0,90.0,78.0,33.0,37.0,82.0
98.0,105.0,61.0,45.0,55.0,39.0,84.0,63.0,112.0,0.0,11.0,37.0,63.0,76.0,54.0,100.0,65.0,11.0,54.0,74.0,102.0,98.0,63.0,47.0,0.0,35.0,64.0,47.0,92.0,100.0,45.0,59.0,41.0,64.0,112.0,100.0,54.0,59.0,104.0
76.0,83.0,38.0,22.0,62.0,11.0,91.0,40.0,90.0,35.0,30.0,34.0,41.0,83.0,61.0,78.0,72.0,39.0,61.0,81.0,109.0,76.0,41.0,44.0,35.0,0.0,41.0,44.0,99.0,78.0,52.0,66.0,48.0,41.0,90.0,78.0,31.0,36.0,82.0
73.0,80.0,30.0,19.0,91.0,52.0,120.0,12.0,87.0,64.0,59.0,42.0,38.0,112.0,90.0,75.0,101.0,68.0,90.0,110.0,138.0,73.0,38.0,42.0,64.0,41.0,0.0,42.0,128.0,75.0,81.0,95.0,77.0,0.0,87.0,75.0,11.0,32.0,79.0
76.0,83.0,39.0,23.0,68.0,55.0,97.0,41.0,90.0,47.0,36.0,10.0,41.0,89.0,67.0,78.0,78.0,50.0,67.0,87.0,115.0,76.0,41.0,8.0,47.0,44.0,42.0,0.0,105.0,78.0,58.0,72.0,54.0,42.0,90.0,78.0,33.0,37.0,82.0
162.0,169.0,125.0,109.0,65.0,103.0,17.0,127.0,176.0,92.0,81.0,95.0,127.0,41.0,42.0,164.0,27.0,95.0,42.0,22.0,24.0,162.0,127.0,105.0,92.0,99.0,128.0,105.0,0.0,164.0,55.0,66.0,51.0,128.0,176.0,164.0,118.0,123.0,168.0
29.0,6.0,45.0,57.0,127.0,89.0,156.0,65.0,13.0,100.0,95.0,78.0,38.0,148.0,126.0,0.0,137.0,104.0,126.0,146.0,174.0,26.0,38.0,78.0,100.0,78.0,75.0,78.0,164.0,0.0,117.0,131.0,113.0,75.0,13.0,0.0,67.0,43.0,10.0
115.0,122.0,78.0,62.0,10.0,56.0,47.0,80.0,129.0,45.0,34.0,48.0,80.0,39.0,13.0,117.0,28.0,48.0,13.0,37.0,65.0,115.0,80.0,58.0,45.0,52.0,81.0,58.0,55.0,117.0,0.0,15.0,10.0,81.0,129.0,117.0,71.0,76.0,121.0
129.0,136.0,92.0,76.0,20.0,70.0,58.0,94.0,143.0,59.0,48.0,62.0,94.0,50.0,24.0,131.0,39.0,62.0,24.0,48.0,76.0,129.0,94.0,72.0,59.0,66.0,95.0,72.0,66.0,131.0,15.0,0.0,21.0,95.0,143.0,131.0,85.0,90.0,135.0
111.0,118.0,74.0,58.0,20.0,52.0,43.0,76.0,125.0,41.0,30.0,44.0,76.0,35.0,13.0,113.0,24.0,44.0,13.0,33.0,61.0,111.0,76.0,54.0,41.0,48.0,77.0,54.0,51.0,113.0,10.0,21.0,0.0,77.0,125.0,113.0,67.0,72.0,117.0
73.0,80.0,30.0,19.0,91.0,52.0,120.0,12.0,87.0,64.0,59.0,42.0,38.0,112.0,90.0,75.0,101.0,68.0,90.0,110.0,138.0,73.0,38.0,42.0,64.0,41.0,0.0,42.0,128.0,75.0,81.0,95.0,77.0,0.0,87.0,75.0,11.0,32.0,79.0
41.0,10.0,57.0,69.0,139.0,101.0,168.0,77.0,0.0,112.0,107.0,90.0,50.0,160.0,138.0,13.0,149.0,116.0,138.0,158.0,186.0,38.0,50.0,90.0,112.0,90.0,87.0,90.0,176.0,13.0,129.0,143.0,125.0,87.0,0.0,13.0,79.0,55.0,8.0
29.0,6.0,45.0,57.0,127.0,89.0,156.0,65.0,13.0,100.0,95.0,78.0,38.0,148.0,126.0,0.0,137.0,104.0,126.0,146.0,174.0,26.0,38.0,78.0,100.0,78.0,75.0,78.0,164.0,0.0,117.0,131.0,113.0,75.0,13.0,0.0,67.0,43.0,10.0
65.0,72.0,22.0,10.0,81.0,42.0,110.0,10.0,79.0,54.0,49.0,32.0,30.0,102.0,80.0,67.0,91.0,58.0,80.0,100.0,128.0,65.0,30.0,33.0,54.0,31.0,11.0,33.0,118.0,67.0,71.0,85.0,67.0,11.0,79.0,67.0,0.0,24.0,71.0
41.0,48.0,2.0,14.0,86.0,47.0,115.0,22.0,55.0,59.0,54.0,37.0,7.0,107.0,85.0,43.0,96.0,63.0,85.0,105.0,133.0,41.0,7.0,37.0,59.0,36.0,32.0,37.0,123.0,43.0,76.0,90.0,72.0,32.0,55.0,43.0,24.0,0.0,47.0
33.0,11.0,49.0,61.0,131.0,93.0,160.0,69.0,8.0,104.0,99.0,82.0,42.0,152.0,130.0,10.0,141.0,108.0,130.0,150.0,178.0,30.0,42.0,82.0,104.0,82.0,79.0,82.0,168.0,10.0,121.0,135.0,117.0,79.0,8.0,10.0,71.0,47.0,0.0
