81.0,50.0,39.0,85.0,58.0,47.0,0.0,118.0,106.0,36.0,63.0,68.0,17.0,107.0,78.0,23.0,68.0,82.0,8.0,67.0,33.0,42.0,34.0,78.0,47.0,52.0,41.0,89.0,51.0,77.0,42.0,76.0,105.0,78.0,52.0,23.0,118.0,85.0,63.0
91.0,148.0,138.0,95.0,68.0,105.0,118.0,0.0,24.0,94.0,162.0,167.0,107.0,11.0,40.0,122.0,78.0,181.0,118.0,55.0,131.0,141.0,102.0,177.0,105.0,150.0,140.0,54.0,109.0,52.0,100.0,175.0,14.0,177.0,150.0,122.0,0.0,95.0,162.0
79.0,136.0,126.0,83.0,56.0,93.0,106.0,24.0,0.0,82.0,150.0,155.0,95.0,13.0,28.0,110.0,66.0,169.0,106.0,43.0,119.0,129.0,90.0,165.0,93.0,138.0,128.0,42.0,97.0,40.0,88.0,163.0,24.0,165.0,138.0,110.0,24.0,83.0,150.0
57.0,66.0,56.0,61.0,34.0,11.0,36.0,94.0,82.0,0.0,80.0,85.0,25.0,83.0,54.0,40.0,44.0,99.0,36.0,43.0,49.0,59.0,20.0,95.0,11.0,68.0,58.0,65.0,27.0,53.0,18.0,93.0,81.0,95.0,68.0,40.0,94.0,61.0,80.0
125.0,69.0,30.0,129.0,102.0,85.0,63.0,162.0,150.0,80.0,0.0,6.0,55.0,151.0,122.0,42.0,112.0,19.0,66.0,111.0,52.0,60.0,60.0,15.0,85.0,71.0,50.0,133.0,70.0,121.0,63.0,14.0,149.0,15.0,71.0,42.0,162.0,129.0,0.0
130.0,74.0,35.0,134.0,107.0,90.0,68.0,167.0,155.0,85.0,6.0,0.0,60.0,156.0,127.0,47.0,117.0,14.0,71.0,116.0,57.0,65.0,65.0,18.0,90.0,76.0,55.0,138.0,75.0,126.0,68.0,20.0,154.0,18.0,76.0,47.0,167.0,134.0,6.0
70.0,41.0,31.0,74.0,47.0,30.0,17.0,107.0,95.0,25.0,55.0,60.0,0.0,96.0,67.0,15.0,57.0,74.0,17.0,56.0,24.0,34.0,17.0,70.0,30.0,43.0,33.0,78.0,34.0,66.0,25.0,68.0,94.0,70.0,43.0,15.0,107.0,74.0,55.0
80.0,137.0,127.0,84.0,57.0,94.0,107.0,11.0,13.0,83.0,151.0,156.0,96.0,0.0,29.0,111.0,67.0,170.0,107.0,44.0,120.0,130.0,91.0,166.0,94.0,139.0,129.0,43.0,98.0,41.0,89.0,164.0,17.0,166.0,139.0,111.0,11.0,84.0,151.0
51.0,108.0,98.0,55.0,28.0,65.0,78.0,40.0,28.0,54.0,122.0,127.0,67.0,29.0,0.0,82.0,38.0,141.0,78.0,15.0,91.0,101.0,62.0,137.0,65.0,110.0,100.0,14.0,69.0,12.0,60.0,135.0,27.0,137.0,110.0,82.0,40.0,55.0,122.0
85.0,27.0,16.0,89.0,62.0,45.0,23.0,122.0,110.0,40.0,42.0,47.0,15.0,111.0,82.0,0.0,72.0,61.0,26.0,71.0,10.0,19.0,20.0,57.0,45.0,29.0,18.0,93.0,29.0,81.0,23.0,55.0,109.0,57.0,29.0,0.0,122.0,89.0,42.0
29.0,98.0,88.0,33.0,10.0,55.0,68.0,78.0,66.0,44.0,112.0,117.0,57.0,67.0,38.0,72.0,0.0,131.0,68.0,23.0,81.0,91.0,52.0,127.0,55.0,100.0,90.0,49.0,59.0,37.0,50.0,125.0,65.0,127.0,100.0,72.0,78.0,33.0,112.0
144.0,88.0,49.0,148.0,121.0,104.0,82.0,181.0,169.0,99.0,19.0,14.0,74.0,170.0,141.0,61.0,131.0,0.0,85.0,130.0,71.0,79.0,79.0,10.0,104.0,90.0,69.0,152.0,89.0,140.0,82.0,30.0,168.0,10.0,90.0,61.0,181.0,148.0,19.0
81.0,52.0,42.0,85.0,58.0,47.0,8.0,118.0,106.0,36.0,66.0,71.0,17.0,107.0,78.0,26.0,68.0,85.0,0.0,67.0,35.0,45.0,34.0,81.0,47.0,54.0,44.0,89.0,51.0,77.0,42.0,79.0,105.0,81.0,54.0,26.0,118.0,85.0,66.0
36.0,97.0,87.0,40.0,13.0,54.0,67.0,55.0,43.0,43.0,111.0,116.0,56.0,44.0,15.0,71.0,23.0,130.0,67.0,0.0,80.0,90.0,51.0,126.0,54.0,99.0,89.0,26.0,58.0,14.0,49.0,124.0,42.0,126.0,99.0,71.0,55.0,40.0,111.0
94.0,17.0,22.0,98.0,71.0,54.0,33.0,131.0,119.0,49.0,52.0,57.0,24.0,120.0,91.0,10.0,81.0,71.0,35.0,80.0,0.0,11.0,29.0,67.0,54.0,19.0,10.0,102.0,38.0,90.0,32.0,65.0,118.0,67.0,19.0,10.0,131.0,98.0,52.0
104.0,9.0,30.0,108.0,81.0,64.0,42.0,141.0,129.0,59.0,60.0,65.0,34.0,130.0,101.0,19.0,91.0,79.0,45.0,90.0,11.0,0.0,39.0,75.0,64.0,14.0,12.0,112.0,48.0,100.0,42.0,73.0,128.0,75.0,14.0,19.0,141.0,108.0,60.0
65.0,46.0,36.0,69.0,42.0,25.0,34.0,102.0,90.0,20.0,60.0,65.0,17.0,91.0,62.0,20.0,52.0,79.0,34.0,51.0,29.0,39.0,0.0,75.0,25.0,48.0,38.0,73.0,17.0,61.0,8.0,73.0,89.0,75.0,48.0,20.0,102.0,69.0,60.0
140.0,84.0,45.0,144.0,117.0,100.0,78.0,177.0,165.0,95.0,15.0,18.0,70.0,166.0,137.0,57.0,127.0,10.0,81.0,126.0,67.0,75.0,75.0,0.0,100.0,86.0,65.0,148.0,85.0,136.0,78.0,26.0,164.0,0.0,86.0,57.0,177.0,144.0,15.0
68.0,71.0,61.0,72.0,45.0,0.0,47.0,105.0,93.0,11.0,85.0,90.0,30.0,94.0,65.0,45.0,55.0,104.0,47.0,54.0,54.0,64.0,25.0,100.0,0.0,73.0,63.0,76.0,32.0,64.0,23.0,98.0,92.0,100.0,73.0,45.0,105.0,72.0,85.0
113.0,9.0,41.0,117.0,90.0,73.0,52.0,150.0,138.0,68.0,71.0,76.0,43.0,139.0,110.0,29.0,100.0,90.0,54.0,99.0,19.0,14.0,48.0,86.0,73.0,0.0,23.0,121.0,57.0,109.0,51.0,84.0,137.0,86.0,0.0,29.0,150.0,117.0,71.0
103.0,21.0,20.0,107.0,80.0,63.0,41.0,140.0,128.0,58.0,50.0,55.0,33.0,129.0,100.0,18.0,90.0,69.0,44.0,89.0,10.0,12.0,38.0,65.0,63.0,23.0,0.0,111.0,47.0,99.0,41.0,63.0,127.0,65.0,23.0,18.0,140.0,107.0,50.0
62.0,119.0,109.0,66.0,39.0,76.0,89.0,54.0,42.0,65.0,133.0,138.0,78.0,43.0,14.0,93.0,49.0,152.0,89.0,26.0,102.0,112.0,73.0,148.0,76.0,121.0,111.0,0.0,80.0,12.0,71.0,146.0,41.0,148.0,121.0,93.0,54.0,66.0,133.0
72.0,55.0,45.0,76.0,49.0,32.0,51.0,109.0,97.0,27.0,70.0,75.0,34.0,98.0,69.0,29.0,59.0,89.0,51.0,58.0,38.0,48.0,17.0,85.0,32.0,57.0,47.0,80.0,0.0,68.0,9.0,83.0,96.0,85.0,57.0,29.0,109.0,76.0,70.0
50.0,107.0,97.0,54.0,27.0,64.0,77.0,52.0,40.0,53.0,121.0,126.0,66.0,41.0,12.0,81.0,37.0,140.0,77.0,14.0,90.0,100.0,61.0,136.0,64.0,109.0,99.0,12.0,68.0,0.0,59.0,134.0,39.0,136.0,109.0,81.0,52.0,54.0,121.0
63.0,49.0,39.0,67.0,40.0,23.0,42.0,100.0,88.0,18.0,63.0,68.0,25.0,89.0,60.0,23.0,50.0,82.0,42.0,49.0,32.0,42.0,8.0,78.0,23.0,51.0,41.0,71.0,9.0,59.0,0.0,76.0,87.0,78.0,51.0,23.0,100.0,67.0,63.0
138.0,82.0,43.0,142.0,115.0,98.0,76.0,175.0,163.0,93.0,14.0,20.0,68.0,164.0,135.0,55.0,125.0,30.0,79.0,124.0,65.0,73.0,73.0,26.0,98.0,84.0,63.0,146.0,83.0,134.0,76.0,0.0,162.0,26.0,84.0,55.0,175.0,142.0,14.0
78.0,135.0,125.0,82.0,55.0,92.0,105.0,14.0,24.0,81.0,149.0,154.0,94.0,17.0,27.0,109.0,65.0,168.0,105.0,42.0,118.0,128.0,89.0,164.0,92.0,137.0,127.0,41.0,96.0,39.0,87.0,162.0,0.0,164.0,137.0,109.0,14.0,82.0,149.0
140.0,84.0,45.0,144.0,117.0,100.0,78.0,177.0,165.0,95.0,15.0,18.0,70.0,166.0,137.0,57.0,127.0,10.0,81.0,126.0,67.0,75.0,75.0,0.0,100.0,86.0,65.0,148.0,85.0,136.0,78.0,26.0,164.0,0.0,86.0,57.0,177.0,144.0,15.0
113.0,9.0,41.0,117.0,90.0,73.0,52.0,150.0,138.0,68.0,71.0,76.0,43.0,139.0,110.0,29.0,100.0,90.0,54.0,99.0,19.0,14.0,48.0,86.0,73.0,0.0,23.0,121.0,57.0,109.0,51.0,84.0,137.0,86.0,0.0,29.0,150.0,117.0,71.0
85.0,27.0,16.0,89.0,62.0,45.0,23.0,122.0,110.0,40.0,42.0,47.0,15.0,111.0,82.0,0.0,72.0,61.0,26.0,71.0,10.0,19.0,20.0,57.0,45.0,29.0,18.0,93.0,29.0,81.0,23.0,55.0,109.0,57.0,29.0,0.0,122.0,89.0,42.0
91.0,148.0,138.0,95.0,68.0,105.0,118.0,0.0,24.0,94.0,162.0,167.0,107.0,11.0,40.0,122.0,78.0,181.0,118.0,55.0,131.0,141.0,102.0,177.0,105.0,150.0,140.0,54.0,109.0,52.0,100.0,175.0,14.0,177.0,150.0,122.0,0.0,95.0,162.0
9.0,115.0,105.0,0.0,28.0,72.0,85.0,95.0,83.0,61.0,129.0,134.0,74.0,84.0,55.0,89.0,33.0,148.0,85.0,40.0,98.0,108.0,69.0,144.0,72.0,117.0,107.0,66.0,76.0,54.0,67.0,142.0,82.0,144.0,117.0,89.0,95.0,0.0,129.0
125.0,69.0,30.0,129.0,102.0,85.0,63.0,162.0,150.0,80.0,0.0,6.0,55.0,151.0,122.0,42.0,112.0,19.0,66.0,111.0,52.0,60.0,60.0,15.0,85.0,71.0,50.0,133.0,70.0,121.0,63.0,14.0,149.0,15.0,71.0,42.0,162.0,129.0,0.0
