20.0,136.0,104.0,11.0,129.0,103.0,0.0,102.0,24.0,97.0,165.0,43.0,67.0,0.0,124.0,158.0,176.0,128.0,83.0,83.0,129.0,169.0,144.0,13.0,96.0,83.0,13.0,106.0,82.0,82.0,19.0,83.0,9.0,176.0,82.0,110.0,13.0,129.0,176.0
110.0,38.0,32.0,101.0,31.0,26.0,102.0,0.0,114.0,17.0,68.0,63.0,68.0,102.0,26.0,61.0,79.0,30.0,81.0,81.0,31.0,72.0,47.0,103.0,24.0,81.0,103.0,34.0,32.0,32.0,83.0,81.0,93.0,79.0,32.0,12.0,103.0,31.0,79.0
10.0,148.0,116.0,35.0,141.0,115.0,24.0,114.0,0.0,109.0,177.0,55.0,79.0,24.0,136.0,170.0,188.0,140.0,95.0,95.0,141.0,181.0,156.0,11.0,108.0,95.0,11.0,118.0,94.0,94.0,35.0,95.0,30.0,188.0,94.0,122.0,11.0,141.0,188.0
105.0,55.0,49.0,96.0,48.0,43.0,97.0,17.0,109.0,0.0,85.0,58.0,63.0,97.0,43.0,78.0,96.0,47.0,76.0,76.0,48.0,89.0,64.0,98.0,41.0,76.0,98.0,51.0,27.0,27.0,78.0,76.0,88.0,96.0,27.0,29.0,98.0,48.0,96.0
173.0,84.0,77.0,164.0,75.0,70.0,165.0,68.0,177.0,85.0,0.0,126.0,131.0,165.0,43.0,9.0,12.0,65.0,144.0,144.0,75.0,10.0,24.0,166.0,78.0,144.0,166.0,78.0,95.0,95.0,146.0,144.0,156.0,12.0,95.0,57.0,166.0,75.0,12.0
51.0,97.0,65.0,42.0,90.0,64.0,43.0,63.0,55.0,58.0,126.0,0.0,24.0,43.0,85.0,119.0,137.0,89.0,40.0,40.0,90.0,130.0,105.0,44.0,57.0,40.0,44.0,67.0,43.0,43.0,24.0,40.0,34.0,137.0,43.0,71.0,44.0,90.0,137.0
75.0,102.0,70.0,66.0,95.0,69.0,67.0,68.0,79.0,63.0,131.0,24.0,0.0,67.0,90.0,124.0,142.0,94.0,16.0,16.0,95.0,135.0,110.0,68.0,62.0,16.0,68.0,72.0,48.0,48.0,48.0,16.0,58.0,142.0,48.0,76.0,68.0,95.0,142.0
20.0,136.0,104.0,11.0,129.0,103.0,0.0,102.0,24.0,97.0,165.0,43.0,67.0,0.0,124.0,158.0,176.0,128.0,83.0,83.0,129.0,169.0,144.0,13.0,96.0,83.0,13.0,106.0,82.0,82.0,19.0,83.0,9.0,176.0,82.0,110.0,13.0,129.0,176.0
132.0,41.0,36.0,123.0,32.0,29.0,124.0,26.0,136.0,43.0,43.0,85.0,90.0,124.0,0.0,36.0,54.0,22.0,103.0,103.0,32.0,47.0,22.0,125.0,37.0,103.0,125.0,37.0,54.0,54.0,105.0,103.0,115.0,54.0,54.0,14.0,125.0,32.0,54.0
166.0,77.0,70.0,157.0,68.0,63.0,158.0,61.0,170.0,78.0,9.0,119.0,124.0,158.0,36.0,0.0,18.0,58.0,137.0,137.0,68.0,11.0,17.0,159.0,71.0,137.0,159.0,71.0,88.0,88.0,139.0,137.0,149.0,18.0,88.0,50.0,159.0,68.0,18.0
184.0,95.0,88.0,175.0,86.0,81.0,176.0,79.0,188.0,96.0,12.0,137.0,142.0,176.0,54.0,18.0,0.0,76.0,155.0,155.0,86.0,13.0,35.0,177.0,89.0,155.0,177.0,89.0,106.0,106.0,157.0,155.0,167.0,0.0,106.0,68.0,177.0,86.0,0.0
136.0,21.0,40.0,127.0,12.0,33.0,128.0,30.0,140.0,47.0,65.0,89.0,94.0,128.0,22.0,58.0,76.0,0.0,107.0,107.0,12.0,69.0,44.0,129.0,41.0,107.0,129.0,41.0,58.0,58.0,109.0,107.0,119.0,76.0,58.0,18.0,129.0,12.0,76.0
91.0,115.0,83.0,82.0,108.0,82.0,83.0,81.0,95.0,76.0,144.0,40.0,16.0,83.0,103.0,137.0,155.0,107.0,0.0,0.0,108.0,148.0,123.0,84.0,75.0,0.0,84.0,85.0,61.0,61.0,64.0,0.0,74.0,155.0,61.0,89.0,84.0,108.0,155.0
91.0,115.0,83.0,82.0,108.0,82.0,83.0,81.0,95.0,76.0,144.0,40.0,16.0,83.0,103.0,137.0,155.0,107.0,0.0,0.0,108.0,148.0,123.0,84.0,75.0,0.0,84.0,85.0,61.0,61.0,64.0,0.0,74.0,155.0,61.0,89.0,84.0,108.0,155.0
137.0,9.0,41.0,128.0,0.0,34.0,129.0,31.0,141.0,48.0,75.0,90.0,95.0,129.0,32.0,68.0,86.0,12.0,108.0,108.0,0.0,79.0,54.0,130.0,42.0,108.0,130.0,42.0,59.0,59.0,110.0,108.0,120.0,86.0,59.0,19.0,130.0,0.0,86.0
177.0,88.0,81.0,168.0,79.0,74.0,169.0,72.0,181.0,89.0,10.0,130.0,135.0,169.0,47.0,11.0,13.0,69.0,148.0,148.0,79.0,0.0,28.0,170.0,82.0,148.0,170.0,82.0,99.0,99.0,150.0,148.0,160.0,13.0,99.0,61.0,170.0,79.0,13.0
152.0,63.0,56.0,143.0,54.0,49.0,144.0,47.0,156.0,64.0,24.0,105.0,110.0,144.0,22.0,17.0,35.0,44.0,123.0,123.0,54.0,28.0,0.0,145.0,57.0,123.0,145.0,57.0,74.0,74.0,125.0,123.0,135.0,35.0,74.0,36.0,145.0,54.0,35.0
13.0,137.0,105.0,24.0,130.0,104.0,13.0,103.0,11.0,98.0,166.0,44.0,68.0,13.0,125.0,159.0,177.0,129.0,84.0,84.0,130.0,170.0,145.0,0.0,97.0,84.0,0.0,107.0,83.0,83.0,24.0,84.0,19.0,177.0,83.0,111.0,0.0,130.0,177.0
104.0,49.0,8.0,95.0,42.0,16.0,96.0,24.0,108.0,41.0,78.0,57.0,62.0,96.0,37.0,71.0,89.0,41.0,75.0,75.0,42.0,82.0,57.0,97.0,0.0,75.0,97.0,13.0,26.0,26.0,77.0,75.0,87.0,89.0,26.0,23.0,97.0,42.0,89.0
91.0,115.0,83.0,82.0,108.0,82.0,83.0,81.0,95.0,76.0,144.0,40.0,16.0,83.0,103.0,137.0,155.0,107.0,0.0,0.0,108.0,148.0,123.0,84.0,75.0,0.0,84.0,85.0,61.0,61.0,64.0,0.0,74.0,155.0,61.0,89.0,84.0,108.0,155.0
13.0,137.0,105.0,24.0,130.0,104.0,13.0,103.0,11.0,98.0,166.0,44.0,68.0,13.0,125.0,159.0,177.0,129.0,84.0,84.0,130.0,170.0,145.0,0.0,97.0,84.0,0.0,107.0,83.0,83.0,24.0,84.0,19.0,177.0,83.0,111.0,0.0,130.0,177.0
114.0,50.0,12.0,105.0,42.0,8.0,106.0,34.0,118.0,51.0,78.0,67.0,72.0,106.0,37.0,71.0,89.0,41.0,85.0,85.0,42.0,82.0,57.0,107.0,13.0,85.0,107.0,0.0,36.0,36.0,87.0,85.0,97.0,89.0,36.0,23.0,107.0,42.0,89.0
90.0,66.0,34.0,81.0,59.0,33.0,82.0,32.0,94.0,27.0,95.0,43.0,48.0,82.0,54.0,88.0,106.0,58.0,61.0,61.0,59.0,99.0,74.0,83.0,26.0,61.0,83.0,36.0,0.0,0.0,63.0,61.0,73.0,106.0,0.0,40.0,83.0,59.0,106.0
90.0,66.0,34.0,81.0,59.0,33.0,82.0,32.0,94.0,27.0,95.0,43.0,48.0,82.0,54.0,88.0,106.0,58.0,61.0,61.0,59.0,99.0,74.0,83.0,26.0,61.0,83.0,36.0,0.0,0.0,63.0,61.0,73.0,106.0,0.0,40.0,83.0,59.0,106.0
31.0,117.0,85.0,18.0,110.0,84.0,19.0,83.0,35.0,78.0,146.0,24.0,48.0,19.0,105.0,139.0,157.0,109.0,64.0,64.0,110.0,150.0,125.0,24.0,77.0,64.0,24.0,87.0,63.0,63.0,0.0,64.0,10.0,157.0,63.0,91.0,24.0,110.0,157.0
91.0,115.0,83.0,82.0,108.0,82.0,83.0,81.0,95.0,76.0,144.0,40.0,16.0,83.0,103.0,137.0,155.0,107.0,0.0,0.0,108.0,148.0,123.0,84.0,75.0,0.0,84.0,85.0,61.0,61.0,64.0,0.0,74.0,155.0,61.0,89.0,84.0,108.0,155.0
26.0,127.0,95.0,8.0,120.0,94.0,9.0,93.0,30.0,88.0,156.0,34.0,58.0,9.0,115.0,149.0,167.0,119.0,74.0,74.0,120.0,160.0,135.0,19.0,87.0,74.0,19.0,97.0,73.0,73.0,10.0,74.0,0.0,167.0,73.0,101.0,19.0,120.0,167.0
184.0,95.0,88.0,175.0,86.0,81.0,176.0,79.0,188.0,96.0,12.0,137.0,142.0,176.0,54.0,18.0,0.0,76.0,155.0,155.0,86.0,13.0,35.0,177.0,89.0,155.0,177.0,89.0,106.0,106.0,157.0,155.0,167.0,0.0,106.0,68.0,177.0,86.0,0.0
90.0,66.0,34.0,81.0,59.0,33.0,82.0,32.0,94.0,27.0,95.0,43.0,48.0,82.0,54.0,88.0,106.0,58.0,61.0,61.0,59.0,99.0,74.0,83.0,26.0,61.0,83.0,36.0,0.0,0.0,63.0,61.0,73.0,106.0,0.0,40.0,83.0,59.0,106.0
118.0,27.0,22.0,109.0,19.0,15.0,110.0,12.0,122.0,29.0,57.0,71.0,76.0,110.0,14.0,50.0,68.0,18.0,89.0,89.0,19.0,61.0,36.0,111.0,23.0,89.0,111.0,23.0,40.0,40.0,91.0,89.0,101.0,68.0,40.0,0.0,111.0,19.0,68.0
13.0,137.0,105.0,24.0,130.0,104.0,13.0,103.0,11.0,98.0,166.0,44.0,68.0,13.0,125.0,159.0,177.0,129.0,84.0,84.0,130.0,170.0,145.0,0.0,97.0,84.0,0.0,107.0,83.0,83.0,24.0,84.0,19.0,177.0,83.0,111.0,0.0,130.0,177.0
137.0,9.0,41.0,128.0,0.0,34.0,129.0,31.0,141.0,48.0,75.0,90.0,95.0,129.0,32.0,68.0,86.0,12.0,108.0,108.0,0.0,79.0,54.0,130.0,42.0,108.0,130.0,42.0,59.0,59.0,110.0,108.0,120.0,86.0,59.0,19.0,130.0,0.0,86.0
184.0,95.0,88.0,175.0,86.0,81.0,176.0,79.0,188.0,96.0,12.0,137.0,142.0,176.0,54.0,18.0,0.0,76.0,155.0,155.0,86.0,13.0,35.0,177.0,89.0,155.0,177.0,89.0,106.0,106.0,157.0,155.0,167.0,0.0,106.0,68.0,177.0,86.0,0.0
