73.0,82.0,105.0,142.0,74.0,82.0,0.0,67.0,0.0,76.0,78.0,94.0,156.0,0.0,98.0,155.0,144.0,74.0,85.0,69.0,155.0,82.0,0.0,94.0,92.0,113.0,82.0,75.0,82.0,76.0,108.0,75.0,75.0,67.0,151.0,16.0,16.0,144.0,113.0
24.0,16.0,39.0,76.0,79.0,87.0,67.0,0.0,67.0,16.0,83.0,99.0,90.0,67.0,32.0,89.0,78.0,25.0,42.0,8.0,89.0,34.0,67.0,99.0,97.0,47.0,87.0,27.0,87.0,9.0,42.0,32.0,27.0,0.0,85.0,54.0,54.0,78.0,47.0
73.0,82.0,105.0,142.0,74.0,82.0,0.0,67.0,0.0,76.0,78.0,94.0,156.0,0.0,98.0,155.0,144.0,74.0,85.0,69.0,155.0,82.0,0.0,94.0,92.0,113.0,82.0,75.0,82.0,76.0,108.0,75.0,75.0,67.0,151.0,16.0,16.0,144.0,113.0
33.0,26.0,29.0,66.0,88.0,96.0,76.0,16.0,76.0,0.0,92.0,108.0,80.0,76.0,22.0,79.0,68.0,9.0,26.0,8.0,79.0,18.0,76.0,108.0,106.0,37.0,96.0,36.0,96.0,25.0,32.0,16.0,36.0,16.0,75.0,63.0,63.0,68.0,37.0
89.0,98.0,121.0,158.0,45.0,53.0,78.0,83.0,78.0,92.0,0.0,65.0,172.0,78.0,114.0,171.0,160.0,90.0,101.0,85.0,171.0,98.0,78.0,65.0,63.0,129.0,53.0,91.0,53.0,92.0,124.0,91.0,91.0,83.0,167.0,62.0,62.0,160.0,129.0
105.0,114.0,137.0,174.0,29.0,12.0,94.0,99.0,94.0,108.0,65.0,0.0,188.0,94.0,130.0,187.0,176.0,106.0,117.0,101.0,187.0,114.0,94.0,0.0,24.0,145.0,34.0,107.0,12.0,108.0,140.0,107.0,107.0,99.0,183.0,78.0,78.0,176.0,145.0
113.0,98.0,57.0,38.0,168.0,176.0,156.0,90.0,156.0,80.0,172.0,188.0,0.0,156.0,79.0,12.0,43.0,82.0,90.0,87.0,12.0,82.0,156.0,188.0,186.0,44.0,176.0,116.0,176.0,97.0,87.0,90.0,116.0,90.0,9.0,143.0,143.0,13.0,44.0
73.0,82.0,105.0,142.0,74.0,82.0,0.0,67.0,0.0,76.0,78.0,94.0,156.0,0.0,98.0,155.0,144.0,74.0,85.0,69.0,155.0,82.0,0.0,94.0,92.0,113.0,82.0,75.0,82.0,76.0,108.0,75.0,75.0,67.0,151.0,16.0,16.0,144.0,113.0
55.0,39.0,22.0,65.0,110.0,118.0,98.0,32.0,98.0,22.0,114.0,130.0,79.0,98.0,0.0,78.0,67.0,24.0,33.0,29.0,78.0,25.0,98.0,130.0,128.0,36.0,118.0,58.0,118.0,38.0,11.0,32.0,58.0,32.0,74.0,85.0,85.0,67.0,36.0
112.0,97.0,56.0,37.0,167.0,175.0,155.0,89.0,155.0,79.0,171.0,187.0,12.0,155.0,78.0,0.0,42.0,81.0,89.0,86.0,0.0,81.0,155.0,187.0,185.0,43.0,175.0,115.0,175.0,96.0,86.0,89.0,115.0,89.0,21.0,142.0,142.0,12.0,43.0
101.0,86.0,45.0,12.0,156.0,164.0,144.0,78.0,144.0,68.0,160.0,176.0,43.0,144.0,67.0,42.0,0.0,70.0,78.0,75.0,42.0,70.0,144.0,176.0,174.0,31.0,164.0,104.0,164.0,85.0,75.0,78.0,104.0,78.0,38.0,131.0,131.0,31.0,31.0
31.0,35.0,31.0,68.0,86.0,94.0,74.0,25.0,74.0,9.0,90.0,106.0,82.0,74.0,24.0,81.0,70.0,0.0,17.0,17.0,81.0,9.0,74.0,106.0,104.0,39.0,94.0,34.0,94.0,34.0,34.0,8.0,34.0,25.0,77.0,61.0,61.0,70.0,39.0
48.0,52.0,39.0,76.0,97.0,105.0,85.0,42.0,85.0,26.0,101.0,117.0,90.0,85.0,33.0,89.0,78.0,17.0,0.0,34.0,89.0,8.0,85.0,117.0,115.0,47.0,105.0,50.0,105.0,51.0,42.0,13.0,50.0,42.0,85.0,72.0,72.0,78.0,47.0
26.0,18.0,36.0,73.0,81.0,89.0,69.0,8.0,69.0,8.0,85.0,101.0,87.0,69.0,29.0,86.0,75.0,17.0,34.0,0.0,86.0,26.0,69.0,101.0,99.0,44.0,89.0,29.0,89.0,17.0,39.0,24.0,29.0,8.0,82.0,56.0,56.0,75.0,44.0
112.0,97.0,56.0,37.0,167.0,175.0,155.0,89.0,155.0,79.0,171.0,187.0,12.0,155.0,78.0,0.0,42.0,81.0,89.0,86.0,0.0,81.0,155.0,187.0,185.0,43.0,175.0,115.0,175.0,96.0,86.0,89.0,115.0,89.0,21.0,142.0,142.0,12.0,43.0
40.0,44.0,31.0,68.0,94.0,102.0,82.0,34.0,82.0,18.0,98.0,114.0,82.0,82.0,25.0,81.0,70.0,9.0,8.0,26.0,81.0,0.0,82.0,114.0,112.0,39.0,102.0,42.0,102.0,43.0,34.0,16.0,42.0,34.0,77.0,69.0,69.0,70.0,39.0
73.0,82.0,105.0,142.0,74.0,82.0,0.0,67.0,0.0,76.0,78.0,94.0,156.0,0.0,98.0,155.0,144.0,74.0,85.0,69.0,155.0,82.0,0.0,94.0,92.0,113.0,82.0,75.0,82.0,76.0,108.0,75.0,75.0,67.0,151.0,16.0,16.0,144.0,113.0
105.0,114.0,137.0,174.0,29.0,12.0,94.0,99.0,94.0,108.0,65.0,0.0,188.0,94.0,130.0,187.0,176.0,106.0,117.0,101.0,187.0,114.0,94.0,0.0,24.0,145.0,34.0,107.0,12.0,108.0,140.0,107.0,107.0,99.0,183.0,78.0,78.0,176.0,145.0
103.0,112.0,135.0,172.0,27.0,24.0,92.0,97.0,92.0,106.0,63.0,24.0,186.0,92.0,128.0,185.0,174.0,104.0,115.0,99.0,185.0,112.0,92.0,24.0,0.0,143.0,32.0,105.0,24.0,106.0,138.0,105.0,105.0,97.0,181.0,76.0,76.0,174.0,143.0
70.0,55.0,14.0,29.0,125.0,133.0,113.0,47.0,113.0,37.0,129.0,145.0,44.0,113.0,36.0,43.0,31.0,39.0,47.0,44.0,43.0,39.0,113.0,145.0,143.0,0.0,133.0,73.0,133.0,54.0,44.0,47.0,73.0,47.0,39.0,100.0,100.0,32.0,0.0
93.0,102.0,125.0,162.0,8.0,23.0,82.0,87.0,82.0,96.0,53.0,34.0,176.0,82.0,118.0,175.0,164.0,94.0,105.0,89.0,175.0,102.0,82.0,34.0,32.0,133.0,0.0,95.0,23.0,96.0,128.0,95.0,95.0,87.0,171.0,66.0,66.0,164.0,133.0
8.0,42.0,65.0,102.0,87.0,95.0,75.0,27.0,75.0,36.0,91.0,107.0,116.0,75.0,58.0,115.0,104.0,34.0,50.0,29.0,115.0,42.0,75.0,107.0,105.0,73.0,95.0,0.0,95.0,36.0,68.0,40.0,0.0,27.0,111.0,62.0,62.0,104.0,73.0
93.0,102.0,125.0,162.0,17.0,0.0,82.0,87.0,82.0,96.0,53.0,12.0,176.0,82.0,118.0,175.0,164.0,94.0,105.0,89.0,175.0,102.0,82.0,12.0,24.0,133.0,23.0,95.0,0.0,96.0,128.0,95.0,95.0,87.0,171.0,66.0,66.0,164.0,133.0
33.0,11.0,45.0,83.0,88.0,96.0,76.0,9.0,76.0,25.0,92.0,108.0,97.0,76.0,38.0,96.0,85.0,34.0,51.0,17.0,96.0,43.0,76.0,108.0,106.0,54.0,96.0,36.0,96.0,0.0,48.0,41.0,36.0,9.0,92.0,63.0,63.0,85.0,54.0
65.0,49.0,30.0,73.0,120.0,128.0,108.0,42.0,108.0,32.0,124.0,140.0,87.0,108.0,11.0,86.0,75.0,34.0,42.0,39.0,86.0,34.0,108.0,140.0,138.0,44.0,128.0,68.0,128.0,48.0,0.0,42.0,68.0,42.0,82.0,95.0,95.0,75.0,44.0
38.0,42.0,39.0,76.0,87.0,95.0,75.0,32.0,75.0,16.0,91.0,107.0,90.0,75.0,32.0,89.0,78.0,8.0,13.0,24.0,89.0,16.0,75.0,107.0,105.0,47.0,95.0,40.0,95.0,41.0,42.0,0.0,40.0,32.0,85.0,62.0,62.0,78.0,47.0
8.0,42.0,65.0,102.0,87.0,95.0,75.0,27.0,75.0,36.0,91.0,107.0,116.0,75.0,58.0,115.0,104.0,34.0,50.0,29.0,115.0,42.0,75.0,107.0,105.0,73.0,95.0,0.0,95.0,36.0,68.0,40.0,0.0,27.0,111.0,62.0,62.0,104.0,73.0
24.0,16.0,39.0,76.0,79.0,87.0,67.0,0.0,67.0,16.0,83.0,99.0,90.0,67.0,32.0,89.0,78.0,25.0,42.0,8.0,89.0,34.0,67.0,99.0,97.0,47.0,87.0,27.0,87.0,9.0,42.0,32.0,27.0,0.0,85.0,54.0,54.0,78.0,47.0
108.0,93.0,52.0,33.0,163.0,171.0,151.0,85.0,151.0,75.0,167.0,183.0,9.0,151.0,74.0,21.0,38.0,77.0,85.0,82.0,21.0,77.0,151.0,183.0,181.0,39.0,171.0,111.0,171.0,92.0,82.0,85.0,111.0,85.0,0.0,138.0,138.0,18.0,39.0
60.0,69.0,92.0,129.0,58.0,66.0,16.0,54.0,16.0,63.0,62.0,78.0,143.0,16.0,85.0,142.0,131.0,61.0,72.0,56.0,142.0,69.0,16.0,78.0,76.0,100.0,66.0,62.0,66.0,63.0,95.0,62.0,62.0,54.0,138.0,0.0,0.0,131.0,100.0
60.0,69.0,92.0,129.0,58.0,66.0,16.0,54.0,16.0,63.0,62.0,78.0,143.0,16.0,85.0,142.0,131.0,61.0,72.0,56.0,142.0,69.0,16.0,78.0,76.0,100.0,66.0,62.0,66.0,63.0,95.0,62.0,62.0,54.0,138.0,0.0,0.0,131.0,100.0
101.0,86.0,45.0,26.0,156.0,164.0,144.0,78.0,144.0,68.0,160.0,176.0,13.0,144.0,67.0,12.0,31.0,70.0,78.0,75.0,12.0,70.0,144.0,176.0,174.0,32.0,164.0,104.0,164.0,85.0,75.0,78.0,104.0,78.0,18.0,131.0,131.0,0.0,32.0
70.0,55.0,14.0,29.0,125.0,133.0,113.0,47.0,113.0,37.0,129.0,145.0,44.0,113.0,36.0,43.0,31.0,39.0,47.0,44.0,43.0,39.0,113.0,145.0,143.0,0.0,133.0,73.0,133.0,54.0,44.0,47.0,73.0,47.0,39.0,100.0,100.0,32.0,0.0
