0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,111.0,56.0,91.0,68.0,50.0,78.0,39.0,84.0,46.0,102.0,65.0,42.0,97.0,86.0,23.0,49.0,49.0,41.0,42.0,18.0,114.0,58.0,23.0,84.0,64.0,97.0,86.0,90.0,114.0,94.0,18.0,86.0,86.0,86.0,84.0,18.0
111.0,0.0,144.0,178.0,47.0,112.0,87.0,102.0,171.0,134.0,9.0,152.0,104.0,184.0,50.0,90.0,137.0,136.0,83.0,104.0,110.0,4.0,146.0,90.0,171.0,51.0,184.0,173.0,177.0,4.0,26.0,98.0,173.0,173.0,50.0,171.0,98.0
56.0,144.0,0.0,89.0,101.0,48.0,111.0,72.0,82.0,39.0,135.0,63.0,49.0,95.0,119.0,54.0,9.0,47.0,73.0,49.0,38.0,147.0,9.0,54.0,82.0,97.0,95.0,84.0,88.0,147.0,127.0,46.0,84.0,84.0,119.0,82.0,46.0
91.0,178.0,89.0,0.0,135.0,82.0,145.0,106.0,34.0,50.0,169.0,29.0,83.0,6.0,153.0,88.0,80.0,43.0,107.0,83.0,73.0,181.0,91.0,88.0,31.0,131.0,6.0,36.0,11.0,181.0,161.0,80.0,6.0,36.0,153.0,31.0,80.0
68.0,47.0,101.0,135.0,0.0,69.0,40.0,59.0,128.0,91.0,38.0,109.0,61.0,141.0,22.0,47.0,94.0,93.0,40.0,61.0,67.0,50.0,103.0,47.0,128.0,4.0,141.0,130.0,134.0,50.0,30.0,55.0,130.0,130.0,22.0,128.0,55.0
50.0,112.0,48.0,82.0,69.0,0.0,79.0,46.0,75.0,38.0,103.0,56.0,8.0,88.0,87.0,27.0,41.0,40.0,41.0,8.0,32.0,115.0,50.0,27.0,75.0,65.0,88.0,77.0,81.0,115.0,95.0,32.0,77.0,77.0,87.0,75.0,32.0
78.0,87.0,111.0,145.0,40.0,79.0,0.0,69.0,138.0,101.0,78.0,119.0,71.0,151.0,62.0,57.0,104.0,103.0,50.0,71.0,77.0,90.0,113.0,57.0,138.0,36.0,151.0,140.0,144.0,90.0,70.0,65.0,140.0,140.0,62.0,138.0,65.0
39.0,102.0,72.0,106.0,59.0,46.0,69.0,0.0,99.0,62.0,93.0,80.0,38.0,112.0,77.0,19.0,65.0,64.0,37.0,38.0,38.0,105.0,74.0,19.0,99.0,55.0,112.0,101.0,105.0,105.0,85.0,26.0,101.0,101.0,77.0,99.0,26.0
84.0,171.0,82.0,34.0,128.0,75.0,138.0,99.0,0.0,43.0,162.0,19.0,76.0,40.0,146.0,81.0,73.0,36.0,100.0,76.0,66.0,174.0,84.0,81.0,10.0,124.0,40.0,2.0,33.0,174.0,154.0,73.0,29.0,2.0,146.0,10.0,73.0
46.0,134.0,39.0,50.0,91.0,38.0,101.0,62.0,43.0,0.0,125.0,24.0,39.0,56.0,109.0,44.0,30.0,9.0,63.0,39.0,28.0,137.0,41.0,44.0,43.0,87.0,56.0,45.0,49.0,137.0,117.0,36.0,45.0,45.0,109.0,43.0,36.0
102.0,9.0,135.0,169.0,38.0,103.0,78.0,93.0,162.0,125.0,0.0,143.0,95.0,175.0,41.0,81.0,128.0,127.0,74.0,95.0,101.0,12.0,137.0,81.0,162.0,42.0,175.0,164.0,168.0,12.0,17.0,89.0,164.0,164.0,41.0,162.0,89.0
65.0,152.0,63.0,29.0,109.0,56.0,119.0,80.0,19.0,24.0,143.0,0.0,57.0,35.0,127.0,62.0,54.0,17.0,81.0,57.0,47.0,155.0,65.0,62.0,19.0,105.0,35.0,21.0,28.0,155.0,135.0,54.0,24.0,21.0,127.0,19.0,54.0
42.0,104.0,49.0,83.0,61.0,8.0,71.0,38.0,76.0,39.0,95.0,57.0,0.0,89.0,79.0,19.0,42.0,41.0,33.0,0.0,24.0,107.0,51.0,19.0,76.0,57.0,89.0,78.0,82.0,107.0,87.0,24.0,78.0,78.0,79.0,76.0,24.0
97.0,184.0,95.0,6.0,141.0,88.0,151.0,112.0,40.0,56.0,175.0,35.0,89.0,0.0,159.0,94.0,86.0,49.0,113.0,89.0,79.0,187.0,97.0,94.0,37.0,137.0,0.0,42.0,13.0,187.0,167.0,86.0,12.0,42.0,159.0,37.0,86.0
86.0,50.0,119.0,153.0,22.0,87.0,62.0,77.0,146.0,109.0,41.0,127.0,79.0,159.0,0.0,65.0,112.0,111.0,58.0,79.0,85.0,53.0,121.0,65.0,146.0,26.0,159.0,148.0,152.0,53.0,33.0,73.0,148.0,148.0,0.0,146.0,73.0
23.0,90.0,54.0,88.0,47.0,27.0,57.0,19.0,81.0,44.0,81.0,62.0,19.0,94.0,65.0,0.0,47.0,46.0,19.0,19.0,20.0,93.0,56.0,0.0,81.0,43.0,94.0,83.0,87.0,93.0,73.0,8.0,83.0,83.0,65.0,81.0,8.0
49.0,137.0,9.0,80.0,94.0,41.0,104.0,65.0,73.0,30.0,128.0,54.0,42.0,86.0,112.0,47.0,0.0,38.0,66.0,42.0,31.0,140.0,14.0,47.0,73.0,90.0,86.0,75.0,79.0,140.0,120.0,39.0,75.0,75.0,112.0,73.0,39.0
49.0,136.0,47.0,43.0,93.0,40.0,103.0,64.0,36.0,9.0,127.0,17.0,41.0,49.0,111.0,46.0,38.0,0.0,65.0,41.0,31.0,139.0,49.0,46.0,36.0,89.0,49.0,38.0,42.0,139.0,119.0,38.0,38.0,38.0,111.0,36.0,38.0
41.0,83.0,73.0,107.0,40.0,41.0,50.0,37.0,100.0,63.0,74.0,81.0,33.0,113.0,58.0,19.0,66.0,65.0,0.0,33.0,39.0,86.0,75.0,19.0,100.0,36.0,113.0,102.0,106.0,86.0,66.0,27.0,102.0,102.0,58.0,100.0,27.0
42.0,104.0,49.0,83.0,61.0,8.0,71.0,38.0,76.0,39.0,95.0,57.0,0.0,89.0,79.0,19.0,42.0,41.0,33.0,0.0,24.0,107.0,51.0,19.0,76.0,57.0,89.0,78.0,82.0,107.0,87.0,24.0,78.0,78.0,79.0,76.0,24.0
18.0,110.0,38.0,73.0,67.0,32.0,77.0,38.0,66.0,28.0,101.0,47.0,24.0,79.0,85.0,20.0,31.0,31.0,39.0,24.0,0.0,113.0,40.0,20.0,66.0,63.0,79.0,68.0,72.0,113.0,93.0,12.0,68.0,68.0,85.0,66.0,12.0
114.0,4.0,147.0,181.0,50.0,115.0,90.0,105.0,174.0,137.0,12.0,155.0,107.0,187.0,53.0,93.0,140.0,139.0,86.0,107.0,113.0,0.0,149.0,93.0,174.0,54.0,187.0,176.0,180.0,0.0,29.0,101.0,176.0,176.0,53.0,174.0,101.0
58.0,146.0,9.0,91.0,103.0,50.0,113.0,74.0,84.0,41.0,137.0,65.0,51.0,97.0,121.0,56.0,14.0,49.0,75.0,51.0,40.0,149.0,0.0,56.0,84.0,99.0,97.0,86.0,90.0,149.0,129.0,48.0,86.0,86.0,121.0,84.0,48.0
23.0,90.0,54.0,88.0,47.0,27.0,57.0,19.0,81.0,44.0,81.0,62.0,19.0,94.0,65.0,0.0,47.0,46.0,19.0,19.0,20.0,93.0,56.0,0.0,81.0,43.0,94.0,83.0,87.0,93.0,73.0,8.0,83.0,83.0,65.0,81.0,8.0
84.0,171.0,82.0,31.0,128.0,75.0,138.0,99.0,10.0,43.0,162.0,19.0,76.0,37.0,146.0,81.0,73.0,36.0,100.0,76.0,66.0,174.0,84.0,81.0,0.0,124.0,37.0,12.0,30.0,174.0,154.0,73.0,26.0,12.0,146.0,0.0,73.0
64.0,51.0,97.0,131.0,4.0,65.0,36.0,55.0,124.0,87.0,42.0,105.0,57.0,137.0,26.0,43.0,90.0,89.0,36.0,57.0,63.0,54.0,99.0,43.0,124.0,0.0,137.0,126.0,130.0,54.0,34.0,51.0,126.0,126.0,26.0,124.0,51.0
97.0,184.0,95.0,6.0,141.0,88.0,151.0,112.0,40.0,56.0,175.0,35.0,89.0,0.0,159.0,94.0,86.0,49.0,113.0,89.0,79.0,187.0,97.0,94.0,37.0,137.0,0.0,42.0,13.0,187.0,167.0,86.0,12.0,42.0,159.0,37.0,86.0
86.0,173.0,84.0,36.0,130.0,77.0,140.0,101.0,2.0,45.0,164.0,21.0,78.0,42.0,148.0,83.0,75.0,38.0,102.0,78.0,68.0,176.0,86.0,83.0,12.0,126.0,42.0,0.0,35.0,176.0,156.0,75.0,31.0,0.0,148.0,12.0,75.0
90.0,177.0,88.0,11.0,134.0,81.0,144.0,105.0,33.0,49.0,168.0,28.0,82.0,13.0,152.0,87.0,79.0,42.0,106.0,82.0,72.0,180.0,90.0,87.0,30.0,130.0,13.0,35.0,0.0,180.0,160.0,79.0,10.0,35.0,152.0,30.0,79.0
114.0,4.0,147.0,181.0,50.0,115.0,90.0,105.0,174.0,137.0,12.0,155.0,107.0,187.0,53.0,93.0,140.0,139.0,86.0,107.0,113.0,0.0,149.0,93.0,174.0,54.0,187.0,176.0,180.0,0.0,29.0,101.0,176.0,176.0,53.0,174.0,101.0
94.0,26.0,127.0,161.0,30.0,95.0,70.0,85.0,154.0,117.0,17.0,135.0,87.0,167.0,33.0,73.0,120.0,119.0,66.0,87.0,93.0,29.0,129.0,73.0,154.0,34.0,167.0,156.0,160.0,29.0,0.0,81.0,156.0,156.0,33.0,154.0,81.0
18.0,98.0,46.0,80.0,55.0,32.0,65.0,26.0,73.0,36.0,89.0,54.0,24.0,86.0,73.0,8.0,39.0,38.0,27.0,24.0,12.0,101.0,48.0,8.0,73.0,51.0,86.0,75.0,79.0,101.0,81.0,0.0,75.0,75.0,73.0,73.0,0.0
86.0,173.0,84.0,6.0,130.0,77.0,140.0,101.0,29.0,45.0,164.0,24.0,78.0,12.0,148.0,83.0,75.0,38.0,102.0,78.0,68.0,176.0,86.0,83.0,26.0,126.0,12.0,31.0,10.0,176.0,156.0,75.0,0.0,31.0,148.0,26.0,75.0
86.0,173.0,84.0,36.0,130.0,77.0,140.0,101.0,2.0,45.0,164.0,21.0,78.0,42.0,148.0,83.0,75.0,38.0,102.0,78.0,68.0,176.0,86.0,83.0,12.0,126.0,42.0,0.0,35.0,176.0,156.0,75.0,31.0,0.0,148.0,12.0,75.0
86.0,50.0,119.0,153.0,22.0,87.0,62.0,77.0,146.0,109.0,41.0,127.0,79.0,159.0,0.0,65.0,112.0,111.0,58.0,79.0,85.0,53.0,121.0,65.0,146.0,26.0,159.0,148.0,152.0,53.0,33.0,73.0,148.0,148.0,0.0,146.0,73.0
84.0,171.0,82.0,31.0,128.0,75.0,138.0,99.0,10.0,43.0,162.0,19.0,76.0,37.0,146.0,81.0,73.0,36.0,100.0,76.0,66.0,174.0,84.0,81.0,0.0,124.0,37.0,12.0,30.0,174.0,154.0,73.0,26.0,12.0,146.0,0.0,73.0
18.0,98.0,46.0,80.0,55.0,32.0,65.0,26.0,73.0,36.0,89.0,54.0,24.0,86.0,73.0,8.0,39.0,38.0,27.0,24.0,12.0,101.0,48.0,8.0,73.0,51.0,86.0,75.0,79.0,101.0,81.0,0.0,75.0,75.0,73.0,73.0,0.0
