0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,101.0,89.0,72.0,82.0,56.0,111.0,39.0,48.0,144.0,69.0,9.0,73.0,135.0,91.0,148.0,63.0,71.0,72.0,47.0,98.0,107.0,84.0,128.0,41.0,135.0,115.0,55.0,71.0,82.0,96.0,119.0,52.0,63.0,47.0,96.0,50.0
101.0,0.0,135.0,59.0,128.0,68.0,40.0,91.0,69.0,47.0,115.0,103.0,40.0,38.0,137.0,51.0,109.0,58.0,29.0,93.0,27.0,10.0,130.0,31.0,60.0,38.0,44.0,62.0,58.0,128.0,142.0,22.0,71.0,109.0,93.0,142.0,71.0
89.0,135.0,0.0,106.0,34.0,91.0,145.0,50.0,82.0,178.0,20.0,91.0,107.0,169.0,19.0,182.0,29.0,105.0,106.0,43.0,132.0,141.0,6.0,162.0,75.0,169.0,149.0,90.0,105.0,31.0,10.0,153.0,86.0,29.0,43.0,10.0,83.0
72.0,59.0,106.0,0.0,99.0,39.0,69.0,62.0,46.0,102.0,86.0,74.0,37.0,93.0,108.0,106.0,80.0,3.0,34.0,64.0,56.0,65.0,101.0,86.0,31.0,93.0,73.0,33.0,3.0,99.0,113.0,77.0,48.0,80.0,64.0,113.0,48.0
82.0,128.0,34.0,99.0,0.0,84.0,138.0,43.0,75.0,171.0,14.0,84.0,100.0,162.0,36.0,175.0,19.0,98.0,99.0,36.0,125.0,134.0,29.0,155.0,68.0,162.0,142.0,83.0,98.0,10.0,41.0,146.0,79.0,19.0,36.0,41.0,76.0
56.0,68.0,91.0,39.0,84.0,0.0,78.0,46.0,50.0,111.0,71.0,58.0,41.0,102.0,93.0,115.0,65.0,38.0,39.0,49.0,65.0,74.0,86.0,95.0,35.0,102.0,82.0,11.0,38.0,84.0,98.0,86.0,52.0,65.0,49.0,98.0,52.0
111.0,40.0,145.0,69.0,138.0,78.0,0.0,101.0,79.0,87.0,125.0,113.0,50.0,78.0,147.0,91.0,119.0,68.0,39.0,103.0,29.0,50.0,140.0,71.0,70.0,78.0,9.0,72.0,68.0,138.0,152.0,62.0,81.0,119.0,103.0,152.0,81.0
39.0,91.0,50.0,62.0,43.0,46.0,101.0,0.0,38.0,134.0,30.0,41.0,63.0,125.0,52.0,138.0,24.0,61.0,62.0,9.0,88.0,97.0,45.0,118.0,31.0,125.0,105.0,45.0,61.0,43.0,57.0,109.0,42.0,24.0,9.0,57.0,39.0
48.0,69.0,82.0,46.0,75.0,50.0,79.0,38.0,0.0,112.0,62.0,50.0,41.0,103.0,84.0,116.0,56.0,45.0,40.0,40.0,66.0,75.0,77.0,96.0,15.0,103.0,83.0,49.0,45.0,75.0,89.0,87.0,4.0,56.0,40.0,89.0,12.0
144.0,47.0,178.0,102.0,171.0,111.0,87.0,134.0,112.0,0.0,158.0,146.0,83.0,9.0,180.0,10.0,152.0,101.0,72.0,136.0,74.0,48.0,173.0,16.0,103.0,9.0,91.0,105.0,101.0,171.0,185.0,50.0,114.0,152.0,136.0,185.0,114.0
69.0,115.0,20.0,86.0,14.0,71.0,125.0,30.0,62.0,158.0,0.0,71.0,87.0,149.0,22.0,162.0,9.0,85.0,86.0,23.0,112.0,121.0,15.0,142.0,55.0,149.0,129.0,70.0,85.0,14.0,27.0,133.0,66.0,9.0,23.0,27.0,63.0
9.0,103.0,91.0,74.0,84.0,58.0,113.0,41.0,50.0,146.0,71.0,0.0,75.0,137.0,93.0,150.0,65.0,73.0,74.0,49.0,100.0,109.0,86.0,130.0,43.0,137.0,117.0,57.0,73.0,84.0,98.0,121.0,54.0,65.0,49.0,98.0,52.0
73.0,40.0,107.0,37.0,100.0,41.0,50.0,63.0,41.0,83.0,87.0,75.0,0.0,74.0,109.0,87.0,81.0,36.0,11.0,65.0,37.0,46.0,102.0,67.0,32.0,74.0,54.0,40.0,36.0,100.0,114.0,58.0,43.0,81.0,65.0,114.0,43.0
135.0,38.0,169.0,93.0,162.0,102.0,78.0,125.0,103.0,9.0,149.0,137.0,74.0,0.0,171.0,14.0,143.0,92.0,63.0,127.0,65.0,39.0,164.0,10.0,94.0,0.0,82.0,96.0,92.0,162.0,176.0,41.0,105.0,143.0,127.0,176.0,105.0
91.0,137.0,19.0,108.0,36.0,93.0,147.0,52.0,84.0,180.0,22.0,93.0,109.0,171.0,0.0,184.0,31.0,107.0,108.0,45.0,134.0,143.0,18.0,164.0,77.0,171.0,151.0,92.0,107.0,33.0,9.0,155.0,88.0,31.0,45.0,9.0,85.0
148.0,51.0,182.0,106.0,175.0,115.0,91.0,138.0,116.0,10.0,162.0,150.0,87.0,14.0,184.0,0.0,156.0,105.0,76.0,140.0,78.0,52.0,177.0,20.0,107.0,14.0,95.0,109.0,105.0,175.0,189.0,54.0,118.0,156.0,140.0,189.0,118.0
63.0,109.0,29.0,80.0,19.0,65.0,119.0,24.0,56.0,152.0,9.0,65.0,81.0,143.0,31.0,156.0,0.0,79.0,80.0,17.0,106.0,115.0,24.0,136.0,49.0,143.0,123.0,64.0,79.0,19.0,36.0,127.0,60.0,0.0,17.0,36.0,57.0
71.0,58.0,105.0,3.0,98.0,38.0,68.0,61.0,45.0,101.0,85.0,73.0,36.0,92.0,107.0,105.0,79.0,0.0,33.0,63.0,55.0,64.0,100.0,85.0,30.0,92.0,72.0,32.0,0.0,98.0,112.0,76.0,47.0,79.0,63.0,112.0,47.0
72.0,29.0,106.0,34.0,99.0,39.0,39.0,62.0,40.0,72.0,86.0,74.0,11.0,63.0,108.0,76.0,80.0,33.0,0.0,64.0,26.0,35.0,101.0,56.0,31.0,63.0,43.0,37.0,33.0,99.0,113.0,47.0,42.0,80.0,64.0,113.0,42.0
47.0,93.0,43.0,64.0,36.0,49.0,103.0,9.0,40.0,136.0,23.0,49.0,65.0,127.0,45.0,140.0,17.0,63.0,64.0,0.0,90.0,99.0,38.0,120.0,33.0,127.0,107.0,48.0,63.0,36.0,50.0,111.0,44.0,17.0,0.0,50.0,41.0
98.0,27.0,132.0,56.0,125.0,65.0,29.0,88.0,66.0,74.0,112.0,100.0,37.0,65.0,134.0,78.0,106.0,55.0,26.0,90.0,0.0,37.0,127.0,58.0,57.0,65.0,33.0,59.0,55.0,125.0,139.0,49.0,68.0,106.0,90.0,139.0,68.0
107.0,10.0,141.0,65.0,134.0,74.0,50.0,97.0,75.0,48.0,121.0,109.0,46.0,39.0,143.0,52.0,115.0,64.0,35.0,99.0,37.0,0.0,136.0,32.0,66.0,39.0,54.0,68.0,64.0,134.0,148.0,12.0,77.0,115.0,99.0,148.0,77.0
84.0,130.0,6.0,101.0,29.0,86.0,140.0,45.0,77.0,173.0,15.0,86.0,102.0,164.0,18.0,177.0,24.0,100.0,101.0,38.0,127.0,136.0,0.0,157.0,70.0,164.0,144.0,85.0,100.0,26.0,13.0,148.0,81.0,24.0,38.0,13.0,78.0
128.0,31.0,162.0,86.0,155.0,95.0,71.0,118.0,96.0,16.0,142.0,130.0,67.0,10.0,164.0,20.0,136.0,85.0,56.0,120.0,58.0,32.0,157.0,0.0,87.0,10.0,75.0,89.0,85.0,155.0,169.0,34.0,98.0,136.0,120.0,169.0,98.0
41.0,60.0,75.0,31.0,68.0,35.0,70.0,31.0,15.0,103.0,55.0,43.0,32.0,94.0,77.0,107.0,49.0,30.0,31.0,33.0,57.0,66.0,70.0,87.0,0.0,94.0,74.0,34.0,30.0,68.0,82.0,78.0,17.0,49.0,33.0,82.0,17.0
135.0,38.0,169.0,93.0,162.0,102.0,78.0,125.0,103.0,9.0,149.0,137.0,74.0,0.0,171.0,14.0,143.0,92.0,63.0,127.0,65.0,39.0,164.0,10.0,94.0,0.0,82.0,96.0,92.0,162.0,176.0,41.0,105.0,143.0,127.0,176.0,105.0
115.0,44.0,149.0,73.0,142.0,82.0,9.0,105.0,83.0,91.0,129.0,117.0,54.0,82.0,151.0,95.0,123.0,72.0,43.0,107.0,33.0,54.0,144.0,75.0,74.0,82.0,0.0,76.0,72.0,142.0,156.0,66.0,85.0,123.0,107.0,156.0,85.0
55.0,62.0,90.0,33.0,83.0,11.0,72.0,45.0,49.0,105.0,70.0,57.0,40.0,96.0,92.0,109.0,64.0,32.0,37.0,48.0,59.0,68.0,85.0,89.0,34.0,96.0,76.0,0.0,32.0,83.0,97.0,80.0,51.0,64.0,48.0,97.0,51.0
71.0,58.0,105.0,3.0,98.0,38.0,68.0,61.0,45.0,101.0,85.0,73.0,36.0,92.0,107.0,105.0,79.0,0.0,33.0,63.0,55.0,64.0,100.0,85.0,30.0,92.0,72.0,32.0,0.0,98.0,112.0,76.0,47.0,79.0,63.0,112.0,47.0
82.0,128.0,31.0,99.0,10.0,84.0,138.0,43.0,75.0,171.0,14.0,84.0,100.0,162.0,33.0,175.0,19.0,98.0,99.0,36.0,125.0,134.0,26.0,155.0,68.0,162.0,142.0,83.0,98.0,0.0,38.0,146.0,79.0,19.0,36.0,38.0,76.0
96.0,142.0,10.0,113.0,41.0,98.0,152.0,57.0,89.0,185.0,27.0,98.0,114.0,176.0,9.0,189.0,36.0,112.0,113.0,50.0,139.0,148.0,13.0,169.0,82.0,176.0,156.0,97.0,112.0,38.0,0.0,160.0,93.0,36.0,50.0,0.0,90.0
119.0,22.0,153.0,77.0,146.0,86.0,62.0,109.0,87.0,50.0,133.0,121.0,58.0,41.0,155.0,54.0,127.0,76.0,47.0,111.0,49.0,12.0,148.0,34.0,78.0,41.0,66.0,80.0,76.0,146.0,160.0,0.0,89.0,127.0,111.0,160.0,89.0
52.0,71.0,86.0,48.0,79.0,52.0,81.0,42.0,4.0,114.0,66.0,54.0,43.0,105.0,88.0,118.0,60.0,47.0,42.0,44.0,68.0,77.0,81.0,98.0,17.0,105.0,85.0,51.0,47.0,79.0,93.0,89.0,0.0,60.0,44.0,93.0,16.0
63.0,109.0,29.0,80.0,19.0,65.0,119.0,24.0,56.0,152.0,9.0,65.0,81.0,143.0,31.0,156.0,0.0,79.0,80.0,17.0,106.0,115.0,24.0,136.0,49.0,143.0,123.0,64.0,79.0,19.0,36.0,127.0,60.0,0.0,17.0,36.0,57.0
47.0,93.0,43.0,64.0,36.0,49.0,103.0,9.0,40.0,136.0,23.0,49.0,65.0,127.0,45.0,140.0,17.0,63.0,64.0,0.0,90.0,99.0,38.0,120.0,33.0,127.0,107.0,48.0,63.0,36.0,50.0,111.0,44.0,17.0,0.0,50.0,41.0
96.0,142.0,10.0,113.0,41.0,98.0,152.0,57.0,89.0,185.0,27.0,98.0,114.0,176.0,9.0,189.0,36.0,112.0,113.0,50.0,139.0,148.0,13.0,169.0,82.0,176.0,156.0,97.0,112.0,38.0,0.0,160.0,93.0,36.0,50.0,0.0,90.0
50.0,71.0,83.0,48.0,76.0,52.0,81.0,39.0,12.0,114.0,63.0,52.0,43.0,105.0,85.0,118.0,57.0,47.0,42.0,41.0,68.0,77.0,78.0,98.0,17.0,105.0,85.0,51.0,47.0,76.0,90.0,89.0,16.0,57.0,41.0,90.0,0.0
