0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,68.0,128.0,59.0,69.0,135.0,47.0,40.0,91.0,101.0,47.0,93.0,47.0,44.0,94.0,48.0,123.0,38.0,38.0,134.0,31.0,27.0,4.0,142.0,39.0,55.0,47.0,93.0,58.0,51.0,128.0,134.0,44.0,38.0,27.0,67.0,120.0,17.0,103.0,61.0,142.0,94.0,128.0,10.0,11.0,137.0
68.0,0.0,84.0,39.0,50.0,91.0,111.0,78.0,46.0,56.0,23.0,49.0,33.0,82.0,49.0,112.0,79.0,102.0,102.0,90.0,95.0,65.0,64.0,98.0,103.0,18.0,33.0,49.0,38.0,115.0,84.0,90.0,82.0,30.0,65.0,18.0,76.0,51.0,58.0,42.0,98.0,49.0,84.0,74.0,75.0,93.0
128.0,84.0,0.0,99.0,75.0,34.0,171.0,138.0,43.0,82.0,81.0,36.0,93.0,142.0,73.0,172.0,22.0,162.0,162.0,33.0,155.0,125.0,124.0,41.0,163.0,73.0,93.0,36.0,98.0,175.0,10.0,33.0,142.0,90.0,125.0,66.0,20.0,111.0,84.0,76.0,41.0,73.0,10.0,134.0,135.0,36.0
59.0,39.0,99.0,0.0,46.0,106.0,102.0,69.0,62.0,72.0,19.0,64.0,12.0,73.0,65.0,103.0,94.0,93.0,93.0,105.0,86.0,56.0,55.0,113.0,94.0,26.0,12.0,64.0,3.0,106.0,99.0,105.0,73.0,25.0,56.0,38.0,91.0,42.0,74.0,38.0,113.0,65.0,99.0,65.0,66.0,108.0
69.0,50.0,75.0,46.0,0.0,82.0,112.0,79.0,38.0,48.0,27.0,40.0,34.0,83.0,41.0,113.0,70.0,103.0,103.0,81.0,96.0,66.0,65.0,89.0,104.0,32.0,34.0,40.0,45.0,116.0,75.0,81.0,83.0,31.0,66.0,32.0,67.0,52.0,50.0,8.0,89.0,41.0,75.0,75.0,76.0,84.0
135.0,91.0,34.0,106.0,82.0,0.0,178.0,145.0,50.0,89.0,88.0,43.0,100.0,149.0,80.0,179.0,12.0,169.0,169.0,11.0,162.0,132.0,131.0,10.0,170.0,80.0,100.0,43.0,105.0,182.0,31.0,11.0,149.0,97.0,132.0,73.0,19.0,118.0,91.0,83.0,10.0,80.0,31.0,141.0,142.0,19.0
47.0,111.0,171.0,102.0,112.0,178.0,0.0,87.0,134.0,144.0,90.0,136.0,90.0,91.0,137.0,20.0,166.0,9.0,9.0,177.0,16.0,74.0,51.0,185.0,20.0,98.0,90.0,136.0,101.0,10.0,171.0,177.0,91.0,81.0,74.0,110.0,163.0,60.0,146.0,104.0,185.0,137.0,171.0,48.0,36.0,180.0
40.0,78.0,138.0,69.0,79.0,145.0,87.0,0.0,101.0,111.0,57.0,103.0,57.0,9.0,104.0,88.0,133.0,78.0,78.0,144.0,71.0,29.0,36.0,152.0,79.0,65.0,57.0,103.0,68.0,91.0,138.0,144.0,9.0,48.0,29.0,77.0,130.0,33.0,113.0,71.0,152.0,104.0,138.0,50.0,51.0,147.0
91.0,46.0,43.0,62.0,38.0,50.0,134.0,101.0,0.0,39.0,44.0,9.0,56.0,105.0,30.0,135.0,38.0,125.0,125.0,49.0,118.0,88.0,87.0,57.0,126.0,36.0,56.0,9.0,61.0,138.0,43.0,49.0,105.0,53.0,88.0,28.0,35.0,74.0,41.0,39.0,57.0,30.0,43.0,97.0,98.0,52.0
101.0,56.0,82.0,72.0,48.0,89.0,144.0,111.0,39.0,0.0,54.0,47.0,66.0,115.0,9.0,145.0,77.0,135.0,135.0,88.0,128.0,98.0,97.0,96.0,136.0,46.0,66.0,47.0,71.0,148.0,82.0,88.0,115.0,63.0,98.0,38.0,74.0,84.0,9.0,49.0,96.0,9.0,82.0,107.0,108.0,91.0
47.0,23.0,81.0,19.0,27.0,88.0,90.0,57.0,44.0,54.0,0.0,46.0,12.0,61.0,47.0,91.0,76.0,81.0,81.0,87.0,74.0,44.0,43.0,95.0,82.0,8.0,12.0,46.0,18.0,94.0,81.0,87.0,61.0,9.0,44.0,20.0,73.0,30.0,56.0,19.0,95.0,47.0,81.0,53.0,54.0,90.0
93.0,49.0,36.0,64.0,40.0,43.0,136.0,103.0,9.0,47.0,46.0,0.0,58.0,107.0,38.0,137.0,31.0,127.0,127.0,42.0,120.0,90.0,89.0,50.0,128.0,38.0,58.0,0.0,63.0,140.0,36.0,42.0,107.0,55.0,90.0,31.0,28.0,76.0,49.0,41.0,50.0,38.0,36.0,99.0,100.0,45.0
47.0,33.0,93.0,12.0,34.0,100.0,90.0,57.0,56.0,66.0,12.0,58.0,0.0,61.0,59.0,91.0,88.0,81.0,81.0,99.0,74.0,44.0,43.0,107.0,82.0,20.0,0.0,58.0,11.0,94.0,93.0,99.0,61.0,13.0,44.0,32.0,85.0,30.0,68.0,26.0,107.0,59.0,93.0,53.0,54.0,102.0
44.0,82.0,142.0,73.0,83.0,149.0,91.0,9.0,105.0,115.0,61.0,107.0,61.0,0.0,108.0,92.0,137.0,82.0,82.0,148.0,75.0,33.0,40.0,156.0,83.0,69.0,61.0,107.0,72.0,95.0,142.0,148.0,0.0,52.0,33.0,81.0,134.0,37.0,117.0,75.0,156.0,108.0,142.0,54.0,55.0,151.0
94.0,49.0,73.0,65.0,41.0,80.0,137.0,104.0,30.0,9.0,47.0,38.0,59.0,108.0,0.0,138.0,68.0,128.0,128.0,79.0,121.0,91.0,90.0,87.0,129.0,39.0,59.0,38.0,64.0,141.0,73.0,79.0,108.0,56.0,91.0,31.0,65.0,77.0,14.0,42.0,87.0,0.0,73.0,100.0,101.0,82.0
48.0,112.0,172.0,103.0,113.0,179.0,20.0,88.0,135.0,145.0,91.0,137.0,91.0,92.0,138.0,0.0,167.0,24.0,24.0,178.0,17.0,75.0,52.0,186.0,21.0,99.0,91.0,137.0,102.0,10.0,172.0,178.0,92.0,82.0,75.0,111.0,164.0,61.0,147.0,105.0,186.0,138.0,172.0,49.0,37.0,181.0
123.0,79.0,22.0,94.0,70.0,12.0,166.0,133.0,38.0,77.0,76.0,31.0,88.0,137.0,68.0,167.0,0.0,157.0,157.0,11.0,150.0,120.0,119.0,19.0,158.0,68.0,88.0,31.0,93.0,170.0,19.0,11.0,137.0,85.0,120.0,61.0,9.0,106.0,79.0,71.0,19.0,68.0,19.0,129.0,130.0,14.0
38.0,102.0,162.0,93.0,103.0,169.0,9.0,78.0,125.0,135.0,81.0,127.0,81.0,82.0,128.0,24.0,157.0,0.0,0.0,168.0,10.0,65.0,42.0,176.0,24.0,89.0,81.0,127.0,92.0,14.0,162.0,168.0,82.0,72.0,65.0,101.0,154.0,51.0,137.0,95.0,176.0,128.0,162.0,39.0,27.0,171.0
38.0,102.0,162.0,93.0,103.0,169.0,9.0,78.0,125.0,135.0,81.0,127.0,81.0,82.0,128.0,24.0,157.0,0.0,0.0,168.0,10.0,65.0,42.0,176.0,24.0,89.0,81.0,127.0,92.0,14.0,162.0,168.0,82.0,72.0,65.0,101.0,154.0,51.0,137.0,95.0,176.0,128.0,162.0,39.0,27.0,171.0
134.0,90.0,33.0,105.0,81.0,11.0,177.0,144.0,49.0,88.0,87.0,42.0,99.0,148.0,79.0,178.0,11.0,168.0,168.0,0.0,161.0,131.0,130.0,8.0,169.0,79.0,99.0,42.0,104.0,181.0,30.0,0.0,148.0,96.0,131.0,72.0,14.0,117.0,90.0,82.0,8.0,79.0,30.0,140.0,141.0,8.0
31.0,95.0,155.0,86.0,96.0,162.0,16.0,71.0,118.0,128.0,74.0,120.0,74.0,75.0,121.0,17.0,150.0,10.0,10.0,161.0,0.0,58.0,35.0,169.0,14.0,82.0,74.0,120.0,85.0,20.0,155.0,161.0,75.0,65.0,58.0,94.0,147.0,44.0,130.0,88.0,169.0,121.0,155.0,32.0,20.0,164.0
27.0,65.0,125.0,56.0,66.0,132.0,74.0,29.0,88.0,98.0,44.0,90.0,44.0,33.0,91.0,75.0,120.0,65.0,65.0,131.0,58.0,0.0,23.0,139.0,66.0,52.0,44.0,90.0,55.0,78.0,125.0,131.0,33.0,35.0,0.0,64.0,117.0,20.0,100.0,58.0,139.0,91.0,125.0,37.0,38.0,134.0
4.0,64.0,124.0,55.0,65.0,131.0,51.0,36.0,87.0,97.0,43.0,89.0,43.0,40.0,90.0,52.0,119.0,42.0,42.0,130.0,35.0,23.0,0.0,138.0,43.0,51.0,43.0,89.0,54.0,55.0,124.0,130.0,40.0,34.0,23.0,63.0,116.0,13.0,99.0,57.0,138.0,90.0,124.0,14.0,15.0,133.0
142.0,98.0,41.0,113.0,89.0,10.0,185.0,152.0,57.0,96.0,95.0,50.0,107.0,156.0,87.0,186.0,19.0,176.0,176.0,8.0,169.0,139.0,138.0,0.0,177.0,87.0,107.0,50.0,112.0,189.0,38.0,8.0,156.0,104.0,139.0,80.0,22.0,125.0,98.0,90.0,0.0,87.0,38.0,148.0,149.0,9.0
39.0,103.0,163.0,94.0,104.0,170.0,20.0,79.0,126.0,136.0,82.0,128.0,82.0,83.0,129.0,21.0,158.0,24.0,24.0,169.0,14.0,66.0,43.0,177.0,0.0,90.0,82.0,128.0,93.0,24.0,163.0,169.0,83.0,73.0,66.0,102.0,155.0,52.0,138.0,96.0,177.0,129.0,163.0,40.0,28.0,172.0
55.0,18.0,73.0,26.0,32.0,80.0,98.0,65.0,36.0,46.0,8.0,38.0,20.0,69.0,39.0,99.0,68.0,89.0,89.0,79.0,82.0,52.0,51.0,87.0,90.0,0.0,20.0,38.0,25.0,102.0,73.0,79.0,69.0,17.0,52.0,12.0,65.0,38.0,48.0,24.0,87.0,39.0,73.0,61.0,62.0,82.0
47.0,33.0,93.0,12.0,34.0,100.0,90.0,57.0,56.0,66.0,12.0,58.0,0.0,61.0,59.0,91.0,88.0,81.0,81.0,99.0,74.0,44.0,43.0,107.0,82.0,20.0,0.0,58.0,11.0,94.0,93.0,99.0,61.0,13.0,44.0,32.0,85.0,30.0,68.0,26.0,107.0,59.0,93.0,53.0,54.0,102.0
93.0,49.0,36.0,64.0,40.0,43.0,136.0,103.0,9.0,47.0,46.0,0.0,58.0,107.0,38.0,137.0,31.0,127.0,127.0,42.0,120.0,90.0,89.0,50.0,128.0,38.0,58.0,0.0,63.0,140.0,36.0,42.0,107.0,55.0,90.0,31.0,28.0,76.0,49.0,41.0,50.0,38.0,36.0,99.0,100.0,45.0
58.0,38.0,98.0,3.0,45.0,105.0,101.0,68.0,61.0,71.0,18.0,63.0,11.0,72.0,64.0,102.0,93.0,92.0,92.0,104.0,85.0,55.0,54.0,112.0,93.0,25.0,11.0,63.0,0.0,105.0,98.0,104.0,72.0,24.0,55.0,37.0,90.0,41.0,73.0,37.0,112.0,64.0,98.0,64.0,65.0,107.0
51.0,115.0,175.0,106.0,116.0,182.0,10.0,91.0,138.0,148.0,94.0,140.0,94.0,95.0,141.0,10.0,170.0,14.0,14.0,181.0,20.0,78.0,55.0,189.0,24.0,102.0,94.0,140.0,105.0,0.0,175.0,181.0,95.0,85.0,78.0,114.0,167.0,64.0,150.0,108.0,189.0,141.0,175.0,52.0,40.0,184.0
128.0,84.0,10.0,99.0,75.0,31.0,171.0,138.0,43.0,82.0,81.0,36.0,93.0,142.0,73.0,172.0,19.0,162.0,162.0,30.0,155.0,125.0,124.0,38.0,163.0,73.0,93.0,36.0,98.0,175.0,0.0,30.0,142.0,90.0,125.0,66.0,20.0,111.0,84.0,76.0,38.0,73.0,0.0,134.0,135.0,33.0
134.0,90.0,33.0,105.0,81.0,11.0,177.0,144.0,49.0,88.0,87.0,42.0,99.0,148.0,79.0,178.0,11.0,168.0,168.0,0.0,161.0,131.0,130.0,8.0,169.0,79.0,99.0,42.0,104.0,181.0,30.0,0.0,148.0,96.0,131.0,72.0,14.0,117.0,90.0,82.0,8.0,79.0,30.0,140.0,141.0,8.0
44.0,82.0,142.0,73.0,83.0,149.0,91.0,9.0,105.0,115.0,61.0,107.0,61.0,0.0,108.0,92.0,137.0,82.0,82.0,148.0,75.0,33.0,40.0,156.0,83.0,69.0,61.0,107.0,72.0,95.0,142.0,148.0,0.0,52.0,33.0,81.0,134.0,37.0,117.0,75.0,156.0,108.0,142.0,54.0,55.0,151.0
38.0,30.0,90.0,25.0,31.0,97.0,81.0,48.0,53.0,63.0,9.0,55.0,13.0,52.0,56.0,82.0,85.0,72.0,72.0,96.0,65.0,35.0,34.0,104.0,73.0,17.0,13.0,55.0,24.0,85.0,90.0,96.0,52.0,0.0,35.0,29.0,82.0,21.0,65.0,23.0,104.0,56.0,90.0,44.0,45.0,99.0
27.0,65.0,125.0,56.0,66.0,132.0,74.0,29.0,88.0,98.0,44.0,90.0,44.0,33.0,91.0,75.0,120.0,65.0,65.0,131.0,58.0,0.0,23.0,139.0,66.0,52.0,44.0,90.0,55.0,78.0,125.0,131.0,33.0,35.0,0.0,64.0,117.0,20.0,100.0,58.0,139.0,91.0,125.0,37.0,38.0,134.0
67.0,18.0,66.0,38.0,32.0,73.0,110.0,77.0,28.0,38.0,20.0,31.0,32.0,81.0,31.0,111.0,61.0,101.0,101.0,72.0,94.0,64.0,63.0,80.0,102.0,12.0,32.0,31.0,37.0,114.0,66.0,72.0,81.0,29.0,64.0,0.0,58.0,50.0,40.0,24.0,80.0,31.0,66.0,73.0,74.0,75.0
120.0,76.0,20.0,91.0,67.0,19.0,163.0,130.0,35.0,74.0,73.0,28.0,85.0,134.0,65.0,164.0,9.0,154.0,154.0,14.0,147.0,117.0,116.0,22.0,155.0,65.0,85.0,28.0,90.0,167.0,20.0,14.0,134.0,82.0,117.0,58.0,0.0,103.0,76.0,68.0,22.0,65.0,20.0,126.0,127.0,17.0
17.0,51.0,111.0,42.0,52.0,118.0,60.0,33.0,74.0,84.0,30.0,76.0,30.0,37.0,77.0,61.0,106.0,51.0,51.0,117.0,44.0,20.0,13.0,125.0,52.0,38.0,30.0,76.0,41.0,64.0,111.0,117.0,37.0,21.0,20.0,50.0,103.0,0.0,86.0,44.0,125.0,77.0,111.0,23.0,24.0,120.0
103.0,58.0,84.0,74.0,50.0,91.0,146.0,113.0,41.0,9.0,56.0,49.0,68.0,117.0,14.0,147.0,79.0,137.0,137.0,90.0,130.0,100.0,99.0,98.0,138.0,48.0,68.0,49.0,73.0,150.0,84.0,90.0,117.0,65.0,100.0,40.0,76.0,86.0,0.0,51.0,98.0,14.0,84.0,109.0,110.0,93.0
61.0,42.0,76.0,38.0,8.0,83.0,104.0,71.0,39.0,49.0,19.0,41.0,26.0,75.0,42.0,105.0,71.0,95.0,95.0,82.0,88.0,58.0,57.0,90.0,96.0,24.0,26.0,41.0,37.0,108.0,76.0,82.0,75.0,23.0,58.0,24.0,68.0,44.0,51.0,0.0,90.0,42.0,76.0,67.0,68.0,85.0
142.0,98.0,41.0,113.0,89.0,10.0,185.0,152.0,57.0,96.0,95.0,50.0,107.0,156.0,87.0,186.0,19.0,176.0,176.0,8.0,169.0,139.0,138.0,0.0,177.0,87.0,107.0,50.0,112.0,189.0,38.0,8.0,156.0,104.0,139.0,80.0,22.0,125.0,98.0,90.0,0.0,87.0,38.0,148.0,149.0,9.0
94.0,49.0,73.0,65.0,41.0,80.0,137.0,104.0,30.0,9.0,47.0,38.0,59.0,108.0,0.0,138.0,68.0,128.0,128.0,79.0,121.0,91.0,90.0,87.0,129.0,39.0,59.0,38.0,64.0,141.0,73.0,79.0,108.0,56.0,91.0,31.0,65.0,77.0,14.0,42.0,87.0,0.0,73.0,100.0,101.0,82.0
128.0,84.0,10.0,99.0,75.0,31.0,171.0,138.0,43.0,82.0,81.0,36.0,93.0,142.0,73.0,172.0,19.0,162.0,162.0,30.0,155.0,125.0,124.0,38.0,163.0,73.0,93.0,36.0,98.0,175.0,0.0,30.0,142.0,90.0,125.0,66.0,20.0,111.0,84.0,76.0,38.0,73.0,0.0,134.0,135.0,33.0
10.0,74.0,134.0,65.0,75.0,141.0,48.0,50.0,97.0,107.0,53.0,99.0,53.0,54.0,100.0,49.0,129.0,39.0,39.0,140.0,32.0,37.0,14.0,148.0,40.0,61.0,53.0,99.0,64.0,52.0,134.0,140.0,54.0,44.0,37.0,73.0,126.0,23.0,109.0,67.0,148.0,100.0,134.0,0.0,12.0,143.0
11.0,75.0,135.0,66.0,76.0,142.0,36.0,51.0,98.0,108.0,54.0,100.0,54.0,55.0,101.0,37.0,130.0,27.0,27.0,141.0,20.0,38.0,15.0,149.0,28.0,62.0,54.0,100.0,65.0,40.0,135.0,141.0,55.0,45.0,38.0,74.0,127.0,24.0,110.0,68.0,149.0,101.0,135.0,12.0,0.0,144.0
137.0,93.0,36.0,108.0,84.0,19.0,180.0,147.0,52.0,91.0,90.0,45.0,102.0,151.0,82.0,181.0,14.0,171.0,171.0,8.0,164.0,134.0,133.0,9.0,172.0,82.0,102.0,45.0,107.0,184.0,33.0,8.0,151.0,99.0,134.0,75.0,17.0,120.0,93.0,85.0,9.0,82.0,33.0,143.0,144.0,0.0
