0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,171.0,144.0,87.0,102.0,178.0,47.0,111.0,112.0,134.0,136.0,101.0,152.0,118.0,105.0,158.0,31.0,111.0,16.0,180.0,75.0,72.0,114.0,31.0,101.0,136.0,51.0,173.0,112.0,173.0,13.0,20.0,26.0,75.0,36.0,51.0,146.0
171.0,0.0,82.0,138.0,99.0,34.0,128.0,84.0,75.0,43.0,36.0,98.0,19.0,55.0,66.0,14.0,162.0,68.0,155.0,36.0,129.0,99.0,76.0,144.0,98.0,36.0,124.0,29.0,87.0,2.0,164.0,163.0,154.0,129.0,135.0,124.0,84.0
144.0,82.0,0.0,111.0,72.0,89.0,101.0,56.0,48.0,39.0,47.0,71.0,63.0,27.0,39.0,69.0,135.0,42.0,128.0,91.0,102.0,72.0,50.0,117.0,71.0,47.0,97.0,84.0,59.0,84.0,137.0,136.0,127.0,102.0,108.0,97.0,9.0
87.0,138.0,111.0,0.0,69.0,145.0,40.0,78.0,79.0,101.0,103.0,68.0,119.0,85.0,72.0,125.0,78.0,78.0,71.0,147.0,12.0,39.0,81.0,60.0,68.0,103.0,36.0,140.0,79.0,140.0,80.0,79.0,70.0,12.0,51.0,36.0,113.0
102.0,99.0,72.0,69.0,0.0,106.0,59.0,39.0,46.0,62.0,64.0,3.0,80.0,46.0,33.0,86.0,93.0,40.0,86.0,108.0,60.0,34.0,48.0,75.0,3.0,64.0,55.0,101.0,40.0,101.0,95.0,94.0,85.0,60.0,66.0,55.0,74.0
178.0,34.0,89.0,145.0,106.0,0.0,135.0,91.0,82.0,50.0,43.0,105.0,29.0,62.0,73.0,20.0,169.0,75.0,162.0,19.0,136.0,106.0,83.0,151.0,105.0,43.0,131.0,6.0,94.0,36.0,171.0,170.0,161.0,136.0,142.0,131.0,91.0
47.0,128.0,101.0,40.0,59.0,135.0,0.0,68.0,69.0,91.0,93.0,58.0,109.0,75.0,62.0,115.0,38.0,68.0,31.0,137.0,28.0,29.0,71.0,20.0,58.0,93.0,4.0,130.0,69.0,130.0,40.0,39.0,30.0,28.0,11.0,4.0,103.0
111.0,84.0,56.0,78.0,39.0,91.0,68.0,0.0,50.0,46.0,49.0,38.0,65.0,30.0,26.0,71.0,102.0,44.0,95.0,93.0,69.0,39.0,52.0,84.0,38.0,49.0,64.0,86.0,3.0,86.0,104.0,103.0,94.0,69.0,75.0,64.0,58.0
112.0,75.0,48.0,79.0,46.0,82.0,69.0,50.0,0.0,38.0,40.0,45.0,56.0,22.0,24.0,62.0,103.0,15.0,96.0,84.0,70.0,40.0,12.0,85.0,45.0,40.0,65.0,77.0,53.0,77.0,105.0,104.0,95.0,70.0,76.0,65.0,50.0
134.0,43.0,39.0,101.0,62.0,50.0,91.0,46.0,38.0,0.0,9.0,61.0,24.0,16.0,29.0,30.0,125.0,31.0,118.0,52.0,92.0,62.0,39.0,107.0,61.0,9.0,87.0,45.0,49.0,45.0,127.0,126.0,117.0,92.0,98.0,87.0,41.0
136.0,36.0,47.0,103.0,64.0,43.0,93.0,49.0,40.0,9.0,0.0,63.0,17.0,20.0,31.0,23.0,127.0,33.0,120.0,45.0,94.0,64.0,41.0,109.0,63.0,0.0,89.0,38.0,52.0,38.0,129.0,128.0,119.0,94.0,100.0,89.0,49.0
101.0,98.0,71.0,68.0,3.0,105.0,58.0,38.0,45.0,61.0,63.0,0.0,79.0,45.0,32.0,85.0,92.0,39.0,85.0,107.0,59.0,33.0,47.0,74.0,0.0,63.0,54.0,100.0,39.0,100.0,94.0,93.0,84.0,59.0,65.0,54.0,73.0
152.0,19.0,63.0,119.0,80.0,29.0,109.0,65.0,56.0,24.0,17.0,79.0,0.0,36.0,47.0,9.0,143.0,49.0,136.0,31.0,110.0,80.0,57.0,125.0,79.0,17.0,105.0,24.0,68.0,21.0,145.0,144.0,135.0,110.0,116.0,105.0,65.0
118.0,55.0,27.0,85.0,46.0,62.0,75.0,30.0,22.0,16.0,20.0,45.0,36.0,0.0,13.0,42.0,109.0,15.0,102.0,64.0,76.0,46.0,23.0,91.0,45.0,20.0,71.0,57.0,33.0,57.0,111.0,110.0,101.0,76.0,82.0,71.0,29.0
105.0,66.0,39.0,72.0,33.0,73.0,62.0,26.0,24.0,29.0,31.0,32.0,47.0,13.0,0.0,53.0,96.0,18.0,89.0,75.0,63.0,33.0,26.0,78.0,32.0,31.0,58.0,68.0,29.0,68.0,98.0,97.0,88.0,63.0,69.0,58.0,41.0
158.0,14.0,69.0,125.0,86.0,20.0,115.0,71.0,62.0,30.0,23.0,85.0,9.0,42.0,53.0,0.0,149.0,55.0,142.0,22.0,116.0,86.0,63.0,131.0,85.0,23.0,111.0,15.0,74.0,16.0,151.0,150.0,141.0,116.0,122.0,111.0,71.0
31.0,162.0,135.0,78.0,93.0,169.0,38.0,102.0,103.0,125.0,127.0,92.0,143.0,109.0,96.0,149.0,0.0,102.0,15.0,171.0,66.0,63.0,105.0,18.0,92.0,127.0,42.0,164.0,103.0,164.0,24.0,11.0,8.0,66.0,27.0,42.0,137.0
111.0,68.0,42.0,78.0,40.0,75.0,68.0,44.0,15.0,31.0,33.0,39.0,49.0,15.0,18.0,55.0,102.0,0.0,95.0,77.0,69.0,39.0,8.0,84.0,39.0,33.0,64.0,70.0,47.0,70.0,104.0,103.0,94.0,69.0,75.0,64.0,44.0
16.0,155.0,128.0,71.0,86.0,162.0,31.0,95.0,96.0,118.0,120.0,85.0,136.0,102.0,89.0,142.0,15.0,95.0,0.0,164.0,59.0,56.0,98.0,15.0,85.0,120.0,35.0,157.0,96.0,157.0,9.0,14.0,10.0,59.0,20.0,35.0,130.0
180.0,36.0,91.0,147.0,108.0,19.0,137.0,93.0,84.0,52.0,45.0,107.0,31.0,64.0,75.0,22.0,171.0,77.0,164.0,0.0,138.0,108.0,85.0,153.0,107.0,45.0,133.0,18.0,96.0,38.0,173.0,172.0,163.0,138.0,144.0,133.0,93.0
75.0,129.0,102.0,12.0,60.0,136.0,28.0,69.0,70.0,92.0,94.0,59.0,110.0,76.0,63.0,116.0,66.0,69.0,59.0,138.0,0.0,30.0,72.0,48.0,59.0,94.0,24.0,131.0,70.0,131.0,68.0,67.0,58.0,0.0,39.0,24.0,104.0
72.0,99.0,72.0,39.0,34.0,106.0,29.0,39.0,40.0,62.0,64.0,33.0,80.0,46.0,33.0,86.0,63.0,39.0,56.0,108.0,30.0,0.0,42.0,45.0,33.0,64.0,25.0,101.0,41.0,101.0,65.0,64.0,55.0,30.0,36.0,25.0,74.0
114.0,76.0,50.0,81.0,48.0,83.0,71.0,52.0,12.0,39.0,41.0,47.0,57.0,23.0,26.0,63.0,105.0,8.0,98.0,85.0,72.0,42.0,0.0,87.0,47.0,41.0,67.0,78.0,55.0,78.0,107.0,106.0,97.0,72.0,78.0,67.0,52.0
31.0,144.0,117.0,60.0,75.0,151.0,20.0,84.0,85.0,107.0,109.0,74.0,125.0,91.0,78.0,131.0,18.0,84.0,15.0,153.0,48.0,45.0,87.0,0.0,74.0,109.0,24.0,146.0,85.0,146.0,24.0,19.0,10.0,48.0,9.0,24.0,119.0
101.0,98.0,71.0,68.0,3.0,105.0,58.0,38.0,45.0,61.0,63.0,0.0,79.0,45.0,32.0,85.0,92.0,39.0,85.0,107.0,59.0,33.0,47.0,74.0,0.0,63.0,54.0,100.0,39.0,100.0,94.0,93.0,84.0,59.0,65.0,54.0,73.0
136.0,36.0,47.0,103.0,64.0,43.0,93.0,49.0,40.0,9.0,0.0,63.0,17.0,20.0,31.0,23.0,127.0,33.0,120.0,45.0,94.0,64.0,41.0,109.0,63.0,0.0,89.0,38.0,52.0,38.0,129.0,128.0,119.0,94.0,100.0,89.0,49.0
51.0,124.0,97.0,36.0,55.0,131.0,4.0,64.0,65.0,87.0,89.0,54.0,105.0,71.0,58.0,111.0,42.0,64.0,35.0,133.0,24.0,25.0,67.0,24.0,54.0,89.0,0.0,126.0,65.0,126.0,44.0,43.0,34.0,24.0,15.0,0.0,99.0
173.0,29.0,84.0,140.0,101.0,6.0,130.0,86.0,77.0,45.0,38.0,100.0,24.0,57.0,68.0,15.0,164.0,70.0,157.0,18.0,131.0,101.0,78.0,146.0,100.0,38.0,126.0,0.0,89.0,31.0,166.0,165.0,156.0,131.0,137.0,126.0,86.0
112.0,87.0,59.0,79.0,40.0,94.0,69.0,3.0,53.0,49.0,52.0,39.0,68.0,33.0,29.0,74.0,103.0,47.0,96.0,96.0,70.0,41.0,55.0,85.0,39.0,52.0,65.0,89.0,0.0,89.0,105.0,104.0,95.0,70.0,76.0,65.0,61.0
173.0,2.0,84.0,140.0,101.0,36.0,130.0,86.0,77.0,45.0,38.0,100.0,21.0,57.0,68.0,16.0,164.0,70.0,157.0,38.0,131.0,101.0,78.0,146.0,100.0,38.0,126.0,31.0,89.0,0.0,166.0,165.0,156.0,131.0,137.0,126.0,86.0
13.0,164.0,137.0,80.0,95.0,171.0,40.0,104.0,105.0,127.0,129.0,94.0,145.0,111.0,98.0,151.0,24.0,104.0,9.0,173.0,68.0,65.0,107.0,24.0,94.0,129.0,44.0,166.0,105.0,166.0,0.0,13.0,19.0,68.0,29.0,44.0,139.0
20.0,163.0,136.0,79.0,94.0,170.0,39.0,103.0,104.0,126.0,128.0,93.0,144.0,110.0,97.0,150.0,11.0,103.0,14.0,172.0,67.0,64.0,106.0,19.0,93.0,128.0,43.0,165.0,104.0,165.0,13.0,0.0,9.0,67.0,28.0,43.0,138.0
26.0,154.0,127.0,70.0,85.0,161.0,30.0,94.0,95.0,117.0,119.0,84.0,135.0,101.0,88.0,141.0,8.0,94.0,10.0,163.0,58.0,55.0,97.0,10.0,84.0,119.0,34.0,156.0,95.0,156.0,19.0,9.0,0.0,58.0,19.0,34.0,129.0
75.0,129.0,102.0,12.0,60.0,136.0,28.0,69.0,70.0,92.0,94.0,59.0,110.0,76.0,63.0,116.0,66.0,69.0,59.0,138.0,0.0,30.0,72.0,48.0,59.0,94.0,24.0,131.0,70.0,131.0,68.0,67.0,58.0,0.0,39.0,24.0,104.0
36.0,135.0,108.0,51.0,66.0,142.0,11.0,75.0,76.0,98.0,100.0,65.0,116.0,82.0,69.0,122.0,27.0,75.0,20.0,144.0,39.0,36.0,78.0,9.0,65.0,100.0,15.0,137.0,76.0,137.0,29.0,28.0,19.0,39.0,0.0,15.0,110.0
51.0,124.0,97.0,36.0,55.0,131.0,4.0,64.0,65.0,87.0,89.0,54.0,105.0,71.0,58.0,111.0,42.0,64.0,35.0,133.0,24.0,25.0,67.0,24.0,54.0,89.0,0.0,126.0,65.0,126.0,44.0,43.0,34.0,24.0,15.0,0.0,99.0
146.0,84.0,9.0,113.0,74.0,91.0,103.0,58.0,50.0,41.0,49.0,73.0,65.0,29.0,41.0,71.0,137.0,44.0,130.0,93.0,104.0,74.0,52.0,119.0,73.0,49.0,99.0,86.0,61.0,86.0,139.0,138.0,129.0,104.0,110.0,99.0,0.0
