0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,101.0,40.0,91.0,59.0,47.0,68.0,128.0,69.0,135.0,28.0,109.0,123.0,130.0,61.0,38.0,17.0,22.0,44.0,50.0,61.0,61.0,40.0,141.0,58.0,40.0,51.0,38.0,34.0,28.0,28.0,61.0,94.0,44.0,93.0,103.0,47.0
101.0,0.0,111.0,39.0,72.0,144.0,56.0,82.0,48.0,89.0,102.0,63.0,77.0,84.0,49.0,63.0,88.0,119.0,115.0,147.0,75.0,49.0,137.0,95.0,71.0,73.0,148.0,63.0,131.0,102.0,102.0,49.0,9.0,115.0,21.0,9.0,66.0
40.0,111.0,0.0,101.0,69.0,87.0,78.0,138.0,79.0,145.0,12.0,119.0,133.0,140.0,71.0,48.0,24.0,62.0,9.0,90.0,71.0,71.0,80.0,151.0,68.0,50.0,91.0,48.0,74.0,12.0,12.0,71.0,104.0,9.0,103.0,113.0,57.0
91.0,39.0,101.0,0.0,62.0,134.0,46.0,43.0,38.0,50.0,92.0,24.0,38.0,45.0,39.0,53.0,78.0,109.0,105.0,137.0,65.0,39.0,127.0,56.0,61.0,63.0,138.0,53.0,121.0,92.0,92.0,39.0,30.0,105.0,20.0,41.0,56.0
59.0,72.0,69.0,62.0,0.0,102.0,39.0,99.0,46.0,106.0,60.0,80.0,94.0,101.0,38.0,25.0,46.0,77.0,73.0,105.0,8.0,38.0,95.0,112.0,3.0,37.0,106.0,25.0,89.0,60.0,60.0,38.0,65.0,73.0,64.0,74.0,12.0
47.0,144.0,87.0,134.0,102.0,0.0,111.0,171.0,112.0,178.0,75.0,152.0,166.0,173.0,104.0,81.0,64.0,50.0,91.0,4.0,104.0,104.0,13.0,184.0,101.0,83.0,10.0,81.0,62.0,75.0,75.0,104.0,137.0,91.0,136.0,146.0,90.0
68.0,56.0,78.0,46.0,39.0,111.0,0.0,84.0,50.0,91.0,69.0,65.0,79.0,86.0,42.0,30.0,55.0,86.0,82.0,114.0,42.0,42.0,104.0,97.0,38.0,41.0,115.0,30.0,98.0,69.0,69.0,42.0,49.0,82.0,48.0,58.0,33.0
128.0,82.0,138.0,43.0,99.0,171.0,84.0,0.0,75.0,34.0,129.0,19.0,22.0,29.0,76.0,90.0,115.0,146.0,142.0,174.0,102.0,76.0,164.0,40.0,98.0,100.0,175.0,90.0,158.0,129.0,129.0,76.0,73.0,142.0,63.0,84.0,93.0
69.0,48.0,79.0,38.0,46.0,112.0,50.0,75.0,0.0,82.0,70.0,56.0,70.0,77.0,8.0,31.0,56.0,87.0,83.0,115.0,48.0,8.0,105.0,88.0,45.0,41.0,116.0,31.0,99.0,70.0,70.0,8.0,41.0,83.0,40.0,50.0,34.0
135.0,89.0,145.0,50.0,106.0,178.0,91.0,34.0,82.0,0.0,136.0,29.0,12.0,6.0,83.0,97.0,122.0,153.0,149.0,181.0,109.0,83.0,171.0,6.0,105.0,107.0,182.0,97.0,165.0,136.0,136.0,83.0,80.0,149.0,70.0,91.0,100.0
28.0,102.0,12.0,92.0,60.0,75.0,69.0,129.0,70.0,136.0,0.0,110.0,124.0,131.0,62.0,39.0,15.0,50.0,16.0,78.0,62.0,62.0,68.0,142.0,59.0,41.0,79.0,39.0,62.0,0.0,0.0,62.0,95.0,16.0,94.0,104.0,48.0
109.0,63.0,119.0,24.0,80.0,152.0,65.0,19.0,56.0,29.0,110.0,0.0,17.0,24.0,57.0,71.0,96.0,127.0,123.0,155.0,83.0,57.0,145.0,35.0,79.0,81.0,156.0,71.0,139.0,110.0,110.0,57.0,54.0,123.0,44.0,65.0,74.0
123.0,77.0,133.0,38.0,94.0,166.0,79.0,22.0,70.0,12.0,124.0,17.0,0.0,9.0,71.0,85.0,110.0,141.0,137.0,169.0,97.0,71.0,159.0,18.0,93.0,95.0,170.0,85.0,153.0,124.0,124.0,71.0,68.0,137.0,58.0,79.0,88.0
130.0,84.0,140.0,45.0,101.0,173.0,86.0,29.0,77.0,6.0,131.0,24.0,9.0,0.0,78.0,92.0,117.0,148.0,144.0,176.0,104.0,78.0,166.0,12.0,100.0,102.0,177.0,92.0,160.0,131.0,131.0,78.0,75.0,144.0,65.0,86.0,95.0
61.0,49.0,71.0,39.0,38.0,104.0,42.0,76.0,8.0,83.0,62.0,57.0,71.0,78.0,0.0,23.0,48.0,79.0,75.0,107.0,40.0,0.0,97.0,89.0,37.0,33.0,108.0,23.0,91.0,62.0,62.0,0.0,42.0,75.0,41.0,51.0,26.0
38.0,63.0,48.0,53.0,25.0,81.0,30.0,90.0,31.0,97.0,39.0,71.0,85.0,92.0,23.0,0.0,25.0,56.0,52.0,84.0,27.0,23.0,74.0,103.0,24.0,12.0,85.0,0.0,68.0,39.0,39.0,23.0,56.0,52.0,55.0,65.0,13.0
17.0,88.0,24.0,78.0,46.0,64.0,55.0,115.0,56.0,122.0,15.0,96.0,110.0,117.0,48.0,25.0,0.0,39.0,28.0,67.0,48.0,48.0,57.0,128.0,45.0,27.0,68.0,25.0,51.0,15.0,15.0,48.0,81.0,28.0,80.0,90.0,34.0
22.0,119.0,62.0,109.0,77.0,50.0,86.0,146.0,87.0,153.0,50.0,127.0,141.0,148.0,79.0,56.0,39.0,0.0,66.0,53.0,79.0,79.0,43.0,159.0,76.0,58.0,54.0,56.0,12.0,50.0,50.0,79.0,112.0,66.0,111.0,121.0,65.0
44.0,115.0,9.0,105.0,73.0,91.0,82.0,142.0,83.0,149.0,16.0,123.0,137.0,144.0,75.0,52.0,28.0,66.0,0.0,94.0,75.0,75.0,84.0,155.0,72.0,54.0,95.0,52.0,78.0,16.0,16.0,75.0,108.0,0.0,107.0,117.0,61.0
50.0,147.0,90.0,137.0,105.0,4.0,114.0,174.0,115.0,181.0,78.0,155.0,169.0,176.0,107.0,84.0,67.0,53.0,94.0,0.0,107.0,107.0,17.0,187.0,104.0,86.0,14.0,84.0,65.0,78.0,78.0,107.0,140.0,94.0,139.0,149.0,93.0
61.0,75.0,71.0,65.0,8.0,104.0,42.0,102.0,48.0,109.0,62.0,83.0,97.0,104.0,40.0,27.0,48.0,79.0,75.0,107.0,0.0,40.0,97.0,115.0,11.0,39.0,108.0,27.0,91.0,62.0,62.0,40.0,68.0,75.0,67.0,77.0,14.0
61.0,49.0,71.0,39.0,38.0,104.0,42.0,76.0,8.0,83.0,62.0,57.0,71.0,78.0,0.0,23.0,48.0,79.0,75.0,107.0,40.0,0.0,97.0,89.0,37.0,33.0,108.0,23.0,91.0,62.0,62.0,0.0,42.0,75.0,41.0,51.0,26.0
40.0,137.0,80.0,127.0,95.0,13.0,104.0,164.0,105.0,171.0,68.0,145.0,159.0,166.0,97.0,74.0,57.0,43.0,84.0,17.0,97.0,97.0,0.0,177.0,94.0,76.0,11.0,74.0,55.0,68.0,68.0,97.0,130.0,84.0,129.0,139.0,83.0
141.0,95.0,151.0,56.0,112.0,184.0,97.0,40.0,88.0,6.0,142.0,35.0,18.0,12.0,89.0,103.0,128.0,159.0,155.0,187.0,115.0,89.0,177.0,0.0,111.0,113.0,188.0,103.0,171.0,142.0,142.0,89.0,86.0,155.0,76.0,97.0,106.0
58.0,71.0,68.0,61.0,3.0,101.0,38.0,98.0,45.0,105.0,59.0,79.0,93.0,100.0,37.0,24.0,45.0,76.0,72.0,104.0,11.0,37.0,94.0,111.0,0.0,36.0,105.0,24.0,88.0,59.0,59.0,37.0,64.0,72.0,63.0,73.0,11.0
40.0,73.0,50.0,63.0,37.0,83.0,41.0,100.0,41.0,107.0,41.0,81.0,95.0,102.0,33.0,12.0,27.0,58.0,54.0,86.0,39.0,33.0,76.0,113.0,36.0,0.0,87.0,12.0,70.0,41.0,41.0,33.0,66.0,54.0,65.0,75.0,25.0
51.0,148.0,91.0,138.0,106.0,10.0,115.0,175.0,116.0,182.0,79.0,156.0,170.0,177.0,108.0,85.0,68.0,54.0,95.0,14.0,108.0,108.0,11.0,188.0,105.0,87.0,0.0,85.0,66.0,79.0,79.0,108.0,141.0,95.0,140.0,150.0,94.0
38.0,63.0,48.0,53.0,25.0,81.0,30.0,90.0,31.0,97.0,39.0,71.0,85.0,92.0,23.0,0.0,25.0,56.0,52.0,84.0,27.0,23.0,74.0,103.0,24.0,12.0,85.0,0.0,68.0,39.0,39.0,23.0,56.0,52.0,55.0,65.0,13.0
34.0,131.0,74.0,121.0,89.0,62.0,98.0,158.0,99.0,165.0,62.0,139.0,153.0,160.0,91.0,68.0,51.0,12.0,78.0,65.0,91.0,91.0,55.0,171.0,88.0,70.0,66.0,68.0,0.0,62.0,62.0,91.0,124.0,78.0,123.0,133.0,77.0
28.0,102.0,12.0,92.0,60.0,75.0,69.0,129.0,70.0,136.0,0.0,110.0,124.0,131.0,62.0,39.0,15.0,50.0,16.0,78.0,62.0,62.0,68.0,142.0,59.0,41.0,79.0,39.0,62.0,0.0,0.0,62.0,95.0,16.0,94.0,104.0,48.0
28.0,102.0,12.0,92.0,60.0,75.0,69.0,129.0,70.0,136.0,0.0,110.0,124.0,131.0,62.0,39.0,15.0,50.0,16.0,78.0,62.0,62.0,68.0,142.0,59.0,41.0,79.0,39.0,62.0,0.0,0.0,62.0,95.0,16.0,94.0,104.0,48.0
61.0,49.0,71.0,39.0,38.0,104.0,42.0,76.0,8.0,83.0,62.0,57.0,71.0,78.0,0.0,23.0,48.0,79.0,75.0,107.0,40.0,0.0,97.0,89.0,37.0,33.0,108.0,23.0,91.0,62.0,62.0,0.0,42.0,75.0,41.0,51.0,26.0
94.0,9.0,104.0,30.0,65.0,137.0,49.0,73.0,41.0,80.0,95.0,54.0,68.0,75.0,42.0,56.0,81.0,112.0,108.0,140.0,68.0,42.0,130.0,86.0,64.0,66.0,141.0,56.0,124.0,95.0,95.0,42.0,0.0,108.0,12.0,14.0,59.0
44.0,115.0,9.0,105.0,73.0,91.0,82.0,142.0,83.0,149.0,16.0,123.0,137.0,144.0,75.0,52.0,28.0,66.0,0.0,94.0,75.0,75.0,84.0,155.0,72.0,54.0,95.0,52.0,78.0,16.0,16.0,75.0,108.0,0.0,107.0,117.0,61.0
93.0,21.0,103.0,20.0,64.0,136.0,48.0,63.0,40.0,70.0,94.0,44.0,58.0,65.0,41.0,55.0,80.0,111.0,107.0,139.0,67.0,41.0,129.0,76.0,63.0,65.0,140.0,55.0,123.0,94.0,94.0,41.0,12.0,107.0,0.0,23.0,58.0
103.0,9.0,113.0,41.0,74.0,146.0,58.0,84.0,50.0,91.0,104.0,65.0,79.0,86.0,51.0,65.0,90.0,121.0,117.0,149.0,77.0,51.0,139.0,97.0,73.0,75.0,150.0,65.0,133.0,104.0,104.0,51.0,14.0,117.0,23.0,0.0,68.0
47.0,66.0,57.0,56.0,12.0,90.0,33.0,93.0,34.0,100.0,48.0,74.0,88.0,95.0,26.0,13.0,34.0,65.0,61.0,93.0,14.0,26.0,83.0,106.0,11.0,25.0,94.0,13.0,77.0,48.0,48.0,26.0,59.0,61.0,58.0,68.0,0.0
