0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,46.0,50.0,38.0,91.0,101.0,134.0,39.0,43.0,62.0,39.0,117.0,88.0,29.0,39.0,2.0,65.0,126.0,56.0,39.0,126.0,31.0,138.0,30.0,105.0,97.0,125.0,39.0,16.0,35.0,31.0,87.0,118.0,109.0,78.0,24.0,92.0,43.0,53.0,57.0,43.0,35.0,16.0,65.0,44.0,39.0
46.0,0.0,91.0,50.0,68.0,78.0,111.0,56.0,84.0,39.0,16.0,94.0,65.0,26.0,52.0,44.0,42.0,103.0,97.0,42.0,103.0,35.0,115.0,71.0,82.0,74.0,102.0,52.0,30.0,76.0,44.0,64.0,95.0,86.0,55.0,65.0,69.0,84.0,30.0,98.0,84.0,76.0,30.0,42.0,23.0,52.0
50.0,91.0,0.0,82.0,135.0,145.0,178.0,89.0,34.0,106.0,83.0,161.0,132.0,73.0,83.0,48.0,109.0,170.0,6.0,83.0,170.0,75.0,182.0,20.0,149.0,141.0,169.0,83.0,62.0,19.0,75.0,131.0,162.0,153.0,122.0,29.0,136.0,31.0,97.0,10.0,31.0,19.0,62.0,109.0,88.0,83.0
38.0,50.0,82.0,0.0,69.0,79.0,112.0,48.0,75.0,46.0,40.0,95.0,66.0,24.0,4.0,36.0,48.0,104.0,88.0,8.0,104.0,15.0,116.0,62.0,83.0,75.0,103.0,12.0,22.0,67.0,15.0,65.0,96.0,87.0,56.0,56.0,70.0,75.0,31.0,89.0,75.0,67.0,22.0,48.0,27.0,12.0
91.0,68.0,135.0,69.0,0.0,40.0,47.0,101.0,128.0,59.0,53.0,30.0,27.0,62.0,71.0,89.0,61.0,39.0,141.0,61.0,39.0,60.0,51.0,115.0,44.0,10.0,38.0,71.0,75.0,120.0,68.0,4.0,31.0,22.0,17.0,109.0,28.0,128.0,38.0,142.0,128.0,120.0,75.0,61.0,47.0,71.0
101.0,78.0,145.0,79.0,40.0,0.0,87.0,111.0,138.0,69.0,63.0,70.0,29.0,72.0,81.0,99.0,71.0,79.0,151.0,71.0,79.0,70.0,91.0,125.0,9.0,50.0,78.0,81.0,85.0,130.0,78.0,36.0,71.0,62.0,24.0,119.0,12.0,138.0,48.0,152.0,138.0,130.0,85.0,71.0,57.0,81.0
134.0,111.0,178.0,112.0,47.0,87.0,0.0,144.0,171.0,102.0,96.0,26.0,74.0,105.0,114.0,132.0,104.0,20.0,184.0,104.0,20.0,103.0,10.0,158.0,91.0,48.0,9.0,114.0,118.0,163.0,111.0,51.0,16.0,50.0,64.0,152.0,75.0,171.0,81.0,185.0,171.0,163.0,118.0,104.0,90.0,114.0
39.0,56.0,89.0,48.0,101.0,111.0,144.0,0.0,82.0,72.0,49.0,127.0,98.0,39.0,50.0,41.0,75.0,136.0,95.0,49.0,136.0,41.0,148.0,69.0,115.0,107.0,135.0,50.0,27.0,74.0,42.0,97.0,128.0,119.0,88.0,63.0,102.0,82.0,63.0,96.0,82.0,74.0,27.0,75.0,54.0,50.0
43.0,84.0,34.0,75.0,128.0,138.0,171.0,82.0,0.0,99.0,76.0,154.0,125.0,66.0,76.0,41.0,102.0,163.0,40.0,76.0,163.0,68.0,175.0,14.0,142.0,134.0,162.0,76.0,55.0,20.0,68.0,124.0,155.0,146.0,115.0,19.0,129.0,10.0,90.0,41.0,10.0,20.0,55.0,102.0,81.0,76.0
62.0,39.0,106.0,46.0,59.0,69.0,102.0,72.0,99.0,0.0,24.0,85.0,56.0,33.0,48.0,60.0,8.0,94.0,112.0,38.0,94.0,31.0,106.0,86.0,73.0,65.0,93.0,48.0,46.0,91.0,40.0,55.0,86.0,77.0,46.0,80.0,60.0,99.0,25.0,113.0,99.0,91.0,46.0,8.0,19.0,48.0
39.0,16.0,83.0,40.0,53.0,63.0,96.0,49.0,76.0,24.0,0.0,79.0,50.0,16.0,42.0,37.0,27.0,88.0,89.0,32.0,88.0,25.0,100.0,63.0,67.0,59.0,87.0,42.0,23.0,68.0,34.0,49.0,80.0,71.0,40.0,57.0,54.0,76.0,19.0,90.0,76.0,68.0,23.0,27.0,13.0,42.0
117.0,94.0,161.0,95.0,30.0,70.0,26.0,127.0,154.0,85.0,79.0,0.0,57.0,88.0,97.0,115.0,87.0,9.0,167.0,87.0,9.0,86.0,30.0,141.0,74.0,31.0,17.0,97.0,101.0,146.0,94.0,34.0,10.0,33.0,47.0,135.0,58.0,154.0,64.0,168.0,154.0,146.0,101.0,87.0,73.0,97.0
88.0,65.0,132.0,66.0,27.0,29.0,74.0,98.0,125.0,56.0,50.0,57.0,0.0,59.0,68.0,86.0,58.0,66.0,138.0,58.0,66.0,57.0,78.0,112.0,33.0,37.0,65.0,68.0,72.0,117.0,65.0,23.0,58.0,49.0,10.0,106.0,20.0,125.0,35.0,139.0,125.0,117.0,72.0,58.0,44.0,68.0
29.0,26.0,73.0,24.0,62.0,72.0,105.0,39.0,66.0,33.0,16.0,88.0,59.0,0.0,26.0,27.0,36.0,97.0,79.0,16.0,97.0,9.0,109.0,53.0,76.0,68.0,96.0,26.0,13.0,58.0,18.0,58.0,89.0,80.0,49.0,47.0,63.0,66.0,24.0,80.0,66.0,58.0,13.0,36.0,15.0,26.0
39.0,52.0,83.0,4.0,71.0,81.0,114.0,50.0,76.0,48.0,42.0,97.0,68.0,26.0,0.0,37.0,50.0,106.0,89.0,10.0,106.0,17.0,118.0,63.0,85.0,77.0,105.0,8.0,23.0,68.0,11.0,67.0,98.0,89.0,58.0,57.0,72.0,76.0,33.0,90.0,76.0,68.0,23.0,50.0,29.0,8.0
2.0,44.0,48.0,36.0,89.0,99.0,132.0,41.0,41.0,60.0,37.0,115.0,86.0,27.0,37.0,0.0,63.0,124.0,54.0,37.0,124.0,29.0,136.0,28.0,103.0,95.0,123.0,37.0,14.0,33.0,29.0,85.0,116.0,107.0,76.0,22.0,90.0,41.0,51.0,55.0,41.0,33.0,14.0,63.0,42.0,37.0
65.0,42.0,109.0,48.0,61.0,71.0,104.0,75.0,102.0,8.0,27.0,87.0,58.0,36.0,50.0,63.0,0.0,96.0,115.0,40.0,96.0,34.0,108.0,89.0,75.0,67.0,95.0,50.0,49.0,94.0,42.0,57.0,88.0,79.0,48.0,83.0,62.0,102.0,27.0,116.0,102.0,94.0,49.0,0.0,21.0,50.0
126.0,103.0,170.0,104.0,39.0,79.0,20.0,136.0,163.0,94.0,88.0,9.0,66.0,97.0,106.0,124.0,96.0,0.0,176.0,96.0,0.0,95.0,24.0,150.0,83.0,40.0,24.0,106.0,110.0,155.0,103.0,43.0,14.0,42.0,56.0,144.0,67.0,163.0,73.0,177.0,163.0,155.0,110.0,96.0,82.0,106.0
56.0,97.0,6.0,88.0,141.0,151.0,184.0,95.0,40.0,112.0,89.0,167.0,138.0,79.0,89.0,54.0,115.0,176.0,0.0,89.0,176.0,81.0,188.0,26.0,155.0,147.0,175.0,89.0,68.0,21.0,81.0,137.0,168.0,159.0,128.0,35.0,142.0,37.0,103.0,12.0,37.0,21.0,68.0,115.0,94.0,89.0
39.0,42.0,83.0,8.0,61.0,71.0,104.0,49.0,76.0,38.0,32.0,87.0,58.0,16.0,10.0,37.0,40.0,96.0,89.0,0.0,96.0,8.0,108.0,63.0,75.0,67.0,95.0,13.0,23.0,68.0,16.0,57.0,88.0,79.0,48.0,57.0,62.0,76.0,23.0,90.0,76.0,68.0,23.0,40.0,19.0,13.0
126.0,103.0,170.0,104.0,39.0,79.0,20.0,136.0,163.0,94.0,88.0,9.0,66.0,97.0,106.0,124.0,96.0,0.0,176.0,96.0,0.0,95.0,24.0,150.0,83.0,40.0,24.0,106.0,110.0,155.0,103.0,43.0,14.0,42.0,56.0,144.0,67.0,163.0,73.0,177.0,163.0,155.0,110.0,96.0,82.0,106.0
31.0,35.0,75.0,15.0,60.0,70.0,103.0,41.0,68.0,31.0,25.0,86.0,57.0,9.0,17.0,29.0,34.0,95.0,81.0,8.0,95.0,0.0,107.0,55.0,74.0,66.0,94.0,17.0,15.0,60.0,9.0,56.0,87.0,78.0,47.0,49.0,61.0,68.0,22.0,82.0,68.0,60.0,15.0,34.0,13.0,17.0
138.0,115.0,182.0,116.0,51.0,91.0,10.0,148.0,175.0,106.0,100.0,30.0,78.0,109.0,118.0,136.0,108.0,24.0,188.0,108.0,24.0,107.0,0.0,162.0,95.0,52.0,14.0,118.0,122.0,167.0,115.0,55.0,20.0,54.0,68.0,156.0,79.0,175.0,85.0,189.0,175.0,167.0,122.0,108.0,94.0,118.0
30.0,71.0,20.0,62.0,115.0,125.0,158.0,69.0,14.0,86.0,63.0,141.0,112.0,53.0,63.0,28.0,89.0,150.0,26.0,63.0,150.0,55.0,162.0,0.0,129.0,121.0,149.0,63.0,42.0,6.0,55.0,111.0,142.0,133.0,102.0,9.0,116.0,14.0,77.0,27.0,14.0,6.0,42.0,89.0,68.0,63.0
105.0,82.0,149.0,83.0,44.0,9.0,91.0,115.0,142.0,73.0,67.0,74.0,33.0,76.0,85.0,103.0,75.0,83.0,155.0,75.0,83.0,74.0,95.0,129.0,0.0,54.0,82.0,85.0,89.0,134.0,82.0,40.0,75.0,66.0,28.0,123.0,16.0,142.0,52.0,156.0,142.0,134.0,89.0,75.0,61.0,85.0
97.0,74.0,141.0,75.0,10.0,50.0,48.0,107.0,134.0,65.0,59.0,31.0,37.0,68.0,77.0,95.0,67.0,40.0,147.0,67.0,40.0,66.0,52.0,121.0,54.0,0.0,39.0,77.0,81.0,126.0,74.0,14.0,32.0,12.0,27.0,115.0,38.0,134.0,44.0,148.0,134.0,126.0,81.0,67.0,53.0,77.0
125.0,102.0,169.0,103.0,38.0,78.0,9.0,135.0,162.0,93.0,87.0,17.0,65.0,96.0,105.0,123.0,95.0,24.0,175.0,95.0,24.0,94.0,14.0,149.0,82.0,39.0,0.0,105.0,109.0,154.0,102.0,42.0,10.0,41.0,55.0,143.0,66.0,162.0,72.0,176.0,162.0,154.0,109.0,95.0,81.0,105.0
39.0,52.0,83.0,12.0,71.0,81.0,114.0,50.0,76.0,48.0,42.0,97.0,68.0,26.0,8.0,37.0,50.0,106.0,89.0,13.0,106.0,17.0,118.0,63.0,85.0,77.0,105.0,0.0,23.0,68.0,8.0,67.0,98.0,89.0,58.0,57.0,72.0,76.0,33.0,90.0,76.0,68.0,23.0,50.0,29.0,0.0
16.0,30.0,62.0,22.0,75.0,85.0,118.0,27.0,55.0,46.0,23.0,101.0,72.0,13.0,23.0,14.0,49.0,110.0,68.0,23.0,110.0,15.0,122.0,42.0,89.0,81.0,109.0,23.0,0.0,47.0,15.0,71.0,102.0,93.0,62.0,36.0,76.0,55.0,37.0,69.0,55.0,47.0,0.0,49.0,28.0,23.0
35.0,76.0,19.0,67.0,120.0,130.0,163.0,74.0,20.0,91.0,68.0,146.0,117.0,58.0,68.0,33.0,94.0,155.0,21.0,68.0,155.0,60.0,167.0,6.0,134.0,126.0,154.0,68.0,47.0,0.0,60.0,116.0,147.0,138.0,107.0,14.0,121.0,20.0,82.0,22.0,20.0,0.0,47.0,94.0,73.0,68.0
31.0,44.0,75.0,15.0,68.0,78.0,111.0,42.0,68.0,40.0,34.0,94.0,65.0,18.0,11.0,29.0,42.0,103.0,81.0,16.0,103.0,9.0,115.0,55.0,82.0,74.0,102.0,8.0,15.0,60.0,0.0,64.0,95.0,86.0,55.0,49.0,69.0,68.0,30.0,82.0,68.0,60.0,15.0,42.0,21.0,8.0
87.0,64.0,131.0,65.0,4.0,36.0,51.0,97.0,124.0,55.0,49.0,34.0,23.0,58.0,67.0,85.0,57.0,43.0,137.0,57.0,43.0,56.0,55.0,111.0,40.0,14.0,42.0,67.0,71.0,116.0,64.0,0.0,35.0,26.0,13.0,105.0,24.0,124.0,34.0,138.0,124.0,116.0,71.0,57.0,43.0,67.0
118.0,95.0,162.0,96.0,31.0,71.0,16.0,128.0,155.0,86.0,80.0,10.0,58.0,89.0,98.0,116.0,88.0,14.0,168.0,88.0,14.0,87.0,20.0,142.0,75.0,32.0,10.0,98.0,102.0,147.0,95.0,35.0,0.0,34.0,48.0,136.0,59.0,155.0,65.0,169.0,155.0,147.0,102.0,88.0,74.0,98.0
109.0,86.0,153.0,87.0,22.0,62.0,50.0,119.0,146.0,77.0,71.0,33.0,49.0,80.0,89.0,107.0,79.0,42.0,159.0,79.0,42.0,78.0,54.0,133.0,66.0,12.0,41.0,89.0,93.0,138.0,86.0,26.0,34.0,0.0,39.0,127.0,50.0,146.0,56.0,160.0,146.0,138.0,93.0,79.0,65.0,89.0
78.0,55.0,122.0,56.0,17.0,24.0,64.0,88.0,115.0,46.0,40.0,47.0,10.0,49.0,58.0,76.0,48.0,56.0,128.0,48.0,56.0,47.0,68.0,102.0,28.0,27.0,55.0,58.0,62.0,107.0,55.0,13.0,48.0,39.0,0.0,96.0,15.0,115.0,25.0,129.0,115.0,107.0,62.0,48.0,34.0,58.0
24.0,65.0,29.0,56.0,109.0,119.0,152.0,63.0,19.0,80.0,57.0,135.0,106.0,47.0,57.0,22.0,83.0,144.0,35.0,57.0,144.0,49.0,156.0,9.0,123.0,115.0,143.0,57.0,36.0,14.0,49.0,105.0,136.0,127.0,96.0,0.0,110.0,19.0,71.0,36.0,19.0,14.0,36.0,83.0,62.0,57.0
92.0,69.0,136.0,70.0,28.0,12.0,75.0,102.0,129.0,60.0,54.0,58.0,20.0,63.0,72.0,90.0,62.0,67.0,142.0,62.0,67.0,61.0,79.0,116.0,16.0,38.0,66.0,72.0,76.0,121.0,69.0,24.0,59.0,50.0,15.0,110.0,0.0,129.0,39.0,143.0,129.0,121.0,76.0,62.0,48.0,72.0
43.0,84.0,31.0,75.0,128.0,138.0,171.0,82.0,10.0,99.0,76.0,154.0,125.0,66.0,76.0,41.0,102.0,163.0,37.0,76.0,163.0,68.0,175.0,14.0,142.0,134.0,162.0,76.0,55.0,20.0,68.0,124.0,155.0,146.0,115.0,19.0,129.0,0.0,90.0,38.0,0.0,20.0,55.0,102.0,81.0,76.0
53.0,30.0,97.0,31.0,38.0,48.0,81.0,63.0,90.0,25.0,19.0,64.0,35.0,24.0,33.0,51.0,27.0,73.0,103.0,23.0,73.0,22.0,85.0,77.0,52.0,44.0,72.0,33.0,37.0,82.0,30.0,34.0,65.0,56.0,25.0,71.0,39.0,90.0,0.0,104.0,90.0,82.0,37.0,27.0,9.0,33.0
57.0,98.0,10.0,89.0,142.0,152.0,185.0,96.0,41.0,113.0,90.0,168.0,139.0,80.0,90.0,55.0,116.0,177.0,12.0,90.0,177.0,82.0,189.0,27.0,156.0,148.0,176.0,90.0,69.0,22.0,82.0,138.0,169.0,160.0,129.0,36.0,143.0,38.0,104.0,0.0,38.0,22.0,69.0,116.0,95.0,90.0
43.0,84.0,31.0,75.0,128.0,138.0,171.0,82.0,10.0,99.0,76.0,154.0,125.0,66.0,76.0,41.0,102.0,163.0,37.0,76.0,163.0,68.0,175.0,14.0,142.0,134.0,162.0,76.0,55.0,20.0,68.0,124.0,155.0,146.0,115.0,19.0,129.0,0.0,90.0,38.0,0.0,20.0,55.0,102.0,81.0,76.0
35.0,76.0,19.0,67.0,120.0,130.0,163.0,74.0,20.0,91.0,68.0,146.0,117.0,58.0,68.0,33.0,94.0,155.0,21.0,68.0,155.0,60.0,167.0,6.0,134.0,126.0,154.0,68.0,47.0,0.0,60.0,116.0,147.0,138.0,107.0,14.0,121.0,20.0,82.0,22.0,20.0,0.0,47.0,94.0,73.0,68.0
16.0,30.0,62.0,22.0,75.0,85.0,118.0,27.0,55.0,46.0,23.0,101.0,72.0,13.0,23.0,14.0,49.0,110.0,68.0,23.0,110.0,15.0,122.0,42.0,89.0,81.0,109.0,23.0,0.0,47.0,15.0,71.0,102.0,93.0,62.0,36.0,76.0,55.0,37.0,69.0,55.0,47.0,0.0,49.0,28.0,23.0
65.0,42.0,109.0,48.0,61.0,71.0,104.0,75.0,102.0,8.0,27.0,87.0,58.0,36.0,50.0,63.0,0.0,96.0,115.0,40.0,96.0,34.0,108.0,89.0,75.0,67.0,95.0,50.0,49.0,94.0,42.0,57.0,88.0,79.0,48.0,83.0,62.0,102.0,27.0,116.0,102.0,94.0,49.0,0.0,21.0,50.0
44.0,23.0,88.0,27.0,47.0,57.0,90.0,54.0,81.0,19.0,13.0,73.0,44.0,15.0,29.0,42.0,21.0,82.0,94.0,19.0,82.0,13.0,94.0,68.0,61.0,53.0,81.0,29.0,28.0,73.0,21.0,43.0,74.0,65.0,34.0,62.0,48.0,81.0,9.0,95.0,81.0,73.0,28.0,21.0,0.0,29.0
39.0,52.0,83.0,12.0,71.0,81.0,114.0,50.0,76.0,48.0,42.0,97.0,68.0,26.0,8.0,37.0,50.0,106.0,89.0,13.0,106.0,17.0,118.0,63.0,85.0,77.0,105.0,0.0,23.0,68.0,8.0,67.0,98.0,89.0,58.0,57.0,72.0,76.0,33.0,90.0,76.0,68.0,23.0,50.0,29.0,0.0
