0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,34.0,89.0,178.0,106.0,109.0,43.0,83.0,80.0,36.0,83.0,122.0,19.0,75.0,161.0,107.0,12.0,83.0,19.0,181.0,83.0,136.0,62.0,62.0,72.0,90.0,75.0,165.0,48.0,86.0,131.0,181.0,80.0,88.0,182.0,109.0,122.0,10.0,153.0,88.0,170.0
34.0,0.0,82.0,171.0,99.0,102.0,36.0,76.0,73.0,2.0,76.0,115.0,36.0,68.0,154.0,100.0,22.0,76.0,20.0,174.0,76.0,129.0,55.0,55.0,65.0,83.0,68.0,158.0,41.0,79.0,124.0,174.0,73.0,81.0,175.0,102.0,115.0,41.0,146.0,81.0,163.0
89.0,82.0,0.0,144.0,72.0,75.0,47.0,49.0,9.0,84.0,48.0,88.0,91.0,41.0,127.0,73.0,77.0,50.0,74.0,147.0,48.0,102.0,27.0,27.0,17.0,55.0,42.0,131.0,41.0,52.0,97.0,147.0,9.0,54.0,148.0,75.0,88.0,96.0,119.0,54.0,136.0
178.0,171.0,144.0,0.0,102.0,104.0,136.0,104.0,137.0,173.0,108.0,64.0,180.0,103.0,26.0,83.0,166.0,114.0,163.0,4.0,108.0,75.0,118.0,118.0,127.0,105.0,111.0,62.0,132.0,114.0,51.0,4.0,137.0,90.0,10.0,104.0,64.0,185.0,50.0,90.0,20.0
106.0,99.0,72.0,102.0,0.0,8.0,64.0,38.0,65.0,101.0,36.0,46.0,108.0,31.0,85.0,37.0,94.0,48.0,91.0,105.0,36.0,60.0,46.0,46.0,55.0,33.0,40.0,89.0,60.0,48.0,55.0,105.0,65.0,19.0,106.0,8.0,46.0,113.0,77.0,19.0,94.0
109.0,102.0,75.0,104.0,8.0,0.0,67.0,40.0,68.0,104.0,39.0,48.0,111.0,34.0,87.0,39.0,97.0,50.0,94.0,107.0,39.0,62.0,49.0,49.0,58.0,36.0,42.0,91.0,63.0,50.0,57.0,107.0,68.0,21.0,108.0,0.0,48.0,116.0,79.0,21.0,96.0
43.0,36.0,47.0,136.0,64.0,67.0,0.0,41.0,38.0,38.0,41.0,80.0,45.0,33.0,119.0,65.0,31.0,41.0,28.0,139.0,41.0,94.0,20.0,20.0,30.0,48.0,33.0,123.0,7.0,44.0,89.0,139.0,38.0,46.0,140.0,67.0,80.0,50.0,111.0,46.0,128.0
83.0,76.0,49.0,104.0,38.0,40.0,41.0,0.0,42.0,78.0,34.0,48.0,85.0,8.0,87.0,33.0,71.0,10.0,68.0,107.0,34.0,62.0,23.0,23.0,32.0,41.0,16.0,91.0,37.0,10.0,57.0,107.0,42.0,19.0,108.0,40.0,48.0,90.0,79.0,19.0,96.0
80.0,73.0,9.0,137.0,65.0,68.0,38.0,42.0,0.0,75.0,41.0,81.0,82.0,34.0,120.0,66.0,68.0,42.0,65.0,140.0,41.0,95.0,19.0,19.0,11.0,48.0,34.0,124.0,32.0,45.0,90.0,140.0,0.0,47.0,141.0,68.0,81.0,87.0,112.0,47.0,129.0
36.0,2.0,84.0,173.0,101.0,104.0,38.0,78.0,75.0,0.0,78.0,117.0,38.0,70.0,156.0,102.0,24.0,78.0,22.0,176.0,78.0,131.0,57.0,57.0,67.0,85.0,70.0,160.0,43.0,81.0,126.0,176.0,75.0,83.0,177.0,104.0,117.0,43.0,148.0,83.0,165.0
83.0,76.0,48.0,108.0,36.0,39.0,41.0,34.0,41.0,78.0,0.0,52.0,85.0,27.0,91.0,37.0,71.0,44.0,68.0,111.0,0.0,66.0,22.0,22.0,31.0,8.0,36.0,95.0,36.0,44.0,61.0,111.0,41.0,18.0,112.0,39.0,52.0,90.0,83.0,18.0,100.0
122.0,115.0,88.0,64.0,46.0,48.0,80.0,48.0,81.0,117.0,52.0,0.0,124.0,47.0,47.0,27.0,110.0,58.0,107.0,67.0,52.0,15.0,62.0,62.0,71.0,49.0,55.0,51.0,76.0,58.0,13.0,67.0,81.0,34.0,68.0,48.0,0.0,129.0,39.0,34.0,56.0
19.0,36.0,91.0,180.0,108.0,111.0,45.0,85.0,82.0,38.0,85.0,124.0,0.0,77.0,163.0,109.0,14.0,85.0,17.0,183.0,85.0,138.0,64.0,64.0,74.0,92.0,77.0,167.0,50.0,88.0,133.0,183.0,82.0,90.0,184.0,111.0,124.0,9.0,155.0,90.0,172.0
75.0,68.0,41.0,103.0,31.0,34.0,33.0,8.0,34.0,70.0,27.0,47.0,77.0,0.0,86.0,32.0,63.0,17.0,60.0,106.0,27.0,61.0,15.0,15.0,24.0,34.0,9.0,90.0,29.0,17.0,56.0,106.0,34.0,13.0,107.0,34.0,47.0,82.0,78.0,13.0,95.0
161.0,154.0,127.0,26.0,85.0,87.0,119.0,87.0,120.0,156.0,91.0,47.0,163.0,86.0,0.0,66.0,149.0,97.0,146.0,29.0,91.0,58.0,101.0,101.0,110.0,88.0,94.0,45.0,115.0,97.0,34.0,29.0,120.0,73.0,30.0,87.0,47.0,168.0,33.0,73.0,9.0
107.0,100.0,73.0,83.0,37.0,39.0,65.0,33.0,66.0,102.0,37.0,27.0,109.0,32.0,66.0,0.0,95.0,43.0,92.0,86.0,37.0,41.0,47.0,47.0,56.0,40.0,40.0,70.0,61.0,43.0,36.0,86.0,66.0,19.0,87.0,39.0,27.0,114.0,58.0,19.0,75.0
12.0,22.0,77.0,166.0,94.0,97.0,31.0,71.0,68.0,24.0,71.0,110.0,14.0,63.0,149.0,95.0,0.0,71.0,9.0,169.0,71.0,124.0,50.0,50.0,60.0,78.0,63.0,153.0,36.0,74.0,119.0,169.0,68.0,76.0,170.0,97.0,110.0,19.0,141.0,76.0,158.0
83.0,76.0,50.0,114.0,48.0,50.0,41.0,10.0,42.0,78.0,44.0,58.0,85.0,17.0,97.0,43.0,71.0,0.0,68.0,117.0,44.0,72.0,23.0,23.0,33.0,51.0,11.0,101.0,37.0,8.0,67.0,117.0,42.0,29.0,118.0,50.0,58.0,90.0,89.0,29.0,106.0
19.0,20.0,74.0,163.0,91.0,94.0,28.0,68.0,65.0,22.0,68.0,107.0,17.0,60.0,146.0,92.0,9.0,68.0,0.0,166.0,68.0,121.0,47.0,47.0,57.0,75.0,60.0,150.0,33.0,71.0,116.0,166.0,65.0,73.0,167.0,94.0,107.0,22.0,138.0,73.0,155.0
181.0,174.0,147.0,4.0,105.0,107.0,139.0,107.0,140.0,176.0,111.0,67.0,183.0,106.0,29.0,86.0,169.0,117.0,166.0,0.0,111.0,78.0,121.0,121.0,130.0,108.0,114.0,65.0,135.0,117.0,54.0,0.0,140.0,93.0,14.0,107.0,67.0,188.0,53.0,93.0,24.0
83.0,76.0,48.0,108.0,36.0,39.0,41.0,34.0,41.0,78.0,0.0,52.0,85.0,27.0,91.0,37.0,71.0,44.0,68.0,111.0,0.0,66.0,22.0,22.0,31.0,8.0,36.0,95.0,36.0,44.0,61.0,111.0,41.0,18.0,112.0,39.0,52.0,90.0,83.0,18.0,100.0
136.0,129.0,102.0,75.0,60.0,62.0,94.0,62.0,95.0,131.0,66.0,15.0,138.0,61.0,58.0,41.0,124.0,72.0,121.0,78.0,66.0,0.0,76.0,76.0,85.0,63.0,69.0,62.0,90.0,72.0,24.0,78.0,95.0,48.0,79.0,62.0,15.0,143.0,50.0,48.0,67.0
62.0,55.0,27.0,118.0,46.0,49.0,20.0,23.0,19.0,57.0,22.0,62.0,64.0,15.0,101.0,47.0,50.0,23.0,47.0,121.0,22.0,76.0,0.0,0.0,10.0,29.0,15.0,105.0,14.0,26.0,71.0,121.0,19.0,28.0,122.0,49.0,62.0,69.0,93.0,28.0,110.0
62.0,55.0,27.0,118.0,46.0,49.0,20.0,23.0,19.0,57.0,22.0,62.0,64.0,15.0,101.0,47.0,50.0,23.0,47.0,121.0,22.0,76.0,0.0,0.0,10.0,29.0,15.0,105.0,14.0,26.0,71.0,121.0,19.0,28.0,122.0,49.0,62.0,69.0,93.0,28.0,110.0
72.0,65.0,17.0,127.0,55.0,58.0,30.0,32.0,11.0,67.0,31.0,71.0,74.0,24.0,110.0,56.0,60.0,33.0,57.0,130.0,31.0,85.0,10.0,10.0,0.0,38.0,25.0,114.0,24.0,35.0,80.0,130.0,11.0,37.0,131.0,58.0,71.0,79.0,102.0,37.0,119.0
90.0,83.0,55.0,105.0,33.0,36.0,48.0,41.0,48.0,85.0,8.0,49.0,92.0,34.0,88.0,40.0,78.0,51.0,75.0,108.0,8.0,63.0,29.0,29.0,38.0,0.0,43.0,92.0,43.0,51.0,58.0,108.0,48.0,22.0,109.0,36.0,49.0,97.0,80.0,22.0,97.0
75.0,68.0,42.0,111.0,40.0,42.0,33.0,16.0,34.0,70.0,36.0,55.0,77.0,9.0,94.0,40.0,63.0,11.0,60.0,114.0,36.0,69.0,15.0,15.0,25.0,43.0,0.0,98.0,29.0,19.0,64.0,114.0,34.0,21.0,115.0,42.0,55.0,82.0,86.0,21.0,103.0
165.0,158.0,131.0,62.0,89.0,91.0,123.0,91.0,124.0,160.0,95.0,51.0,167.0,90.0,45.0,70.0,153.0,101.0,150.0,65.0,95.0,62.0,105.0,105.0,114.0,92.0,98.0,0.0,119.0,101.0,38.0,65.0,124.0,77.0,66.0,91.0,51.0,172.0,12.0,77.0,54.0
48.0,41.0,41.0,132.0,60.0,63.0,7.0,37.0,32.0,43.0,36.0,76.0,50.0,29.0,115.0,61.0,36.0,37.0,33.0,135.0,36.0,90.0,14.0,14.0,24.0,43.0,29.0,119.0,0.0,40.0,85.0,135.0,32.0,42.0,136.0,63.0,76.0,55.0,107.0,42.0,124.0
86.0,79.0,52.0,114.0,48.0,50.0,44.0,10.0,45.0,81.0,44.0,58.0,88.0,17.0,97.0,43.0,74.0,8.0,71.0,117.0,44.0,72.0,26.0,26.0,35.0,51.0,19.0,101.0,40.0,0.0,67.0,117.0,45.0,29.0,118.0,50.0,58.0,93.0,89.0,29.0,106.0
131.0,124.0,97.0,51.0,55.0,57.0,89.0,57.0,90.0,126.0,61.0,13.0,133.0,56.0,34.0,36.0,119.0,67.0,116.0,54.0,61.0,24.0,71.0,71.0,80.0,58.0,64.0,38.0,85.0,67.0,0.0,54.0,90.0,43.0,55.0,57.0,13.0,138.0,26.0,43.0,43.0
181.0,174.0,147.0,4.0,105.0,107.0,139.0,107.0,140.0,176.0,111.0,67.0,183.0,106.0,29.0,86.0,169.0,117.0,166.0,0.0,111.0,78.0,121.0,121.0,130.0,108.0,114.0,65.0,135.0,117.0,54.0,0.0,140.0,93.0,14.0,107.0,67.0,188.0,53.0,93.0,24.0
80.0,73.0,9.0,137.0,65.0,68.0,38.0,42.0,0.0,75.0,41.0,81.0,82.0,34.0,120.0,66.0,68.0,42.0,65.0,140.0,41.0,95.0,19.0,19.0,11.0,48.0,34.0,124.0,32.0,45.0,90.0,140.0,0.0,47.0,141.0,68.0,81.0,87.0,112.0,47.0,129.0
88.0,81.0,54.0,90.0,19.0,21.0,46.0,19.0,47.0,83.0,18.0,34.0,90.0,13.0,73.0,19.0,76.0,29.0,73.0,93.0,18.0,48.0,28.0,28.0,37.0,22.0,21.0,77.0,42.0,29.0,43.0,93.0,47.0,0.0,94.0,21.0,34.0,95.0,65.0,0.0,82.0
182.0,175.0,148.0,10.0,106.0,108.0,140.0,108.0,141.0,177.0,112.0,68.0,184.0,107.0,30.0,87.0,170.0,118.0,167.0,14.0,112.0,79.0,122.0,122.0,131.0,109.0,115.0,66.0,136.0,118.0,55.0,14.0,141.0,94.0,0.0,108.0,68.0,189.0,54.0,94.0,24.0
109.0,102.0,75.0,104.0,8.0,0.0,67.0,40.0,68.0,104.0,39.0,48.0,111.0,34.0,87.0,39.0,97.0,50.0,94.0,107.0,39.0,62.0,49.0,49.0,58.0,36.0,42.0,91.0,63.0,50.0,57.0,107.0,68.0,21.0,108.0,0.0,48.0,116.0,79.0,21.0,96.0
122.0,115.0,88.0,64.0,46.0,48.0,80.0,48.0,81.0,117.0,52.0,0.0,124.0,47.0,47.0,27.0,110.0,58.0,107.0,67.0,52.0,15.0,62.0,62.0,71.0,49.0,55.0,51.0,76.0,58.0,13.0,67.0,81.0,34.0,68.0,48.0,0.0,129.0,39.0,34.0,56.0
10.0,41.0,96.0,185.0,113.0,116.0,50.0,90.0,87.0,43.0,90.0,129.0,9.0,82.0,168.0,114.0,19.0,90.0,22.0,188.0,90.0,143.0,69.0,69.0,79.0,97.0,82.0,172.0,55.0,93.0,138.0,188.0,87.0,95.0,189.0,116.0,129.0,0.0,160.0,95.0,177.0
153.0,146.0,119.0,50.0,77.0,79.0,111.0,79.0,112.0,148.0,83.0,39.0,155.0,78.0,33.0,58.0,141.0,89.0,138.0,53.0,83.0,50.0,93.0,93.0,102.0,80.0,86.0,12.0,107.0,89.0,26.0,53.0,112.0,65.0,54.0,79.0,39.0,160.0,0.0,65.0,42.0
88.0,81.0,54.0,90.0,19.0,21.0,46.0,19.0,47.0,83.0,18.0,34.0,90.0,13.0,73.0,19.0,76.0,29.0,73.0,93.0,18.0,48.0,28.0,28.0,37.0,22.0,21.0,77.0,42.0,29.0,43.0,93.0,47.0,0.0,94.0,21.0,34.0,95.0,65.0,0.0,82.0
170.0,163.0,136.0,20.0,94.0,96.0,128.0,96.0,129.0,165.0,100.0,56.0,172.0,95.0,9.0,75.0,158.0,106.0,155.0,24.0,100.0,67.0,110.0,110.0,119.0,97.0,103.0,54.0,124.0,106.0,43.0,24.0,129.0,82.0,24.0,96.0,56.0,177.0,42.0,82.0,0.0
