0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,84.0,111.0,39.0,46.0,68.0,56.0,78.0,91.0,50.0,86.0,84.0,104.0,49.0,95.0,52.0,51.0,30.0,52.0,48.0,64.0,69.0,93.0,39.0,42.0,52.0,52.0,71.0,11.0,64.0,98.0,74.0,98.0,112.0,51.0,69.0,95.0
84.0,0.0,171.0,99.0,43.0,128.0,82.0,138.0,34.0,75.0,146.0,10.0,164.0,36.0,155.0,76.0,111.0,90.0,76.0,63.0,124.0,129.0,36.0,99.0,102.0,79.0,79.0,14.0,83.0,124.0,158.0,134.0,158.0,172.0,111.0,129.0,155.0
111.0,171.0,0.0,102.0,134.0,47.0,144.0,87.0,178.0,112.0,50.0,171.0,13.0,136.0,16.0,114.0,60.0,81.0,114.0,136.0,51.0,75.0,180.0,72.0,104.0,114.0,114.0,158.0,105.0,51.0,62.0,48.0,62.0,20.0,60.0,75.0,16.0
39.0,99.0,102.0,0.0,62.0,59.0,72.0,69.0,106.0,46.0,77.0,99.0,95.0,64.0,86.0,48.0,42.0,25.0,48.0,64.0,55.0,60.0,108.0,34.0,8.0,48.0,48.0,86.0,33.0,55.0,89.0,65.0,89.0,103.0,42.0,60.0,86.0
46.0,43.0,134.0,62.0,0.0,91.0,39.0,101.0,50.0,38.0,109.0,43.0,127.0,9.0,118.0,39.0,74.0,53.0,39.0,20.0,87.0,92.0,52.0,62.0,65.0,42.0,42.0,30.0,45.0,87.0,121.0,97.0,121.0,135.0,74.0,92.0,118.0
68.0,128.0,47.0,59.0,91.0,0.0,101.0,40.0,135.0,69.0,22.0,128.0,40.0,93.0,31.0,71.0,17.0,38.0,71.0,93.0,4.0,28.0,137.0,29.0,61.0,71.0,71.0,115.0,62.0,4.0,34.0,10.0,34.0,48.0,17.0,28.0,31.0
56.0,82.0,144.0,72.0,39.0,101.0,0.0,111.0,89.0,48.0,119.0,82.0,137.0,47.0,128.0,50.0,84.0,63.0,50.0,21.0,97.0,102.0,91.0,72.0,75.0,52.0,52.0,69.0,55.0,97.0,131.0,107.0,131.0,145.0,84.0,102.0,128.0
78.0,138.0,87.0,69.0,101.0,40.0,111.0,0.0,145.0,79.0,62.0,138.0,80.0,103.0,71.0,81.0,33.0,48.0,81.0,103.0,36.0,12.0,147.0,39.0,71.0,81.0,81.0,125.0,72.0,36.0,74.0,50.0,74.0,88.0,33.0,12.0,71.0
91.0,34.0,178.0,106.0,50.0,135.0,89.0,145.0,0.0,82.0,153.0,31.0,171.0,43.0,162.0,83.0,118.0,97.0,83.0,70.0,131.0,136.0,19.0,106.0,109.0,86.0,86.0,20.0,90.0,131.0,165.0,141.0,165.0,179.0,118.0,136.0,162.0
50.0,75.0,112.0,46.0,38.0,69.0,48.0,79.0,82.0,0.0,87.0,75.0,105.0,40.0,96.0,4.0,52.0,31.0,12.0,40.0,65.0,70.0,84.0,40.0,48.0,4.0,4.0,62.0,49.0,65.0,99.0,75.0,99.0,113.0,52.0,70.0,96.0
86.0,146.0,50.0,77.0,109.0,22.0,119.0,62.0,153.0,87.0,0.0,146.0,43.0,111.0,34.0,89.0,35.0,56.0,89.0,111.0,26.0,50.0,155.0,47.0,79.0,89.0,89.0,133.0,80.0,26.0,12.0,12.0,12.0,51.0,35.0,50.0,34.0
84.0,10.0,171.0,99.0,43.0,128.0,82.0,138.0,31.0,75.0,146.0,0.0,164.0,36.0,155.0,76.0,111.0,90.0,76.0,63.0,124.0,129.0,33.0,99.0,102.0,79.0,79.0,14.0,83.0,124.0,158.0,134.0,158.0,172.0,111.0,129.0,155.0
104.0,164.0,13.0,95.0,127.0,40.0,137.0,80.0,171.0,105.0,43.0,164.0,0.0,129.0,9.0,107.0,53.0,74.0,107.0,129.0,44.0,68.0,173.0,65.0,97.0,107.0,107.0,151.0,98.0,44.0,55.0,41.0,55.0,8.0,53.0,68.0,9.0
49.0,36.0,136.0,64.0,9.0,93.0,47.0,103.0,43.0,40.0,111.0,36.0,129.0,0.0,120.0,41.0,76.0,55.0,41.0,28.0,89.0,94.0,45.0,64.0,67.0,44.0,44.0,23.0,48.0,89.0,123.0,99.0,123.0,137.0,76.0,94.0,120.0
95.0,155.0,16.0,86.0,118.0,31.0,128.0,71.0,162.0,96.0,34.0,155.0,9.0,120.0,0.0,98.0,44.0,65.0,98.0,120.0,35.0,59.0,164.0,56.0,88.0,98.0,98.0,142.0,89.0,35.0,46.0,32.0,46.0,17.0,44.0,59.0,0.0
52.0,76.0,114.0,48.0,39.0,71.0,50.0,81.0,83.0,4.0,89.0,76.0,107.0,41.0,98.0,0.0,54.0,33.0,8.0,41.0,67.0,72.0,85.0,42.0,50.0,8.0,8.0,63.0,51.0,67.0,101.0,77.0,101.0,115.0,54.0,72.0,98.0
51.0,111.0,60.0,42.0,74.0,17.0,84.0,33.0,118.0,52.0,35.0,111.0,53.0,76.0,44.0,54.0,0.0,21.0,54.0,76.0,13.0,21.0,120.0,12.0,44.0,54.0,54.0,98.0,45.0,13.0,47.0,23.0,47.0,61.0,0.0,21.0,44.0
30.0,90.0,81.0,25.0,53.0,38.0,63.0,48.0,97.0,31.0,56.0,90.0,74.0,55.0,65.0,33.0,21.0,0.0,33.0,55.0,34.0,39.0,99.0,9.0,27.0,33.0,33.0,77.0,28.0,34.0,68.0,44.0,68.0,82.0,21.0,39.0,65.0
52.0,76.0,114.0,48.0,39.0,71.0,50.0,81.0,83.0,12.0,89.0,76.0,107.0,41.0,98.0,8.0,54.0,33.0,0.0,41.0,67.0,72.0,85.0,42.0,50.0,16.0,16.0,63.0,51.0,67.0,101.0,77.0,101.0,115.0,54.0,72.0,98.0
48.0,63.0,136.0,64.0,20.0,93.0,21.0,103.0,70.0,40.0,111.0,63.0,129.0,28.0,120.0,41.0,76.0,55.0,41.0,0.0,89.0,94.0,72.0,64.0,67.0,44.0,44.0,50.0,47.0,89.0,123.0,99.0,123.0,137.0,76.0,94.0,120.0
64.0,124.0,51.0,55.0,87.0,4.0,97.0,36.0,131.0,65.0,26.0,124.0,44.0,89.0,35.0,67.0,13.0,34.0,67.0,89.0,0.0,24.0,133.0,25.0,57.0,67.0,67.0,111.0,58.0,0.0,38.0,14.0,38.0,52.0,13.0,24.0,35.0
69.0,129.0,75.0,60.0,92.0,28.0,102.0,12.0,136.0,70.0,50.0,129.0,68.0,94.0,59.0,72.0,21.0,39.0,72.0,94.0,24.0,0.0,138.0,30.0,62.0,72.0,72.0,116.0,63.0,24.0,62.0,38.0,62.0,76.0,21.0,0.0,59.0
93.0,36.0,180.0,108.0,52.0,137.0,91.0,147.0,19.0,84.0,155.0,33.0,173.0,45.0,164.0,85.0,120.0,99.0,85.0,72.0,133.0,138.0,0.0,108.0,111.0,88.0,88.0,22.0,92.0,133.0,167.0,143.0,167.0,181.0,120.0,138.0,164.0
39.0,99.0,72.0,34.0,62.0,29.0,72.0,39.0,106.0,40.0,47.0,99.0,65.0,64.0,56.0,42.0,12.0,9.0,42.0,64.0,25.0,30.0,108.0,0.0,36.0,42.0,42.0,86.0,37.0,25.0,59.0,35.0,59.0,73.0,12.0,30.0,56.0
42.0,102.0,104.0,8.0,65.0,61.0,75.0,71.0,109.0,48.0,79.0,102.0,97.0,67.0,88.0,50.0,44.0,27.0,50.0,67.0,57.0,62.0,111.0,36.0,0.0,50.0,50.0,89.0,36.0,57.0,91.0,67.0,91.0,105.0,44.0,62.0,88.0
52.0,79.0,114.0,48.0,42.0,71.0,52.0,81.0,86.0,4.0,89.0,79.0,107.0,44.0,98.0,8.0,54.0,33.0,16.0,44.0,67.0,72.0,88.0,42.0,50.0,0.0,0.0,66.0,51.0,67.0,101.0,77.0,101.0,115.0,54.0,72.0,98.0
52.0,79.0,114.0,48.0,42.0,71.0,52.0,81.0,86.0,4.0,89.0,79.0,107.0,44.0,98.0,8.0,54.0,33.0,16.0,44.0,67.0,72.0,88.0,42.0,50.0,0.0,0.0,66.0,51.0,67.0,101.0,77.0,101.0,115.0,54.0,72.0,98.0
71.0,14.0,158.0,86.0,30.0,115.0,69.0,125.0,20.0,62.0,133.0,14.0,151.0,23.0,142.0,63.0,98.0,77.0,63.0,50.0,111.0,116.0,22.0,86.0,89.0,66.0,66.0,0.0,70.0,111.0,145.0,121.0,145.0,159.0,98.0,116.0,142.0
11.0,83.0,105.0,33.0,45.0,62.0,55.0,72.0,90.0,49.0,80.0,83.0,98.0,48.0,89.0,51.0,45.0,28.0,51.0,47.0,58.0,63.0,92.0,37.0,36.0,51.0,51.0,70.0,0.0,58.0,92.0,68.0,92.0,106.0,45.0,63.0,89.0
64.0,124.0,51.0,55.0,87.0,4.0,97.0,36.0,131.0,65.0,26.0,124.0,44.0,89.0,35.0,67.0,13.0,34.0,67.0,89.0,0.0,24.0,133.0,25.0,57.0,67.0,67.0,111.0,58.0,0.0,38.0,14.0,38.0,52.0,13.0,24.0,35.0
98.0,158.0,62.0,89.0,121.0,34.0,131.0,74.0,165.0,99.0,12.0,158.0,55.0,123.0,46.0,101.0,47.0,68.0,101.0,123.0,38.0,62.0,167.0,59.0,91.0,101.0,101.0,145.0,92.0,38.0,0.0,24.0,0.0,63.0,47.0,62.0,46.0
74.0,134.0,48.0,65.0,97.0,10.0,107.0,50.0,141.0,75.0,12.0,134.0,41.0,99.0,32.0,77.0,23.0,44.0,77.0,99.0,14.0,38.0,143.0,35.0,67.0,77.0,77.0,121.0,68.0,14.0,24.0,0.0,24.0,49.0,23.0,38.0,32.0
98.0,158.0,62.0,89.0,121.0,34.0,131.0,74.0,165.0,99.0,12.0,158.0,55.0,123.0,46.0,101.0,47.0,68.0,101.0,123.0,38.0,62.0,167.0,59.0,91.0,101.0,101.0,145.0,92.0,38.0,0.0,24.0,0.0,63.0,47.0,62.0,46.0
112.0,172.0,20.0,103.0,135.0,48.0,145.0,88.0,179.0,113.0,51.0,172.0,8.0,137.0,17.0,115.0,61.0,82.0,115.0,137.0,52.0,76.0,181.0,73.0,105.0,115.0,115.0,159.0,106.0,52.0,63.0,49.0,63.0,0.0,61.0,76.0,17.0
51.0,111.0,60.0,42.0,74.0,17.0,84.0,33.0,118.0,52.0,35.0,111.0,53.0,76.0,44.0,54.0,0.0,21.0,54.0,76.0,13.0,21.0,120.0,12.0,44.0,54.0,54.0,98.0,45.0,13.0,47.0,23.0,47.0,61.0,0.0,21.0,44.0
69.0,129.0,75.0,60.0,92.0,28.0,102.0,12.0,136.0,70.0,50.0,129.0,68.0,94.0,59.0,72.0,21.0,39.0,72.0,94.0,24.0,0.0,138.0,30.0,62.0,72.0,72.0,116.0,63.0,24.0,62.0,38.0,62.0,76.0,21.0,0.0,59.0
95.0,155.0,16.0,86.0,118.0,31.0,128.0,71.0,162.0,96.0,34.0,155.0,9.0,120.0,0.0,98.0,44.0,65.0,98.0,120.0,35.0,59.0,164.0,56.0,88.0,98.0,98.0,142.0,89.0,35.0,46.0,32.0,46.0,17.0,44.0,59.0,0.0
