0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,111.0,48.0,89.0,101.0,82.0,144.0,56.0,39.0,72.0,145.0,131.0,115.0,119.0,59.0,66.0,9.0,27.0,53.0,72.0,147.0,41.0,9.0,72.0,97.0,102.0,77.0,147.0,127.0,21.0,108.0,96.0,98.0,73.0,119.0,63.0,137.0
111.0,0.0,79.0,145.0,40.0,138.0,87.0,78.0,101.0,69.0,88.0,74.0,9.0,62.0,79.0,57.0,104.0,85.0,109.0,39.0,90.0,99.0,104.0,128.0,36.0,12.0,133.0,90.0,70.0,103.0,51.0,152.0,29.0,50.0,62.0,48.0,80.0
48.0,79.0,0.0,82.0,69.0,75.0,112.0,50.0,38.0,46.0,113.0,99.0,83.0,87.0,53.0,34.0,41.0,22.0,46.0,40.0,115.0,36.0,41.0,65.0,65.0,70.0,70.0,115.0,95.0,40.0,76.0,89.0,66.0,41.0,87.0,31.0,105.0
89.0,145.0,82.0,0.0,135.0,34.0,178.0,91.0,50.0,106.0,179.0,165.0,149.0,153.0,94.0,100.0,80.0,62.0,37.0,106.0,181.0,48.0,80.0,33.0,131.0,136.0,12.0,181.0,161.0,70.0,142.0,10.0,132.0,107.0,153.0,97.0,171.0
101.0,40.0,69.0,135.0,0.0,128.0,47.0,68.0,91.0,59.0,48.0,34.0,44.0,22.0,69.0,47.0,94.0,75.0,99.0,29.0,50.0,89.0,94.0,118.0,4.0,28.0,123.0,50.0,30.0,93.0,11.0,142.0,27.0,40.0,22.0,38.0,40.0
82.0,138.0,75.0,34.0,128.0,0.0,171.0,84.0,43.0,99.0,172.0,158.0,142.0,146.0,87.0,93.0,73.0,55.0,29.0,99.0,174.0,41.0,73.0,10.0,124.0,129.0,22.0,174.0,154.0,63.0,135.0,41.0,125.0,100.0,146.0,90.0,164.0
144.0,87.0,112.0,178.0,47.0,171.0,0.0,111.0,134.0,102.0,20.0,62.0,91.0,50.0,112.0,90.0,137.0,118.0,142.0,72.0,4.0,132.0,137.0,161.0,51.0,75.0,166.0,4.0,26.0,136.0,36.0,185.0,74.0,83.0,50.0,81.0,13.0
56.0,78.0,50.0,91.0,68.0,84.0,111.0,0.0,46.0,39.0,112.0,98.0,82.0,86.0,3.0,33.0,49.0,30.0,55.0,39.0,114.0,44.0,49.0,74.0,64.0,69.0,79.0,114.0,94.0,48.0,75.0,98.0,65.0,41.0,86.0,30.0,104.0
39.0,101.0,38.0,50.0,91.0,43.0,134.0,46.0,0.0,62.0,135.0,121.0,105.0,109.0,49.0,56.0,30.0,16.0,14.0,62.0,137.0,2.0,30.0,33.0,87.0,92.0,38.0,137.0,117.0,20.0,98.0,57.0,88.0,63.0,109.0,53.0,127.0
72.0,69.0,46.0,106.0,59.0,99.0,102.0,39.0,62.0,0.0,103.0,89.0,73.0,77.0,40.0,12.0,65.0,46.0,70.0,34.0,105.0,60.0,65.0,89.0,55.0,60.0,94.0,105.0,85.0,64.0,66.0,113.0,56.0,37.0,77.0,25.0,95.0
145.0,88.0,113.0,179.0,48.0,172.0,20.0,112.0,135.0,103.0,0.0,63.0,92.0,51.0,113.0,91.0,138.0,119.0,143.0,73.0,24.0,133.0,138.0,162.0,52.0,76.0,167.0,24.0,27.0,137.0,37.0,186.0,75.0,84.0,51.0,82.0,8.0
131.0,74.0,99.0,165.0,34.0,158.0,62.0,98.0,121.0,89.0,63.0,0.0,78.0,12.0,99.0,77.0,124.0,105.0,129.0,59.0,65.0,119.0,124.0,148.0,38.0,62.0,153.0,65.0,45.0,123.0,26.0,172.0,61.0,70.0,12.0,68.0,55.0
115.0,9.0,83.0,149.0,44.0,142.0,91.0,82.0,105.0,73.0,92.0,78.0,0.0,66.0,83.0,61.0,108.0,89.0,113.0,43.0,94.0,103.0,108.0,132.0,40.0,16.0,137.0,94.0,74.0,107.0,55.0,156.0,33.0,54.0,66.0,52.0,84.0
119.0,62.0,87.0,153.0,22.0,146.0,50.0,86.0,109.0,77.0,51.0,12.0,66.0,0.0,87.0,65.0,112.0,93.0,117.0,47.0,53.0,107.0,112.0,136.0,26.0,50.0,141.0,53.0,33.0,111.0,14.0,160.0,49.0,58.0,0.0,56.0,43.0
59.0,79.0,53.0,94.0,69.0,87.0,112.0,3.0,49.0,40.0,113.0,99.0,83.0,87.0,0.0,34.0,52.0,33.0,58.0,41.0,115.0,47.0,52.0,77.0,65.0,70.0,82.0,115.0,95.0,51.0,76.0,101.0,66.0,44.0,87.0,32.0,105.0
66.0,57.0,34.0,100.0,47.0,93.0,90.0,33.0,56.0,12.0,91.0,77.0,61.0,65.0,34.0,0.0,59.0,40.0,64.0,22.0,93.0,54.0,59.0,83.0,43.0,48.0,88.0,93.0,73.0,58.0,54.0,107.0,44.0,25.0,65.0,13.0,83.0
9.0,104.0,41.0,80.0,94.0,73.0,137.0,49.0,30.0,65.0,138.0,124.0,108.0,112.0,52.0,59.0,0.0,19.0,44.0,65.0,140.0,32.0,0.0,63.0,90.0,95.0,68.0,140.0,120.0,12.0,101.0,87.0,91.0,66.0,112.0,56.0,130.0
27.0,85.0,22.0,62.0,75.0,55.0,118.0,30.0,16.0,46.0,119.0,105.0,89.0,93.0,33.0,40.0,19.0,0.0,26.0,46.0,121.0,14.0,19.0,45.0,71.0,76.0,50.0,121.0,101.0,18.0,82.0,69.0,72.0,47.0,93.0,37.0,111.0
53.0,109.0,46.0,37.0,99.0,29.0,142.0,55.0,14.0,70.0,143.0,129.0,113.0,117.0,58.0,64.0,44.0,26.0,0.0,70.0,145.0,12.0,44.0,19.0,95.0,100.0,25.0,145.0,125.0,34.0,106.0,44.0,96.0,71.0,117.0,61.0,135.0
72.0,39.0,40.0,106.0,29.0,99.0,72.0,39.0,62.0,34.0,73.0,59.0,43.0,47.0,41.0,22.0,65.0,46.0,70.0,0.0,75.0,60.0,65.0,89.0,25.0,30.0,94.0,75.0,55.0,64.0,36.0,113.0,26.0,11.0,47.0,9.0,65.0
147.0,90.0,115.0,181.0,50.0,174.0,4.0,114.0,137.0,105.0,24.0,65.0,94.0,53.0,115.0,93.0,140.0,121.0,145.0,75.0,0.0,135.0,140.0,164.0,54.0,78.0,169.0,0.0,29.0,139.0,39.0,188.0,77.0,86.0,53.0,84.0,17.0
41.0,99.0,36.0,48.0,89.0,41.0,132.0,44.0,2.0,60.0,133.0,119.0,103.0,107.0,47.0,54.0,32.0,14.0,12.0,60.0,135.0,0.0,32.0,31.0,85.0,90.0,36.0,135.0,115.0,22.0,96.0,55.0,86.0,61.0,107.0,51.0,125.0
9.0,104.0,41.0,80.0,94.0,73.0,137.0,49.0,30.0,65.0,138.0,124.0,108.0,112.0,52.0,59.0,0.0,19.0,44.0,65.0,140.0,32.0,0.0,63.0,90.0,95.0,68.0,140.0,120.0,12.0,101.0,87.0,91.0,66.0,112.0,56.0,130.0
72.0,128.0,65.0,33.0,118.0,10.0,161.0,74.0,33.0,89.0,162.0,148.0,132.0,136.0,77.0,83.0,63.0,45.0,19.0,89.0,164.0,31.0,63.0,0.0,114.0,119.0,21.0,164.0,144.0,53.0,125.0,40.0,115.0,90.0,136.0,80.0,154.0
97.0,36.0,65.0,131.0,4.0,124.0,51.0,64.0,87.0,55.0,52.0,38.0,40.0,26.0,65.0,43.0,90.0,71.0,95.0,25.0,54.0,85.0,90.0,114.0,0.0,24.0,119.0,54.0,34.0,89.0,15.0,138.0,23.0,36.0,26.0,34.0,44.0
102.0,12.0,70.0,136.0,28.0,129.0,75.0,69.0,92.0,60.0,76.0,62.0,16.0,50.0,70.0,48.0,95.0,76.0,100.0,30.0,78.0,90.0,95.0,119.0,24.0,0.0,124.0,78.0,58.0,94.0,39.0,143.0,20.0,41.0,50.0,39.0,68.0
77.0,133.0,70.0,12.0,123.0,22.0,166.0,79.0,38.0,94.0,167.0,153.0,137.0,141.0,82.0,88.0,68.0,50.0,25.0,94.0,169.0,36.0,68.0,21.0,119.0,124.0,0.0,169.0,149.0,58.0,130.0,19.0,120.0,95.0,141.0,85.0,159.0
147.0,90.0,115.0,181.0,50.0,174.0,4.0,114.0,137.0,105.0,24.0,65.0,94.0,53.0,115.0,93.0,140.0,121.0,145.0,75.0,0.0,135.0,140.0,164.0,54.0,78.0,169.0,0.0,29.0,139.0,39.0,188.0,77.0,86.0,53.0,84.0,17.0
127.0,70.0,95.0,161.0,30.0,154.0,26.0,94.0,117.0,85.0,27.0,45.0,74.0,33.0,95.0,73.0,120.0,101.0,125.0,55.0,29.0,115.0,120.0,144.0,34.0,58.0,149.0,29.0,0.0,119.0,19.0,168.0,57.0,66.0,33.0,64.0,19.0
21.0,103.0,40.0,70.0,93.0,63.0,136.0,48.0,20.0,64.0,137.0,123.0,107.0,111.0,51.0,58.0,12.0,18.0,34.0,64.0,139.0,22.0,12.0,53.0,89.0,94.0,58.0,139.0,119.0,0.0,100.0,77.0,90.0,65.0,111.0,55.0,129.0
108.0,51.0,76.0,142.0,11.0,135.0,36.0,75.0,98.0,66.0,37.0,26.0,55.0,14.0,76.0,54.0,101.0,82.0,106.0,36.0,39.0,96.0,101.0,125.0,15.0,39.0,130.0,39.0,19.0,100.0,0.0,149.0,38.0,47.0,14.0,45.0,29.0
96.0,152.0,89.0,10.0,142.0,41.0,185.0,98.0,57.0,113.0,186.0,172.0,156.0,160.0,101.0,107.0,87.0,69.0,44.0,113.0,188.0,55.0,87.0,40.0,138.0,143.0,19.0,188.0,168.0,77.0,149.0,0.0,139.0,114.0,160.0,104.0,178.0
98.0,29.0,66.0,132.0,27.0,125.0,74.0,65.0,88.0,56.0,75.0,61.0,33.0,49.0,66.0,44.0,91.0,72.0,96.0,26.0,77.0,86.0,91.0,115.0,23.0,20.0,120.0,77.0,57.0,90.0,38.0,139.0,0.0,37.0,49.0,35.0,67.0
73.0,50.0,41.0,107.0,40.0,100.0,83.0,41.0,63.0,37.0,84.0,70.0,54.0,58.0,44.0,25.0,66.0,47.0,71.0,11.0,86.0,61.0,66.0,90.0,36.0,41.0,95.0,86.0,66.0,65.0,47.0,114.0,37.0,0.0,58.0,12.0,76.0
119.0,62.0,87.0,153.0,22.0,146.0,50.0,86.0,109.0,77.0,51.0,12.0,66.0,0.0,87.0,65.0,112.0,93.0,117.0,47.0,53.0,107.0,112.0,136.0,26.0,50.0,141.0,53.0,33.0,111.0,14.0,160.0,49.0,58.0,0.0,56.0,43.0
63.0,48.0,31.0,97.0,38.0,90.0,81.0,30.0,53.0,25.0,82.0,68.0,52.0,56.0,32.0,13.0,56.0,37.0,61.0,9.0,84.0,51.0,56.0,80.0,34.0,39.0,85.0,84.0,64.0,55.0,45.0,104.0,35.0,12.0,56.0,0.0,74.0
137.0,80.0,105.0,171.0,40.0,164.0,13.0,104.0,127.0,95.0,8.0,55.0,84.0,43.0,105.0,83.0,130.0,111.0,135.0,65.0,17.0,125.0,130.0,154.0,44.0,68.0,159.0,17.0,19.0,129.0,29.0,178.0,67.0,76.0,43.0,74.0,0.0
