0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,138.0,99.0,75.0,43.0,84.0,128.0,171.0,34.0,82.0,154.0,76.0,29.0,73.0,162.0,90.0,36.0,36.0,84.0,66.0,10.0,66.0,142.0,172.0,129.0,76.0,40.0,36.0,55.0,155.0,79.0,33.0,76.0,76.0,129.0,2.0,174.0,124.0,66.0,90.0,55.0,84.0,76.0,162.0,73.0,40.0
138.0,0.0,69.0,79.0,101.0,78.0,40.0,87.0,145.0,111.0,70.0,81.0,109.0,65.0,78.0,48.0,147.0,103.0,113.0,72.0,128.0,72.0,9.0,88.0,12.0,81.0,151.0,147.0,85.0,71.0,81.0,144.0,81.0,81.0,12.0,140.0,90.0,36.0,77.0,48.0,85.0,113.0,71.0,78.0,104.0,151.0
99.0,69.0,0.0,46.0,62.0,39.0,59.0,102.0,106.0,72.0,85.0,48.0,70.0,26.0,93.0,25.0,108.0,64.0,74.0,33.0,89.0,33.0,73.0,103.0,60.0,48.0,112.0,108.0,46.0,86.0,48.0,105.0,48.0,48.0,60.0,101.0,105.0,55.0,38.0,25.0,46.0,74.0,38.0,93.0,65.0,112.0
75.0,79.0,46.0,0.0,38.0,50.0,69.0,112.0,82.0,48.0,95.0,4.0,46.0,32.0,103.0,31.0,84.0,40.0,50.0,24.0,65.0,24.0,83.0,113.0,70.0,4.0,88.0,84.0,22.0,96.0,4.0,81.0,4.0,4.0,70.0,77.0,115.0,65.0,32.0,31.0,22.0,50.0,8.0,103.0,41.0,88.0
43.0,101.0,62.0,38.0,0.0,46.0,91.0,134.0,50.0,39.0,117.0,39.0,14.0,36.0,125.0,53.0,52.0,9.0,41.0,29.0,33.0,29.0,105.0,135.0,92.0,39.0,56.0,52.0,16.0,118.0,42.0,49.0,39.0,39.0,92.0,45.0,137.0,87.0,28.0,53.0,16.0,41.0,39.0,125.0,30.0,56.0
84.0,78.0,39.0,50.0,46.0,0.0,68.0,111.0,91.0,56.0,94.0,52.0,55.0,18.0,102.0,30.0,93.0,49.0,58.0,26.0,74.0,26.0,82.0,112.0,69.0,52.0,97.0,93.0,30.0,95.0,52.0,90.0,52.0,52.0,69.0,86.0,114.0,64.0,18.0,30.0,30.0,58.0,42.0,102.0,49.0,97.0
128.0,40.0,59.0,69.0,91.0,68.0,0.0,47.0,135.0,101.0,30.0,71.0,99.0,55.0,38.0,38.0,137.0,93.0,103.0,62.0,118.0,62.0,44.0,48.0,28.0,71.0,141.0,137.0,75.0,31.0,71.0,134.0,71.0,71.0,28.0,130.0,50.0,4.0,67.0,38.0,75.0,103.0,61.0,38.0,94.0,141.0
171.0,87.0,102.0,112.0,134.0,111.0,47.0,0.0,178.0,144.0,26.0,114.0,142.0,98.0,31.0,81.0,180.0,136.0,146.0,105.0,161.0,105.0,91.0,20.0,75.0,114.0,184.0,180.0,118.0,16.0,114.0,177.0,114.0,114.0,75.0,173.0,4.0,51.0,110.0,81.0,118.0,146.0,104.0,9.0,137.0,184.0
34.0,145.0,106.0,82.0,50.0,91.0,135.0,178.0,0.0,89.0,161.0,83.0,37.0,80.0,169.0,97.0,19.0,43.0,91.0,73.0,33.0,73.0,149.0,179.0,136.0,83.0,6.0,19.0,62.0,162.0,86.0,11.0,83.0,83.0,136.0,36.0,181.0,131.0,73.0,97.0,62.0,91.0,83.0,169.0,80.0,6.0
82.0,111.0,72.0,48.0,39.0,56.0,101.0,144.0,89.0,0.0,127.0,50.0,53.0,46.0,135.0,63.0,91.0,47.0,9.0,39.0,72.0,39.0,115.0,145.0,102.0,50.0,95.0,91.0,27.0,128.0,52.0,88.0,50.0,50.0,102.0,84.0,147.0,97.0,38.0,63.0,27.0,9.0,49.0,135.0,9.0,95.0
154.0,70.0,85.0,95.0,117.0,94.0,30.0,26.0,161.0,127.0,0.0,97.0,125.0,81.0,8.0,64.0,163.0,119.0,129.0,88.0,144.0,88.0,74.0,27.0,58.0,97.0,167.0,163.0,101.0,10.0,97.0,160.0,97.0,97.0,58.0,156.0,29.0,34.0,93.0,64.0,101.0,129.0,87.0,17.0,120.0,167.0
76.0,81.0,48.0,4.0,39.0,52.0,71.0,114.0,83.0,50.0,97.0,0.0,47.0,34.0,105.0,33.0,85.0,41.0,52.0,26.0,66.0,26.0,85.0,115.0,72.0,0.0,89.0,85.0,23.0,98.0,8.0,82.0,0.0,0.0,72.0,78.0,117.0,67.0,34.0,33.0,23.0,52.0,10.0,105.0,42.0,89.0
29.0,109.0,70.0,46.0,14.0,55.0,99.0,142.0,37.0,53.0,125.0,47.0,0.0,44.0,133.0,61.0,39.0,12.0,55.0,37.0,19.0,37.0,113.0,143.0,100.0,47.0,43.0,39.0,26.0,126.0,50.0,36.0,47.0,47.0,100.0,31.0,145.0,95.0,37.0,61.0,26.0,55.0,47.0,133.0,44.0,43.0
73.0,65.0,26.0,32.0,36.0,18.0,55.0,98.0,80.0,46.0,81.0,34.0,44.0,0.0,89.0,17.0,82.0,38.0,48.0,8.0,63.0,8.0,69.0,99.0,56.0,34.0,86.0,82.0,20.0,82.0,34.0,79.0,34.0,34.0,56.0,75.0,101.0,51.0,12.0,17.0,20.0,48.0,24.0,89.0,39.0,86.0
162.0,78.0,93.0,103.0,125.0,102.0,38.0,31.0,169.0,135.0,8.0,105.0,133.0,89.0,0.0,72.0,171.0,127.0,137.0,96.0,152.0,96.0,82.0,32.0,66.0,105.0,175.0,171.0,109.0,15.0,105.0,168.0,105.0,105.0,66.0,164.0,34.0,42.0,101.0,72.0,109.0,137.0,95.0,23.0,128.0,175.0
90.0,48.0,25.0,31.0,53.0,30.0,38.0,81.0,97.0,63.0,64.0,33.0,61.0,17.0,72.0,0.0,99.0,55.0,65.0,24.0,80.0,24.0,52.0,82.0,39.0,33.0,103.0,99.0,37.0,65.0,33.0,96.0,33.0,33.0,39.0,92.0,84.0,34.0,29.0,0.0,37.0,65.0,23.0,72.0,56.0,103.0
36.0,147.0,108.0,84.0,52.0,93.0,137.0,180.0,19.0,91.0,163.0,85.0,39.0,82.0,171.0,99.0,0.0,45.0,93.0,75.0,35.0,75.0,151.0,181.0,138.0,85.0,21.0,0.0,64.0,164.0,88.0,8.0,85.0,85.0,138.0,38.0,183.0,133.0,75.0,99.0,64.0,93.0,85.0,171.0,82.0,21.0
36.0,103.0,64.0,40.0,9.0,49.0,93.0,136.0,43.0,47.0,119.0,41.0,12.0,38.0,127.0,55.0,45.0,0.0,49.0,31.0,26.0,31.0,107.0,137.0,94.0,41.0,49.0,45.0,20.0,120.0,44.0,42.0,41.0,41.0,94.0,38.0,139.0,89.0,31.0,55.0,20.0,49.0,41.0,127.0,38.0,49.0
84.0,113.0,74.0,50.0,41.0,58.0,103.0,146.0,91.0,9.0,129.0,52.0,55.0,48.0,137.0,65.0,93.0,49.0,0.0,41.0,74.0,41.0,117.0,147.0,104.0,52.0,97.0,93.0,29.0,130.0,54.0,90.0,52.0,52.0,104.0,86.0,149.0,99.0,40.0,65.0,29.0,0.0,51.0,137.0,14.0,97.0
66.0,72.0,33.0,24.0,29.0,26.0,62.0,105.0,73.0,39.0,88.0,26.0,37.0,8.0,96.0,24.0,75.0,31.0,41.0,0.0,56.0,0.0,76.0,106.0,63.0,26.0,79.0,75.0,13.0,89.0,26.0,72.0,26.0,26.0,63.0,68.0,108.0,58.0,8.0,24.0,13.0,41.0,16.0,96.0,32.0,79.0
10.0,128.0,89.0,65.0,33.0,74.0,118.0,161.0,33.0,72.0,144.0,66.0,19.0,63.0,152.0,80.0,35.0,26.0,74.0,56.0,0.0,56.0,132.0,162.0,119.0,66.0,39.0,35.0,45.0,145.0,69.0,32.0,66.0,66.0,119.0,12.0,164.0,114.0,56.0,80.0,45.0,74.0,66.0,152.0,63.0,39.0
66.0,72.0,33.0,24.0,29.0,26.0,62.0,105.0,73.0,39.0,88.0,26.0,37.0,8.0,96.0,24.0,75.0,31.0,41.0,0.0,56.0,0.0,76.0,106.0,63.0,26.0,79.0,75.0,13.0,89.0,26.0,72.0,26.0,26.0,63.0,68.0,108.0,58.0,8.0,24.0,13.0,41.0,16.0,96.0,32.0,79.0
142.0,9.0,73.0,83.0,105.0,82.0,44.0,91.0,149.0,115.0,74.0,85.0,113.0,69.0,82.0,52.0,151.0,107.0,117.0,76.0,132.0,76.0,0.0,92.0,16.0,85.0,155.0,151.0,89.0,75.0,85.0,148.0,85.0,85.0,16.0,144.0,94.0,40.0,81.0,52.0,89.0,117.0,75.0,82.0,108.0,155.0
172.0,88.0,103.0,113.0,135.0,112.0,48.0,20.0,179.0,145.0,27.0,115.0,143.0,99.0,32.0,82.0,181.0,137.0,147.0,106.0,162.0,106.0,92.0,0.0,76.0,115.0,185.0,181.0,119.0,17.0,115.0,178.0,115.0,115.0,76.0,174.0,24.0,52.0,111.0,82.0,119.0,147.0,105.0,24.0,138.0,185.0
129.0,12.0,60.0,70.0,92.0,69.0,28.0,75.0,136.0,102.0,58.0,72.0,100.0,56.0,66.0,39.0,138.0,94.0,104.0,63.0,119.0,63.0,16.0,76.0,0.0,72.0,142.0,138.0,76.0,59.0,72.0,135.0,72.0,72.0,0.0,131.0,78.0,24.0,68.0,39.0,76.0,104.0,62.0,66.0,95.0,142.0
76.0,81.0,48.0,4.0,39.0,52.0,71.0,114.0,83.0,50.0,97.0,0.0,47.0,34.0,105.0,33.0,85.0,41.0,52.0,26.0,66.0,26.0,85.0,115.0,72.0,0.0,89.0,85.0,23.0,98.0,8.0,82.0,0.0,0.0,72.0,78.0,117.0,67.0,34.0,33.0,23.0,52.0,10.0,105.0,42.0,89.0
40.0,151.0,112.0,88.0,56.0,97.0,141.0,184.0,6.0,95.0,167.0,89.0,43.0,86.0,175.0,103.0,21.0,49.0,97.0,79.0,39.0,79.0,155.0,185.0,142.0,89.0,0.0,21.0,68.0,168.0,92.0,13.0,89.0,89.0,142.0,42.0,187.0,137.0,79.0,103.0,68.0,97.0,89.0,175.0,86.0,0.0
36.0,147.0,108.0,84.0,52.0,93.0,137.0,180.0,19.0,91.0,163.0,85.0,39.0,82.0,171.0,99.0,0.0,45.0,93.0,75.0,35.0,75.0,151.0,181.0,138.0,85.0,21.0,0.0,64.0,164.0,88.0,8.0,85.0,85.0,138.0,38.0,183.0,133.0,75.0,99.0,64.0,93.0,85.0,171.0,82.0,21.0
55.0,85.0,46.0,22.0,16.0,30.0,75.0,118.0,62.0,27.0,101.0,23.0,26.0,20.0,109.0,37.0,64.0,20.0,29.0,13.0,45.0,13.0,89.0,119.0,76.0,23.0,68.0,64.0,0.0,102.0,26.0,61.0,23.0,23.0,76.0,57.0,121.0,71.0,12.0,37.0,0.0,29.0,23.0,109.0,19.0,68.0
155.0,71.0,86.0,96.0,118.0,95.0,31.0,16.0,162.0,128.0,10.0,98.0,126.0,82.0,15.0,65.0,164.0,120.0,130.0,89.0,145.0,89.0,75.0,17.0,59.0,98.0,168.0,164.0,102.0,0.0,98.0,161.0,98.0,98.0,59.0,157.0,19.0,35.0,94.0,65.0,102.0,130.0,88.0,10.0,121.0,168.0
79.0,81.0,48.0,4.0,42.0,52.0,71.0,114.0,86.0,52.0,97.0,8.0,50.0,34.0,105.0,33.0,88.0,44.0,54.0,26.0,69.0,26.0,85.0,115.0,72.0,8.0,92.0,88.0,26.0,98.0,0.0,85.0,8.0,8.0,72.0,81.0,117.0,67.0,34.0,33.0,26.0,54.0,10.0,105.0,45.0,92.0
33.0,144.0,105.0,81.0,49.0,90.0,134.0,177.0,11.0,88.0,160.0,82.0,36.0,79.0,168.0,96.0,8.0,42.0,90.0,72.0,32.0,72.0,148.0,178.0,135.0,82.0,13.0,8.0,61.0,161.0,85.0,0.0,82.0,82.0,135.0,35.0,180.0,130.0,72.0,96.0,61.0,90.0,82.0,168.0,79.0,13.0
76.0,81.0,48.0,4.0,39.0,52.0,71.0,114.0,83.0,50.0,97.0,0.0,47.0,34.0,105.0,33.0,85.0,41.0,52.0,26.0,66.0,26.0,85.0,115.0,72.0,0.0,89.0,85.0,23.0,98.0,8.0,82.0,0.0,0.0,72.0,78.0,117.0,67.0,34.0,33.0,23.0,52.0,10.0,105.0,42.0,89.0
76.0,81.0,48.0,4.0,39.0,52.0,71.0,114.0,83.0,50.0,97.0,0.0,47.0,34.0,105.0,33.0,85.0,41.0,52.0,26.0,66.0,26.0,85.0,115.0,72.0,0.0,89.0,85.0,23.0,98.0,8.0,82.0,0.0,0.0,72.0,78.0,117.0,67.0,34.0,33.0,23.0,52.0,10.0,105.0,42.0,89.0
129.0,12.0,60.0,70.0,92.0,69.0,28.0,75.0,136.0,102.0,58.0,72.0,100.0,56.0,66.0,39.0,138.0,94.0,104.0,63.0,119.0,63.0,16.0,76.0,0.0,72.0,142.0,138.0,76.0,59.0,72.0,135.0,72.0,72.0,0.0,131.0,78.0,24.0,68.0,39.0,76.0,104.0,62.0,66.0,95.0,142.0
2.0,140.0,101.0,77.0,45.0,86.0,130.0,173.0,36.0,84.0,156.0,78.0,31.0,75.0,164.0,92.0,38.0,38.0,86.0,68.0,12.0,68.0,144.0,174.0,131.0,78.0,42.0,38.0,57.0,157.0,81.0,35.0,78.0,78.0,131.0,0.0,176.0,126.0,68.0,92.0,57.0,86.0,78.0,164.0,75.0,42.0
174.0,90.0,105.0,115.0,137.0,114.0,50.0,4.0,181.0,147.0,29.0,117.0,145.0,101.0,34.0,84.0,183.0,139.0,149.0,108.0,164.0,108.0,94.0,24.0,78.0,117.0,187.0,183.0,121.0,19.0,117.0,180.0,117.0,117.0,78.0,176.0,0.0,54.0,113.0,84.0,121.0,149.0,107.0,12.0,140.0,187.0
124.0,36.0,55.0,65.0,87.0,64.0,4.0,51.0,131.0,97.0,34.0,67.0,95.0,51.0,42.0,34.0,133.0,89.0,99.0,58.0,114.0,58.0,40.0,52.0,24.0,67.0,137.0,133.0,71.0,35.0,67.0,130.0,67.0,67.0,24.0,126.0,54.0,0.0,63.0,34.0,71.0,99.0,57.0,42.0,90.0,137.0
66.0,77.0,38.0,32.0,28.0,18.0,67.0,110.0,73.0,38.0,93.0,34.0,37.0,12.0,101.0,29.0,75.0,31.0,40.0,8.0,56.0,8.0,81.0,111.0,68.0,34.0,79.0,75.0,12.0,94.0,34.0,72.0,34.0,34.0,68.0,68.0,113.0,63.0,0.0,29.0,12.0,40.0,24.0,101.0,31.0,79.0
90.0,48.0,25.0,31.0,53.0,30.0,38.0,81.0,97.0,63.0,64.0,33.0,61.0,17.0,72.0,0.0,99.0,55.0,65.0,24.0,80.0,24.0,52.0,82.0,39.0,33.0,103.0,99.0,37.0,65.0,33.0,96.0,33.0,33.0,39.0,92.0,84.0,34.0,29.0,0.0,37.0,65.0,23.0,72.0,56.0,103.0
55.0,85.0,46.0,22.0,16.0,30.0,75.0,118.0,62.0,27.0,101.0,23.0,26.0,20.0,109.0,37.0,64.0,20.0,29.0,13.0,45.0,13.0,89.0,119.0,76.0,23.0,68.0,64.0,0.0,102.0,26.0,61.0,23.0,23.0,76.0,57.0,121.0,71.0,12.0,37.0,0.0,29.0,23.0,109.0,19.0,68.0
84.0,113.0,74.0,50.0,41.0,58.0,103.0,146.0,91.0,9.0,129.0,52.0,55.0,48.0,137.0,65.0,93.0,49.0,0.0,41.0,74.0,41.0,117.0,147.0,104.0,52.0,97.0,93.0,29.0,130.0,54.0,90.0,52.0,52.0,104.0,86.0,149.0,99.0,40.0,65.0,29.0,0.0,51.0,137.0,14.0,97.0
76.0,71.0,38.0,8.0,39.0,42.0,61.0,104.0,83.0,49.0,87.0,10.0,47.0,24.0,95.0,23.0,85.0,41.0,51.0,16.0,66.0,16.0,75.0,105.0,62.0,10.0,89.0,85.0,23.0,88.0,10.0,82.0,10.0,10.0,62.0,78.0,107.0,57.0,24.0,23.0,23.0,51.0,0.0,95.0,42.0,89.0
162.0,78.0,93.0,103.0,125.0,102.0,38.0,9.0,169.0,135.0,17.0,105.0,133.0,89.0,23.0,72.0,171.0,127.0,137.0,96.0,152.0,96.0,82.0,24.0,66.0,105.0,175.0,171.0,109.0,10.0,105.0,168.0,105.0,105.0,66.0,164.0,12.0,42.0,101.0,72.0,109.0,137.0,95.0,0.0,128.0,175.0
73.0,104.0,65.0,41.0,30.0,49.0,94.0,137.0,80.0,9.0,120.0,42.0,44.0,39.0,128.0,56.0,82.0,38.0,14.0,32.0,63.0,32.0,108.0,138.0,95.0,42.0,86.0,82.0,19.0,121.0,45.0,79.0,42.0,42.0,95.0,75.0,140.0,90.0,31.0,56.0,19.0,14.0,42.0,128.0,0.0,86.0
40.0,151.0,112.0,88.0,56.0,97.0,141.0,184.0,6.0,95.0,167.0,89.0,43.0,86.0,175.0,103.0,21.0,49.0,97.0,79.0,39.0,79.0,155.0,185.0,142.0,89.0,0.0,21.0,68.0,168.0,92.0,13.0,89.0,89.0,142.0,42.0,187.0,137.0,79.0,103.0,68.0,97.0,89.0,175.0,86.0,0.0
