0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,135.0,69.0,68.0,128.0,40.0,47.0,101.0,91.0,59.0,137.0,39.0,141.0,11.0,71.0,47.0,27.0,17.0,60.0,67.0,20.0,93.0,84.0,93.0,94.0,130.0,11.0,123.0,75.0,94.0,141.0,93.0,103.0,22.0,71.0,44.0,47.0,142.0,103.0,27.0,134.0,89.0,103.0,89.0,71.0,50.0
135.0,0.0,82.0,91.0,34.0,145.0,178.0,89.0,50.0,106.0,19.0,170.0,6.0,142.0,83.0,88.0,132.0,118.0,75.0,73.0,151.0,70.0,72.0,43.0,80.0,6.0,142.0,12.0,62.0,80.0,6.0,43.0,91.0,153.0,83.0,149.0,88.0,10.0,91.0,132.0,11.0,48.0,91.0,48.0,86.0,181.0
69.0,82.0,0.0,50.0,75.0,79.0,112.0,48.0,38.0,46.0,84.0,104.0,88.0,76.0,4.0,27.0,66.0,52.0,15.0,32.0,85.0,40.0,31.0,40.0,41.0,77.0,76.0,70.0,22.0,41.0,88.0,40.0,50.0,87.0,4.0,83.0,27.0,89.0,50.0,66.0,81.0,36.0,50.0,36.0,4.0,115.0
68.0,91.0,50.0,0.0,84.0,78.0,111.0,56.0,46.0,39.0,93.0,103.0,97.0,75.0,52.0,23.0,65.0,51.0,35.0,18.0,84.0,48.0,39.0,49.0,49.0,86.0,75.0,79.0,30.0,49.0,97.0,49.0,58.0,86.0,52.0,82.0,23.0,98.0,58.0,65.0,90.0,44.0,58.0,44.0,52.0,114.0
128.0,34.0,75.0,84.0,0.0,138.0,171.0,82.0,43.0,99.0,36.0,163.0,40.0,135.0,76.0,81.0,125.0,111.0,68.0,66.0,144.0,63.0,65.0,36.0,73.0,29.0,135.0,22.0,55.0,73.0,40.0,36.0,84.0,146.0,76.0,142.0,81.0,41.0,84.0,125.0,33.0,41.0,84.0,41.0,79.0,174.0
40.0,145.0,79.0,78.0,138.0,0.0,87.0,111.0,101.0,69.0,147.0,79.0,151.0,51.0,81.0,57.0,29.0,33.0,70.0,77.0,60.0,103.0,94.0,103.0,104.0,140.0,51.0,133.0,85.0,104.0,151.0,103.0,113.0,62.0,81.0,9.0,57.0,152.0,113.0,29.0,144.0,99.0,113.0,99.0,81.0,90.0
47.0,178.0,112.0,111.0,171.0,87.0,0.0,144.0,134.0,102.0,180.0,20.0,184.0,36.0,114.0,90.0,74.0,60.0,103.0,110.0,31.0,136.0,127.0,136.0,137.0,173.0,36.0,166.0,118.0,137.0,184.0,136.0,146.0,50.0,114.0,91.0,90.0,185.0,146.0,74.0,177.0,132.0,146.0,132.0,114.0,4.0
101.0,89.0,48.0,56.0,82.0,111.0,144.0,0.0,39.0,72.0,91.0,136.0,95.0,108.0,50.0,54.0,98.0,84.0,41.0,38.0,117.0,21.0,17.0,47.0,9.0,84.0,108.0,77.0,27.0,9.0,95.0,47.0,9.0,119.0,50.0,115.0,54.0,96.0,9.0,98.0,88.0,41.0,9.0,41.0,52.0,147.0
91.0,50.0,38.0,46.0,43.0,101.0,134.0,39.0,0.0,62.0,52.0,126.0,56.0,98.0,39.0,44.0,88.0,74.0,31.0,28.0,107.0,20.0,22.0,9.0,30.0,45.0,98.0,38.0,16.0,30.0,56.0,9.0,41.0,109.0,39.0,105.0,44.0,57.0,41.0,88.0,49.0,2.0,41.0,2.0,42.0,137.0
59.0,106.0,46.0,39.0,99.0,69.0,102.0,72.0,62.0,0.0,108.0,94.0,112.0,66.0,48.0,19.0,56.0,42.0,31.0,38.0,75.0,64.0,55.0,64.0,65.0,101.0,66.0,94.0,46.0,65.0,112.0,64.0,74.0,77.0,48.0,73.0,19.0,113.0,74.0,56.0,105.0,60.0,74.0,60.0,48.0,105.0
137.0,19.0,84.0,93.0,36.0,147.0,180.0,91.0,52.0,108.0,0.0,172.0,21.0,144.0,85.0,90.0,134.0,120.0,77.0,75.0,153.0,72.0,74.0,45.0,82.0,18.0,144.0,14.0,64.0,82.0,21.0,45.0,93.0,155.0,85.0,151.0,90.0,9.0,93.0,134.0,8.0,50.0,93.0,50.0,88.0,183.0
39.0,170.0,104.0,103.0,163.0,79.0,20.0,136.0,126.0,94.0,172.0,0.0,176.0,28.0,106.0,82.0,66.0,52.0,95.0,102.0,19.0,128.0,119.0,128.0,129.0,165.0,28.0,158.0,110.0,129.0,176.0,128.0,138.0,42.0,106.0,83.0,82.0,177.0,138.0,66.0,169.0,124.0,138.0,124.0,106.0,24.0
141.0,6.0,88.0,97.0,40.0,151.0,184.0,95.0,56.0,112.0,21.0,176.0,0.0,148.0,89.0,94.0,138.0,124.0,81.0,79.0,157.0,76.0,78.0,49.0,86.0,12.0,148.0,18.0,68.0,86.0,0.0,49.0,97.0,159.0,89.0,155.0,94.0,12.0,97.0,138.0,13.0,54.0,97.0,54.0,92.0,187.0
11.0,142.0,76.0,75.0,135.0,51.0,36.0,108.0,98.0,66.0,144.0,28.0,148.0,0.0,78.0,54.0,38.0,24.0,67.0,74.0,9.0,100.0,91.0,100.0,101.0,137.0,0.0,130.0,82.0,101.0,148.0,100.0,110.0,14.0,78.0,55.0,54.0,149.0,110.0,38.0,141.0,96.0,110.0,96.0,78.0,39.0
71.0,83.0,4.0,52.0,76.0,81.0,114.0,50.0,39.0,48.0,85.0,106.0,89.0,78.0,0.0,29.0,68.0,54.0,17.0,34.0,87.0,41.0,33.0,41.0,42.0,78.0,78.0,71.0,23.0,42.0,89.0,41.0,52.0,89.0,0.0,85.0,29.0,90.0,52.0,68.0,82.0,37.0,52.0,37.0,8.0,117.0
47.0,88.0,27.0,23.0,81.0,57.0,90.0,54.0,44.0,19.0,90.0,82.0,94.0,54.0,29.0,0.0,44.0,30.0,13.0,20.0,63.0,46.0,37.0,46.0,47.0,83.0,54.0,76.0,28.0,47.0,94.0,46.0,56.0,65.0,29.0,61.0,0.0,95.0,56.0,44.0,87.0,42.0,56.0,42.0,29.0,93.0
27.0,132.0,66.0,65.0,125.0,29.0,74.0,98.0,88.0,56.0,134.0,66.0,138.0,38.0,68.0,44.0,0.0,20.0,57.0,64.0,47.0,90.0,81.0,90.0,91.0,127.0,38.0,120.0,72.0,91.0,138.0,90.0,100.0,49.0,68.0,33.0,44.0,139.0,100.0,0.0,131.0,86.0,100.0,86.0,68.0,77.0
17.0,118.0,52.0,51.0,111.0,33.0,60.0,84.0,74.0,42.0,120.0,52.0,124.0,24.0,54.0,30.0,20.0,0.0,43.0,50.0,33.0,76.0,67.0,76.0,77.0,113.0,24.0,106.0,58.0,77.0,124.0,76.0,86.0,35.0,54.0,37.0,30.0,125.0,86.0,20.0,117.0,72.0,86.0,72.0,54.0,63.0
60.0,75.0,15.0,35.0,68.0,70.0,103.0,41.0,31.0,31.0,77.0,95.0,81.0,67.0,17.0,13.0,57.0,43.0,0.0,17.0,76.0,33.0,24.0,33.0,34.0,70.0,67.0,63.0,15.0,34.0,81.0,33.0,43.0,78.0,17.0,74.0,13.0,82.0,43.0,57.0,74.0,29.0,43.0,29.0,17.0,106.0
67.0,73.0,32.0,18.0,66.0,77.0,110.0,38.0,28.0,38.0,75.0,102.0,79.0,74.0,34.0,20.0,64.0,50.0,17.0,0.0,83.0,30.0,21.0,31.0,31.0,68.0,74.0,61.0,12.0,31.0,79.0,31.0,40.0,85.0,34.0,81.0,20.0,80.0,40.0,64.0,72.0,26.0,40.0,26.0,34.0,113.0
20.0,151.0,85.0,84.0,144.0,60.0,31.0,117.0,107.0,75.0,153.0,19.0,157.0,9.0,87.0,63.0,47.0,33.0,76.0,83.0,0.0,109.0,100.0,109.0,110.0,146.0,9.0,139.0,91.0,110.0,157.0,109.0,119.0,23.0,87.0,64.0,63.0,158.0,119.0,47.0,150.0,105.0,119.0,105.0,87.0,34.0
93.0,70.0,40.0,48.0,63.0,103.0,136.0,21.0,20.0,64.0,72.0,128.0,76.0,100.0,41.0,46.0,90.0,76.0,33.0,30.0,109.0,0.0,10.0,28.0,12.0,65.0,100.0,58.0,18.0,12.0,76.0,28.0,23.0,111.0,41.0,107.0,46.0,77.0,23.0,90.0,69.0,22.0,23.0,22.0,44.0,139.0
84.0,72.0,31.0,39.0,65.0,94.0,127.0,17.0,22.0,55.0,74.0,119.0,78.0,91.0,33.0,37.0,81.0,67.0,24.0,21.0,100.0,10.0,0.0,30.0,11.0,67.0,91.0,60.0,10.0,11.0,78.0,30.0,19.0,102.0,33.0,98.0,37.0,79.0,19.0,81.0,71.0,24.0,19.0,24.0,35.0,130.0
93.0,43.0,40.0,49.0,36.0,103.0,136.0,47.0,9.0,64.0,45.0,128.0,49.0,100.0,41.0,46.0,90.0,76.0,33.0,31.0,109.0,28.0,30.0,0.0,38.0,38.0,100.0,31.0,20.0,38.0,49.0,0.0,49.0,111.0,41.0,107.0,46.0,50.0,49.0,90.0,42.0,7.0,49.0,7.0,44.0,139.0
94.0,80.0,41.0,49.0,73.0,104.0,137.0,9.0,30.0,65.0,82.0,129.0,86.0,101.0,42.0,47.0,91.0,77.0,34.0,31.0,110.0,12.0,11.0,38.0,0.0,75.0,101.0,68.0,19.0,0.0,86.0,38.0,14.0,112.0,42.0,108.0,47.0,87.0,14.0,91.0,79.0,32.0,14.0,32.0,45.0,140.0
130.0,6.0,77.0,86.0,29.0,140.0,173.0,84.0,45.0,101.0,18.0,165.0,12.0,137.0,78.0,83.0,127.0,113.0,70.0,68.0,146.0,65.0,67.0,38.0,75.0,0.0,137.0,9.0,57.0,75.0,12.0,38.0,86.0,148.0,78.0,144.0,83.0,13.0,86.0,127.0,10.0,43.0,86.0,43.0,81.0,176.0
11.0,142.0,76.0,75.0,135.0,51.0,36.0,108.0,98.0,66.0,144.0,28.0,148.0,0.0,78.0,54.0,38.0,24.0,67.0,74.0,9.0,100.0,91.0,100.0,101.0,137.0,0.0,130.0,82.0,101.0,148.0,100.0,110.0,14.0,78.0,55.0,54.0,149.0,110.0,38.0,141.0,96.0,110.0,96.0,78.0,39.0
123.0,12.0,70.0,79.0,22.0,133.0,166.0,77.0,38.0,94.0,14.0,158.0,18.0,130.0,71.0,76.0,120.0,106.0,63.0,61.0,139.0,58.0,60.0,31.0,68.0,9.0,130.0,0.0,50.0,68.0,18.0,31.0,79.0,141.0,71.0,137.0,76.0,19.0,79.0,120.0,11.0,36.0,79.0,36.0,74.0,169.0
75.0,62.0,22.0,30.0,55.0,85.0,118.0,27.0,16.0,46.0,64.0,110.0,68.0,82.0,23.0,28.0,72.0,58.0,15.0,12.0,91.0,18.0,10.0,20.0,19.0,57.0,82.0,50.0,0.0,19.0,68.0,20.0,29.0,93.0,23.0,89.0,28.0,69.0,29.0,72.0,61.0,14.0,29.0,14.0,26.0,121.0
94.0,80.0,41.0,49.0,73.0,104.0,137.0,9.0,30.0,65.0,82.0,129.0,86.0,101.0,42.0,47.0,91.0,77.0,34.0,31.0,110.0,12.0,11.0,38.0,0.0,75.0,101.0,68.0,19.0,0.0,86.0,38.0,14.0,112.0,42.0,108.0,47.0,87.0,14.0,91.0,79.0,32.0,14.0,32.0,45.0,140.0
141.0,6.0,88.0,97.0,40.0,151.0,184.0,95.0,56.0,112.0,21.0,176.0,0.0,148.0,89.0,94.0,138.0,124.0,81.0,79.0,157.0,76.0,78.0,49.0,86.0,12.0,148.0,18.0,68.0,86.0,0.0,49.0,97.0,159.0,89.0,155.0,94.0,12.0,97.0,138.0,13.0,54.0,97.0,54.0,92.0,187.0
93.0,43.0,40.0,49.0,36.0,103.0,136.0,47.0,9.0,64.0,45.0,128.0,49.0,100.0,41.0,46.0,90.0,76.0,33.0,31.0,109.0,28.0,30.0,0.0,38.0,38.0,100.0,31.0,20.0,38.0,49.0,0.0,49.0,111.0,41.0,107.0,46.0,50.0,49.0,90.0,42.0,7.0,49.0,7.0,44.0,139.0
103.0,91.0,50.0,58.0,84.0,113.0,146.0,9.0,41.0,74.0,93.0,138.0,97.0,110.0,52.0,56.0,100.0,86.0,43.0,40.0,119.0,23.0,19.0,49.0,14.0,86.0,110.0,79.0,29.0,14.0,97.0,49.0,0.0,121.0,52.0,117.0,56.0,98.0,0.0,100.0,90.0,43.0,0.0,43.0,54.0,149.0
22.0,153.0,87.0,86.0,146.0,62.0,50.0,119.0,109.0,77.0,155.0,42.0,159.0,14.0,89.0,65.0,49.0,35.0,78.0,85.0,23.0,111.0,102.0,111.0,112.0,148.0,14.0,141.0,93.0,112.0,159.0,111.0,121.0,0.0,89.0,66.0,65.0,160.0,121.0,49.0,152.0,107.0,121.0,107.0,89.0,53.0
71.0,83.0,4.0,52.0,76.0,81.0,114.0,50.0,39.0,48.0,85.0,106.0,89.0,78.0,0.0,29.0,68.0,54.0,17.0,34.0,87.0,41.0,33.0,41.0,42.0,78.0,78.0,71.0,23.0,42.0,89.0,41.0,52.0,89.0,0.0,85.0,29.0,90.0,52.0,68.0,82.0,37.0,52.0,37.0,8.0,117.0
44.0,149.0,83.0,82.0,142.0,9.0,91.0,115.0,105.0,73.0,151.0,83.0,155.0,55.0,85.0,61.0,33.0,37.0,74.0,81.0,64.0,107.0,98.0,107.0,108.0,144.0,55.0,137.0,89.0,108.0,155.0,107.0,117.0,66.0,85.0,0.0,61.0,156.0,117.0,33.0,148.0,103.0,117.0,103.0,85.0,94.0
47.0,88.0,27.0,23.0,81.0,57.0,90.0,54.0,44.0,19.0,90.0,82.0,94.0,54.0,29.0,0.0,44.0,30.0,13.0,20.0,63.0,46.0,37.0,46.0,47.0,83.0,54.0,76.0,28.0,47.0,94.0,46.0,56.0,65.0,29.0,61.0,0.0,95.0,56.0,44.0,87.0,42.0,56.0,42.0,29.0,93.0
142.0,10.0,89.0,98.0,41.0,152.0,185.0,96.0,57.0,113.0,9.0,177.0,12.0,149.0,90.0,95.0,139.0,125.0,82.0,80.0,158.0,77.0,79.0,50.0,87.0,13.0,149.0,19.0,69.0,87.0,12.0,50.0,98.0,160.0,90.0,156.0,95.0,0.0,98.0,139.0,8.0,55.0,98.0,55.0,93.0,188.0
103.0,91.0,50.0,58.0,84.0,113.0,146.0,9.0,41.0,74.0,93.0,138.0,97.0,110.0,52.0,56.0,100.0,86.0,43.0,40.0,119.0,23.0,19.0,49.0,14.0,86.0,110.0,79.0,29.0,14.0,97.0,49.0,0.0,121.0,52.0,117.0,56.0,98.0,0.0,100.0,90.0,43.0,0.0,43.0,54.0,149.0
27.0,132.0,66.0,65.0,125.0,29.0,74.0,98.0,88.0,56.0,134.0,66.0,138.0,38.0,68.0,44.0,0.0,20.0,57.0,64.0,47.0,90.0,81.0,90.0,91.0,127.0,38.0,120.0,72.0,91.0,138.0,90.0,100.0,49.0,68.0,33.0,44.0,139.0,100.0,0.0,131.0,86.0,100.0,86.0,68.0,77.0
134.0,11.0,81.0,90.0,33.0,144.0,177.0,88.0,49.0,105.0,8.0,169.0,13.0,141.0,82.0,87.0,131.0,117.0,74.0,72.0,150.0,69.0,71.0,42.0,79.0,10.0,141.0,11.0,61.0,79.0,13.0,42.0,90.0,152.0,82.0,148.0,87.0,8.0,90.0,131.0,0.0,47.0,90.0,47.0,85.0,180.0
89.0,48.0,36.0,44.0,41.0,99.0,132.0,41.0,2.0,60.0,50.0,124.0,54.0,96.0,37.0,42.0,86.0,72.0,29.0,26.0,105.0,22.0,24.0,7.0,32.0,43.0,96.0,36.0,14.0,32.0,54.0,7.0,43.0,107.0,37.0,103.0,42.0,55.0,43.0,86.0,47.0,0.0,43.0,0.0,40.0,135.0
103.0,91.0,50.0,58.0,84.0,113.0,146.0,9.0,41.0,74.0,93.0,138.0,97.0,110.0,52.0,56.0,100.0,86.0,43.0,40.0,119.0,23.0,19.0,49.0,14.0,86.0,110.0,79.0,29.0,14.0,97.0,49.0,0.0,121.0,52.0,117.0,56.0,98.0,0.0,100.0,90.0,43.0,0.0,43.0,54.0,149.0
89.0,48.0,36.0,44.0,41.0,99.0,132.0,41.0,2.0,60.0,50.0,124.0,54.0,96.0,37.0,42.0,86.0,72.0,29.0,26.0,105.0,22.0,24.0,7.0,32.0,43.0,96.0,36.0,14.0,32.0,54.0,7.0,43.0,107.0,37.0,103.0,42.0,55.0,43.0,86.0,47.0,0.0,43.0,0.0,40.0,135.0
71.0,86.0,4.0,52.0,79.0,81.0,114.0,52.0,42.0,48.0,88.0,106.0,92.0,78.0,8.0,29.0,68.0,54.0,17.0,34.0,87.0,44.0,35.0,44.0,45.0,81.0,78.0,74.0,26.0,45.0,92.0,44.0,54.0,89.0,8.0,85.0,29.0,93.0,54.0,68.0,85.0,40.0,54.0,40.0,0.0,117.0
50.0,181.0,115.0,114.0,174.0,90.0,4.0,147.0,137.0,105.0,183.0,24.0,187.0,39.0,117.0,93.0,77.0,63.0,106.0,113.0,34.0,139.0,130.0,139.0,140.0,176.0,39.0,169.0,121.0,140.0,187.0,139.0,149.0,53.0,117.0,94.0,93.0,188.0,149.0,77.0,180.0,135.0,149.0,135.0,117.0,0.0
