0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,50.0,106.0,89.0,34.0,82.0,178.0,145.0,91.0,135.0,142.0,122.0,161.0,122.0,169.0,162.0,153.0,62.0,182.0,83.0,83.0,43.0,107.0,80.0,170.0,88.0,131.0,170.0,11.0,162.0,182.0,62.0,131.0,118.0,36.0,90.0,12.0,75.0,136.0,72.0,141.0,83.0,62.0,179.0,181.0,88.0
50.0,0.0,62.0,39.0,43.0,38.0,134.0,101.0,46.0,91.0,98.0,78.0,117.0,78.0,125.0,118.0,109.0,16.0,138.0,38.0,39.0,9.0,63.0,36.0,126.0,44.0,87.0,126.0,49.0,118.0,138.0,16.0,87.0,74.0,45.0,45.0,38.0,31.0,92.0,22.0,97.0,39.0,16.0,135.0,137.0,44.0
106.0,62.0,0.0,72.0,99.0,46.0,102.0,69.0,39.0,59.0,66.0,46.0,85.0,46.0,93.0,86.0,77.0,46.0,106.0,36.0,38.0,64.0,37.0,26.0,94.0,19.0,55.0,94.0,105.0,86.0,106.0,46.0,55.0,42.0,101.0,33.0,94.0,40.0,60.0,55.0,65.0,24.0,46.0,103.0,105.0,19.0
89.0,39.0,72.0,0.0,82.0,48.0,144.0,111.0,56.0,101.0,108.0,88.0,127.0,88.0,135.0,128.0,119.0,27.0,148.0,48.0,49.0,47.0,73.0,46.0,136.0,54.0,97.0,136.0,88.0,128.0,148.0,27.0,97.0,84.0,84.0,55.0,77.0,42.0,102.0,17.0,107.0,49.0,27.0,145.0,147.0,54.0
34.0,43.0,99.0,82.0,0.0,75.0,171.0,138.0,84.0,128.0,135.0,115.0,154.0,115.0,162.0,155.0,146.0,55.0,175.0,76.0,76.0,36.0,100.0,73.0,163.0,81.0,124.0,163.0,33.0,155.0,175.0,55.0,124.0,111.0,2.0,83.0,22.0,68.0,129.0,65.0,134.0,76.0,55.0,172.0,174.0,81.0
82.0,38.0,46.0,48.0,75.0,0.0,112.0,79.0,50.0,69.0,76.0,56.0,95.0,56.0,103.0,96.0,87.0,22.0,116.0,42.0,8.0,40.0,41.0,32.0,104.0,27.0,65.0,104.0,81.0,96.0,116.0,22.0,65.0,52.0,77.0,49.0,70.0,15.0,70.0,31.0,75.0,40.0,22.0,113.0,115.0,27.0
178.0,134.0,102.0,144.0,171.0,112.0,0.0,87.0,111.0,47.0,36.0,64.0,26.0,64.0,9.0,16.0,50.0,118.0,10.0,108.0,104.0,136.0,83.0,98.0,20.0,90.0,51.0,20.0,177.0,16.0,10.0,118.0,51.0,60.0,173.0,105.0,166.0,111.0,75.0,127.0,48.0,96.0,118.0,20.0,4.0,90.0
145.0,101.0,69.0,111.0,138.0,79.0,87.0,0.0,78.0,40.0,51.0,24.0,70.0,24.0,78.0,71.0,62.0,85.0,91.0,75.0,71.0,103.0,50.0,65.0,79.0,57.0,36.0,79.0,144.0,71.0,91.0,85.0,36.0,33.0,140.0,72.0,133.0,78.0,12.0,94.0,50.0,63.0,85.0,88.0,90.0,57.0
91.0,46.0,39.0,56.0,84.0,50.0,111.0,78.0,0.0,68.0,75.0,55.0,94.0,55.0,102.0,95.0,86.0,30.0,115.0,8.0,42.0,49.0,41.0,18.0,103.0,23.0,64.0,103.0,90.0,95.0,115.0,30.0,64.0,51.0,86.0,11.0,79.0,44.0,69.0,39.0,74.0,16.0,30.0,112.0,114.0,23.0
135.0,91.0,59.0,101.0,128.0,69.0,47.0,40.0,68.0,0.0,11.0,17.0,30.0,17.0,38.0,31.0,22.0,75.0,51.0,65.0,61.0,93.0,40.0,55.0,39.0,47.0,4.0,39.0,134.0,31.0,51.0,75.0,4.0,17.0,130.0,62.0,123.0,68.0,28.0,84.0,10.0,53.0,75.0,48.0,50.0,47.0
142.0,98.0,66.0,108.0,135.0,76.0,36.0,51.0,75.0,11.0,0.0,28.0,19.0,28.0,27.0,20.0,14.0,82.0,40.0,72.0,68.0,100.0,47.0,62.0,28.0,54.0,15.0,28.0,141.0,20.0,40.0,82.0,15.0,24.0,137.0,69.0,130.0,75.0,39.0,91.0,12.0,60.0,82.0,37.0,39.0,54.0
122.0,78.0,46.0,88.0,115.0,56.0,64.0,24.0,55.0,17.0,28.0,0.0,47.0,0.0,55.0,48.0,39.0,62.0,68.0,52.0,48.0,80.0,27.0,42.0,56.0,34.0,13.0,56.0,121.0,48.0,68.0,62.0,13.0,10.0,117.0,49.0,110.0,55.0,15.0,71.0,27.0,40.0,62.0,65.0,67.0,34.0
161.0,117.0,85.0,127.0,154.0,95.0,26.0,70.0,94.0,30.0,19.0,47.0,0.0,47.0,17.0,10.0,33.0,101.0,30.0,91.0,87.0,119.0,66.0,81.0,9.0,73.0,34.0,9.0,160.0,10.0,30.0,101.0,34.0,43.0,156.0,88.0,149.0,94.0,58.0,110.0,31.0,79.0,101.0,27.0,29.0,73.0
122.0,78.0,46.0,88.0,115.0,56.0,64.0,24.0,55.0,17.0,28.0,0.0,47.0,0.0,55.0,48.0,39.0,62.0,68.0,52.0,48.0,80.0,27.0,42.0,56.0,34.0,13.0,56.0,121.0,48.0,68.0,62.0,13.0,10.0,117.0,49.0,110.0,55.0,15.0,71.0,27.0,40.0,62.0,65.0,67.0,34.0
169.0,125.0,93.0,135.0,162.0,103.0,9.0,78.0,102.0,38.0,27.0,55.0,17.0,55.0,0.0,10.0,41.0,109.0,14.0,99.0,95.0,127.0,74.0,89.0,24.0,81.0,42.0,24.0,168.0,10.0,14.0,109.0,42.0,51.0,164.0,96.0,157.0,102.0,66.0,118.0,39.0,87.0,109.0,24.0,12.0,81.0
162.0,118.0,86.0,128.0,155.0,96.0,16.0,71.0,95.0,31.0,20.0,48.0,10.0,48.0,10.0,0.0,34.0,102.0,20.0,92.0,88.0,120.0,67.0,82.0,14.0,74.0,35.0,14.0,161.0,0.0,20.0,102.0,35.0,44.0,157.0,89.0,150.0,95.0,59.0,111.0,32.0,80.0,102.0,17.0,19.0,74.0
153.0,109.0,77.0,119.0,146.0,87.0,50.0,62.0,86.0,22.0,14.0,39.0,33.0,39.0,41.0,34.0,0.0,93.0,54.0,83.0,79.0,111.0,58.0,73.0,42.0,65.0,26.0,42.0,152.0,34.0,54.0,93.0,26.0,35.0,148.0,80.0,141.0,86.0,50.0,102.0,12.0,71.0,93.0,51.0,53.0,65.0
62.0,16.0,46.0,27.0,55.0,22.0,118.0,85.0,30.0,75.0,82.0,62.0,101.0,62.0,109.0,102.0,93.0,0.0,122.0,22.0,23.0,20.0,47.0,20.0,110.0,28.0,71.0,110.0,61.0,102.0,122.0,0.0,71.0,58.0,57.0,29.0,50.0,15.0,76.0,10.0,81.0,23.0,0.0,119.0,121.0,28.0
182.0,138.0,106.0,148.0,175.0,116.0,10.0,91.0,115.0,51.0,40.0,68.0,30.0,68.0,14.0,20.0,54.0,122.0,0.0,112.0,108.0,140.0,87.0,102.0,24.0,94.0,55.0,24.0,181.0,20.0,0.0,122.0,55.0,64.0,177.0,109.0,170.0,115.0,79.0,131.0,52.0,100.0,122.0,10.0,14.0,94.0
83.0,38.0,36.0,48.0,76.0,42.0,108.0,75.0,8.0,65.0,72.0,52.0,91.0,52.0,99.0,92.0,83.0,22.0,112.0,0.0,34.0,41.0,37.0,10.0,100.0,18.0,61.0,100.0,82.0,92.0,112.0,22.0,61.0,48.0,78.0,8.0,71.0,36.0,66.0,31.0,71.0,13.0,22.0,109.0,111.0,18.0
83.0,39.0,38.0,49.0,76.0,8.0,104.0,71.0,42.0,61.0,68.0,48.0,87.0,48.0,95.0,88.0,79.0,23.0,108.0,34.0,0.0,41.0,33.0,24.0,96.0,19.0,57.0,96.0,82.0,88.0,108.0,23.0,57.0,44.0,78.0,41.0,71.0,16.0,62.0,32.0,67.0,32.0,23.0,105.0,107.0,19.0
43.0,9.0,64.0,47.0,36.0,40.0,136.0,103.0,49.0,93.0,100.0,80.0,119.0,80.0,127.0,120.0,111.0,20.0,140.0,41.0,41.0,0.0,65.0,38.0,128.0,46.0,89.0,128.0,42.0,120.0,140.0,20.0,89.0,76.0,38.0,48.0,31.0,33.0,94.0,30.0,99.0,41.0,20.0,137.0,139.0,46.0
107.0,63.0,37.0,73.0,100.0,41.0,83.0,50.0,41.0,40.0,47.0,27.0,66.0,27.0,74.0,67.0,58.0,47.0,87.0,37.0,33.0,65.0,0.0,27.0,75.0,19.0,36.0,75.0,106.0,67.0,87.0,47.0,36.0,23.0,102.0,40.0,95.0,40.0,41.0,56.0,46.0,31.0,47.0,84.0,86.0,19.0
80.0,36.0,26.0,46.0,73.0,32.0,98.0,65.0,18.0,55.0,62.0,42.0,81.0,42.0,89.0,82.0,73.0,20.0,102.0,10.0,24.0,38.0,27.0,0.0,90.0,8.0,51.0,90.0,79.0,82.0,102.0,20.0,51.0,38.0,75.0,17.0,68.0,26.0,56.0,29.0,61.0,8.0,20.0,99.0,101.0,8.0
170.0,126.0,94.0,136.0,163.0,104.0,20.0,79.0,103.0,39.0,28.0,56.0,9.0,56.0,24.0,14.0,42.0,110.0,24.0,100.0,96.0,128.0,75.0,90.0,0.0,82.0,43.0,0.0,169.0,14.0,24.0,110.0,43.0,52.0,165.0,97.0,158.0,103.0,67.0,119.0,40.0,88.0,110.0,21.0,24.0,82.0
88.0,44.0,19.0,54.0,81.0,27.0,90.0,57.0,23.0,47.0,54.0,34.0,73.0,34.0,81.0,74.0,65.0,28.0,94.0,18.0,19.0,46.0,19.0,8.0,82.0,0.0,43.0,82.0,87.0,74.0,94.0,28.0,43.0,30.0,83.0,22.0,76.0,21.0,48.0,37.0,53.0,13.0,28.0,91.0,93.0,0.0
131.0,87.0,55.0,97.0,124.0,65.0,51.0,36.0,64.0,4.0,15.0,13.0,34.0,13.0,42.0,35.0,26.0,71.0,55.0,61.0,57.0,89.0,36.0,51.0,43.0,43.0,0.0,43.0,130.0,35.0,55.0,71.0,0.0,13.0,126.0,58.0,119.0,64.0,24.0,80.0,14.0,49.0,71.0,52.0,54.0,43.0
170.0,126.0,94.0,136.0,163.0,104.0,20.0,79.0,103.0,39.0,28.0,56.0,9.0,56.0,24.0,14.0,42.0,110.0,24.0,100.0,96.0,128.0,75.0,90.0,0.0,82.0,43.0,0.0,169.0,14.0,24.0,110.0,43.0,52.0,165.0,97.0,158.0,103.0,67.0,119.0,40.0,88.0,110.0,21.0,24.0,82.0
11.0,49.0,105.0,88.0,33.0,81.0,177.0,144.0,90.0,134.0,141.0,121.0,160.0,121.0,168.0,161.0,152.0,61.0,181.0,82.0,82.0,42.0,106.0,79.0,169.0,87.0,130.0,169.0,0.0,161.0,181.0,61.0,130.0,117.0,35.0,89.0,11.0,74.0,135.0,71.0,140.0,82.0,61.0,178.0,180.0,87.0
162.0,118.0,86.0,128.0,155.0,96.0,16.0,71.0,95.0,31.0,20.0,48.0,10.0,48.0,10.0,0.0,34.0,102.0,20.0,92.0,88.0,120.0,67.0,82.0,14.0,74.0,35.0,14.0,161.0,0.0,20.0,102.0,35.0,44.0,157.0,89.0,150.0,95.0,59.0,111.0,32.0,80.0,102.0,17.0,19.0,74.0
182.0,138.0,106.0,148.0,175.0,116.0,10.0,91.0,115.0,51.0,40.0,68.0,30.0,68.0,14.0,20.0,54.0,122.0,0.0,112.0,108.0,140.0,87.0,102.0,24.0,94.0,55.0,24.0,181.0,20.0,0.0,122.0,55.0,64.0,177.0,109.0,170.0,115.0,79.0,131.0,52.0,100.0,122.0,10.0,14.0,94.0
62.0,16.0,46.0,27.0,55.0,22.0,118.0,85.0,30.0,75.0,82.0,62.0,101.0,62.0,109.0,102.0,93.0,0.0,122.0,22.0,23.0,20.0,47.0,20.0,110.0,28.0,71.0,110.0,61.0,102.0,122.0,0.0,71.0,58.0,57.0,29.0,50.0,15.0,76.0,10.0,81.0,23.0,0.0,119.0,121.0,28.0
131.0,87.0,55.0,97.0,124.0,65.0,51.0,36.0,64.0,4.0,15.0,13.0,34.0,13.0,42.0,35.0,26.0,71.0,55.0,61.0,57.0,89.0,36.0,51.0,43.0,43.0,0.0,43.0,130.0,35.0,55.0,71.0,0.0,13.0,126.0,58.0,119.0,64.0,24.0,80.0,14.0,49.0,71.0,52.0,54.0,43.0
118.0,74.0,42.0,84.0,111.0,52.0,60.0,33.0,51.0,17.0,24.0,10.0,43.0,10.0,51.0,44.0,35.0,58.0,64.0,48.0,44.0,76.0,23.0,38.0,52.0,30.0,13.0,52.0,117.0,44.0,64.0,58.0,13.0,0.0,113.0,45.0,106.0,51.0,21.0,67.0,23.0,36.0,58.0,61.0,63.0,30.0
36.0,45.0,101.0,84.0,2.0,77.0,173.0,140.0,86.0,130.0,137.0,117.0,156.0,117.0,164.0,157.0,148.0,57.0,177.0,78.0,78.0,38.0,102.0,75.0,165.0,83.0,126.0,165.0,35.0,157.0,177.0,57.0,126.0,113.0,0.0,85.0,24.0,70.0,131.0,67.0,136.0,78.0,57.0,174.0,176.0,83.0
90.0,45.0,33.0,55.0,83.0,49.0,105.0,72.0,11.0,62.0,69.0,49.0,88.0,49.0,96.0,89.0,80.0,29.0,109.0,8.0,41.0,48.0,40.0,17.0,97.0,22.0,58.0,97.0,89.0,89.0,109.0,29.0,58.0,45.0,85.0,0.0,78.0,43.0,63.0,38.0,68.0,9.0,29.0,106.0,108.0,22.0
12.0,38.0,94.0,77.0,22.0,70.0,166.0,133.0,79.0,123.0,130.0,110.0,149.0,110.0,157.0,150.0,141.0,50.0,170.0,71.0,71.0,31.0,95.0,68.0,158.0,76.0,119.0,158.0,11.0,150.0,170.0,50.0,119.0,106.0,24.0,78.0,0.0,63.0,124.0,60.0,129.0,71.0,50.0,167.0,169.0,76.0
75.0,31.0,40.0,42.0,68.0,15.0,111.0,78.0,44.0,68.0,75.0,55.0,94.0,55.0,102.0,95.0,86.0,15.0,115.0,36.0,16.0,33.0,40.0,26.0,103.0,21.0,64.0,103.0,74.0,95.0,115.0,15.0,64.0,51.0,70.0,43.0,63.0,0.0,69.0,25.0,74.0,34.0,15.0,112.0,114.0,21.0
136.0,92.0,60.0,102.0,129.0,70.0,75.0,12.0,69.0,28.0,39.0,15.0,58.0,15.0,66.0,59.0,50.0,76.0,79.0,66.0,62.0,94.0,41.0,56.0,67.0,48.0,24.0,67.0,135.0,59.0,79.0,76.0,24.0,21.0,131.0,63.0,124.0,69.0,0.0,85.0,38.0,54.0,76.0,76.0,78.0,48.0
72.0,22.0,55.0,17.0,65.0,31.0,127.0,94.0,39.0,84.0,91.0,71.0,110.0,71.0,118.0,111.0,102.0,10.0,131.0,31.0,32.0,30.0,56.0,29.0,119.0,37.0,80.0,119.0,71.0,111.0,131.0,10.0,80.0,67.0,67.0,38.0,60.0,25.0,85.0,0.0,90.0,32.0,10.0,128.0,130.0,37.0
141.0,97.0,65.0,107.0,134.0,75.0,48.0,50.0,74.0,10.0,12.0,27.0,31.0,27.0,39.0,32.0,12.0,81.0,52.0,71.0,67.0,99.0,46.0,61.0,40.0,53.0,14.0,40.0,140.0,32.0,52.0,81.0,14.0,23.0,136.0,68.0,129.0,74.0,38.0,90.0,0.0,59.0,81.0,49.0,51.0,53.0
83.0,39.0,24.0,49.0,76.0,40.0,96.0,63.0,16.0,53.0,60.0,40.0,79.0,40.0,87.0,80.0,71.0,23.0,100.0,13.0,32.0,41.0,31.0,8.0,88.0,13.0,49.0,88.0,82.0,80.0,100.0,23.0,49.0,36.0,78.0,9.0,71.0,34.0,54.0,32.0,59.0,0.0,23.0,97.0,99.0,13.0
62.0,16.0,46.0,27.0,55.0,22.0,118.0,85.0,30.0,75.0,82.0,62.0,101.0,62.0,109.0,102.0,93.0,0.0,122.0,22.0,23.0,20.0,47.0,20.0,110.0,28.0,71.0,110.0,61.0,102.0,122.0,0.0,71.0,58.0,57.0,29.0,50.0,15.0,76.0,10.0,81.0,23.0,0.0,119.0,121.0,28.0
179.0,135.0,103.0,145.0,172.0,113.0,20.0,88.0,112.0,48.0,37.0,65.0,27.0,65.0,24.0,17.0,51.0,119.0,10.0,109.0,105.0,137.0,84.0,99.0,21.0,91.0,52.0,21.0,178.0,17.0,10.0,119.0,52.0,61.0,174.0,106.0,167.0,112.0,76.0,128.0,49.0,97.0,119.0,0.0,24.0,91.0
181.0,137.0,105.0,147.0,174.0,115.0,4.0,90.0,114.0,50.0,39.0,67.0,29.0,67.0,12.0,19.0,53.0,121.0,14.0,111.0,107.0,139.0,86.0,101.0,24.0,93.0,54.0,24.0,180.0,19.0,14.0,121.0,54.0,63.0,176.0,108.0,169.0,114.0,78.0,130.0,51.0,99.0,121.0,24.0,0.0,93.0
88.0,44.0,19.0,54.0,81.0,27.0,90.0,57.0,23.0,47.0,54.0,34.0,73.0,34.0,81.0,74.0,65.0,28.0,94.0,18.0,19.0,46.0,19.0,8.0,82.0,0.0,43.0,82.0,87.0,74.0,94.0,28.0,43.0,30.0,83.0,22.0,76.0,21.0,48.0,37.0,53.0,13.0,28.0,91.0,93.0,0.0
