0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,84.0,39.0,46.0,50.0,91.0,56.0,111.0,78.0,68.0,11.0,49.0,58.0,84.0,42.0,44.0,102.0,3.0,39.0,52.0,98.0,95.0,30.0,33.0,41.0,84.0,49.0,48.0,93.0,48.0,76.0,44.0,38.0,52.0,75.0,93.0,74.0
84.0,0.0,99.0,43.0,75.0,34.0,82.0,171.0,138.0,128.0,83.0,36.0,84.0,10.0,102.0,68.0,162.0,87.0,99.0,76.0,41.0,155.0,90.0,93.0,100.0,10.0,73.0,63.0,36.0,63.0,20.0,68.0,98.0,76.0,135.0,36.0,10.0
39.0,99.0,0.0,62.0,46.0,106.0,72.0,102.0,69.0,59.0,33.0,64.0,74.0,99.0,8.0,40.0,93.0,40.0,34.0,48.0,113.0,86.0,25.0,12.0,37.0,99.0,65.0,64.0,108.0,64.0,91.0,40.0,3.0,48.0,66.0,108.0,89.0
46.0,43.0,62.0,0.0,38.0,50.0,39.0,134.0,101.0,91.0,45.0,9.0,41.0,43.0,65.0,31.0,125.0,49.0,62.0,39.0,57.0,118.0,53.0,56.0,63.0,43.0,30.0,20.0,52.0,20.0,35.0,31.0,61.0,39.0,98.0,52.0,33.0
50.0,75.0,46.0,38.0,0.0,82.0,48.0,112.0,79.0,69.0,49.0,40.0,50.0,75.0,48.0,15.0,103.0,53.0,40.0,12.0,89.0,96.0,31.0,34.0,41.0,75.0,41.0,40.0,84.0,40.0,67.0,15.0,45.0,4.0,76.0,84.0,65.0
91.0,34.0,106.0,50.0,82.0,0.0,89.0,178.0,145.0,135.0,90.0,43.0,91.0,31.0,109.0,75.0,169.0,94.0,106.0,83.0,10.0,162.0,97.0,100.0,107.0,31.0,80.0,70.0,19.0,70.0,19.0,75.0,105.0,83.0,142.0,19.0,33.0
56.0,82.0,72.0,39.0,48.0,89.0,0.0,144.0,111.0,101.0,55.0,47.0,9.0,82.0,75.0,42.0,135.0,59.0,72.0,50.0,96.0,128.0,63.0,66.0,73.0,82.0,9.0,21.0,91.0,21.0,74.0,42.0,71.0,50.0,108.0,91.0,72.0
111.0,171.0,102.0,134.0,112.0,178.0,144.0,0.0,87.0,47.0,105.0,136.0,146.0,171.0,104.0,111.0,9.0,112.0,72.0,114.0,185.0,16.0,81.0,90.0,83.0,171.0,137.0,136.0,180.0,136.0,163.0,111.0,101.0,114.0,36.0,180.0,161.0
78.0,138.0,69.0,101.0,79.0,145.0,111.0,87.0,0.0,40.0,72.0,103.0,113.0,138.0,71.0,78.0,78.0,79.0,39.0,81.0,152.0,71.0,48.0,57.0,50.0,138.0,104.0,103.0,147.0,103.0,130.0,78.0,68.0,81.0,51.0,147.0,128.0
68.0,128.0,59.0,91.0,69.0,135.0,101.0,47.0,40.0,0.0,62.0,93.0,103.0,128.0,61.0,68.0,38.0,69.0,29.0,71.0,142.0,31.0,38.0,47.0,40.0,128.0,94.0,93.0,137.0,93.0,120.0,68.0,58.0,71.0,11.0,137.0,118.0
11.0,83.0,33.0,45.0,49.0,90.0,55.0,105.0,72.0,62.0,0.0,48.0,57.0,83.0,36.0,43.0,96.0,12.0,37.0,51.0,97.0,89.0,28.0,27.0,40.0,83.0,48.0,47.0,92.0,47.0,75.0,43.0,32.0,51.0,69.0,92.0,73.0
49.0,36.0,64.0,9.0,40.0,43.0,47.0,136.0,103.0,93.0,48.0,0.0,49.0,36.0,67.0,33.0,127.0,52.0,64.0,41.0,50.0,120.0,55.0,58.0,65.0,36.0,38.0,28.0,45.0,28.0,28.0,33.0,63.0,41.0,100.0,45.0,26.0
58.0,84.0,74.0,41.0,50.0,91.0,9.0,146.0,113.0,103.0,57.0,49.0,0.0,84.0,77.0,44.0,137.0,61.0,74.0,52.0,98.0,130.0,65.0,68.0,75.0,84.0,14.0,23.0,93.0,23.0,76.0,44.0,73.0,52.0,110.0,93.0,74.0
84.0,10.0,99.0,43.0,75.0,31.0,82.0,171.0,138.0,128.0,83.0,36.0,84.0,0.0,102.0,68.0,162.0,87.0,99.0,76.0,38.0,155.0,90.0,93.0,100.0,0.0,73.0,63.0,33.0,63.0,20.0,68.0,98.0,76.0,135.0,33.0,10.0
42.0,102.0,8.0,65.0,48.0,109.0,75.0,104.0,71.0,61.0,36.0,67.0,77.0,102.0,0.0,42.0,95.0,43.0,36.0,50.0,116.0,88.0,27.0,14.0,39.0,102.0,68.0,67.0,111.0,67.0,94.0,42.0,11.0,50.0,68.0,111.0,92.0
44.0,68.0,40.0,31.0,15.0,75.0,42.0,111.0,78.0,68.0,43.0,33.0,44.0,68.0,42.0,0.0,102.0,47.0,39.0,8.0,82.0,95.0,30.0,33.0,40.0,68.0,34.0,33.0,77.0,33.0,60.0,0.0,39.0,11.0,75.0,77.0,58.0
102.0,162.0,93.0,125.0,103.0,169.0,135.0,9.0,78.0,38.0,96.0,127.0,137.0,162.0,95.0,102.0,0.0,103.0,63.0,105.0,176.0,10.0,72.0,81.0,74.0,162.0,128.0,127.0,171.0,127.0,154.0,102.0,92.0,105.0,27.0,171.0,152.0
3.0,87.0,40.0,49.0,53.0,94.0,59.0,112.0,79.0,69.0,12.0,52.0,61.0,87.0,43.0,47.0,103.0,0.0,41.0,55.0,101.0,96.0,32.0,34.0,44.0,87.0,52.0,51.0,96.0,51.0,79.0,47.0,39.0,55.0,76.0,96.0,77.0
39.0,99.0,34.0,62.0,40.0,106.0,72.0,72.0,39.0,29.0,37.0,64.0,74.0,99.0,36.0,39.0,63.0,41.0,0.0,42.0,113.0,56.0,9.0,22.0,11.0,99.0,65.0,64.0,108.0,64.0,91.0,39.0,33.0,42.0,36.0,108.0,89.0
52.0,76.0,48.0,39.0,12.0,83.0,50.0,114.0,81.0,71.0,51.0,41.0,52.0,76.0,50.0,8.0,105.0,55.0,42.0,0.0,90.0,98.0,33.0,36.0,43.0,76.0,42.0,41.0,85.0,41.0,68.0,8.0,47.0,8.0,78.0,85.0,66.0
98.0,41.0,113.0,57.0,89.0,10.0,96.0,185.0,152.0,142.0,97.0,50.0,98.0,38.0,116.0,82.0,176.0,101.0,113.0,90.0,0.0,169.0,104.0,107.0,114.0,38.0,87.0,77.0,9.0,77.0,22.0,82.0,112.0,90.0,149.0,9.0,40.0
95.0,155.0,86.0,118.0,96.0,162.0,128.0,16.0,71.0,31.0,89.0,120.0,130.0,155.0,88.0,95.0,10.0,96.0,56.0,98.0,169.0,0.0,65.0,74.0,67.0,155.0,121.0,120.0,164.0,120.0,147.0,95.0,85.0,98.0,20.0,164.0,145.0
30.0,90.0,25.0,53.0,31.0,97.0,63.0,81.0,48.0,38.0,28.0,55.0,65.0,90.0,27.0,30.0,72.0,32.0,9.0,33.0,104.0,65.0,0.0,13.0,12.0,90.0,56.0,55.0,99.0,55.0,82.0,30.0,24.0,33.0,45.0,99.0,80.0
33.0,93.0,12.0,56.0,34.0,100.0,66.0,90.0,57.0,47.0,27.0,58.0,68.0,93.0,14.0,33.0,81.0,34.0,22.0,36.0,107.0,74.0,13.0,0.0,25.0,93.0,59.0,58.0,102.0,58.0,85.0,33.0,11.0,36.0,54.0,102.0,83.0
41.0,100.0,37.0,63.0,41.0,107.0,73.0,83.0,50.0,40.0,40.0,65.0,75.0,100.0,39.0,40.0,74.0,44.0,11.0,43.0,114.0,67.0,12.0,25.0,0.0,100.0,66.0,65.0,109.0,65.0,92.0,40.0,36.0,43.0,47.0,109.0,90.0
84.0,10.0,99.0,43.0,75.0,31.0,82.0,171.0,138.0,128.0,83.0,36.0,84.0,0.0,102.0,68.0,162.0,87.0,99.0,76.0,38.0,155.0,90.0,93.0,100.0,0.0,73.0,63.0,33.0,63.0,20.0,68.0,98.0,76.0,135.0,33.0,10.0
49.0,73.0,65.0,30.0,41.0,80.0,9.0,137.0,104.0,94.0,48.0,38.0,14.0,73.0,68.0,34.0,128.0,52.0,65.0,42.0,87.0,121.0,56.0,59.0,66.0,73.0,0.0,12.0,82.0,12.0,65.0,34.0,64.0,42.0,101.0,82.0,63.0
48.0,63.0,64.0,20.0,40.0,70.0,21.0,136.0,103.0,93.0,47.0,28.0,23.0,63.0,67.0,33.0,127.0,51.0,64.0,41.0,77.0,120.0,55.0,58.0,65.0,63.0,12.0,0.0,72.0,0.0,55.0,33.0,63.0,41.0,100.0,72.0,53.0
93.0,36.0,108.0,52.0,84.0,19.0,91.0,180.0,147.0,137.0,92.0,45.0,93.0,33.0,111.0,77.0,171.0,96.0,108.0,85.0,9.0,164.0,99.0,102.0,109.0,33.0,82.0,72.0,0.0,72.0,17.0,77.0,107.0,85.0,144.0,0.0,35.0
48.0,63.0,64.0,20.0,40.0,70.0,21.0,136.0,103.0,93.0,47.0,28.0,23.0,63.0,67.0,33.0,127.0,51.0,64.0,41.0,77.0,120.0,55.0,58.0,65.0,63.0,12.0,0.0,72.0,0.0,55.0,33.0,63.0,41.0,100.0,72.0,53.0
76.0,20.0,91.0,35.0,67.0,19.0,74.0,163.0,130.0,120.0,75.0,28.0,76.0,20.0,94.0,60.0,154.0,79.0,91.0,68.0,22.0,147.0,82.0,85.0,92.0,20.0,65.0,55.0,17.0,55.0,0.0,60.0,90.0,68.0,127.0,17.0,18.0
44.0,68.0,40.0,31.0,15.0,75.0,42.0,111.0,78.0,68.0,43.0,33.0,44.0,68.0,42.0,0.0,102.0,47.0,39.0,8.0,82.0,95.0,30.0,33.0,40.0,68.0,34.0,33.0,77.0,33.0,60.0,0.0,39.0,11.0,75.0,77.0,58.0
38.0,98.0,3.0,61.0,45.0,105.0,71.0,101.0,68.0,58.0,32.0,63.0,73.0,98.0,11.0,39.0,92.0,39.0,33.0,47.0,112.0,85.0,24.0,11.0,36.0,98.0,64.0,63.0,107.0,63.0,90.0,39.0,0.0,47.0,65.0,107.0,88.0
52.0,76.0,48.0,39.0,4.0,83.0,50.0,114.0,81.0,71.0,51.0,41.0,52.0,76.0,50.0,11.0,105.0,55.0,42.0,8.0,90.0,98.0,33.0,36.0,43.0,76.0,42.0,41.0,85.0,41.0,68.0,11.0,47.0,0.0,78.0,85.0,66.0
75.0,135.0,66.0,98.0,76.0,142.0,108.0,36.0,51.0,11.0,69.0,100.0,110.0,135.0,68.0,75.0,27.0,76.0,36.0,78.0,149.0,20.0,45.0,54.0,47.0,135.0,101.0,100.0,144.0,100.0,127.0,75.0,65.0,78.0,0.0,144.0,125.0
93.0,36.0,108.0,52.0,84.0,19.0,91.0,180.0,147.0,137.0,92.0,45.0,93.0,33.0,111.0,77.0,171.0,96.0,108.0,85.0,9.0,164.0,99.0,102.0,109.0,33.0,82.0,72.0,0.0,72.0,17.0,77.0,107.0,85.0,144.0,0.0,35.0
74.0,10.0,89.0,33.0,65.0,33.0,72.0,161.0,128.0,118.0,73.0,26.0,74.0,10.0,92.0,58.0,152.0,77.0,89.0,66.0,40.0,145.0,80.0,83.0,90.0,10.0,63.0,53.0,35.0,53.0,18.0,58.0,88.0,66.0,125.0,35.0,0.0
