0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,46.0,39.0,50.0,56.0,91.0,84.0,68.0,111.0,78.0,97.0,82.0,48.0,104.0,44.0,42.0,52.0,3.0,52.0,76.0,49.0,41.0,23.0,84.0,93.0,95.0,74.0,82.0,41.0,84.0,115.0,104.0,84.0,86.0,18.0,114.0,35.0
46.0,0.0,62.0,38.0,39.0,50.0,43.0,91.0,134.0,101.0,56.0,105.0,20.0,127.0,2.0,65.0,42.0,49.0,39.0,35.0,30.0,63.0,44.0,43.0,52.0,118.0,97.0,105.0,63.0,43.0,138.0,127.0,43.0,45.0,28.0,137.0,31.0
39.0,62.0,0.0,46.0,72.0,106.0,99.0,59.0,102.0,69.0,112.0,73.0,64.0,95.0,60.0,8.0,48.0,40.0,48.0,91.0,65.0,37.0,19.0,99.0,108.0,86.0,65.0,73.0,37.0,99.0,106.0,95.0,99.0,101.0,38.0,105.0,31.0
50.0,38.0,46.0,0.0,48.0,82.0,75.0,69.0,112.0,79.0,88.0,83.0,40.0,105.0,36.0,48.0,4.0,53.0,12.0,67.0,41.0,41.0,27.0,75.0,84.0,96.0,75.0,83.0,41.0,75.0,116.0,105.0,75.0,77.0,32.0,115.0,15.0
56.0,39.0,72.0,48.0,0.0,89.0,82.0,101.0,144.0,111.0,95.0,115.0,21.0,137.0,41.0,75.0,52.0,59.0,50.0,74.0,9.0,73.0,54.0,82.0,91.0,128.0,107.0,115.0,73.0,82.0,148.0,137.0,82.0,84.0,38.0,147.0,41.0
91.0,50.0,106.0,82.0,89.0,0.0,34.0,135.0,178.0,145.0,6.0,149.0,70.0,171.0,48.0,109.0,86.0,94.0,83.0,19.0,80.0,107.0,88.0,31.0,19.0,162.0,141.0,149.0,107.0,31.0,182.0,171.0,31.0,6.0,73.0,181.0,75.0
84.0,43.0,99.0,75.0,82.0,34.0,0.0,128.0,171.0,138.0,40.0,142.0,63.0,164.0,41.0,102.0,79.0,87.0,76.0,20.0,73.0,100.0,81.0,10.0,36.0,155.0,134.0,142.0,100.0,10.0,175.0,164.0,10.0,29.0,66.0,174.0,68.0
68.0,91.0,59.0,69.0,101.0,135.0,128.0,0.0,47.0,40.0,141.0,44.0,93.0,40.0,89.0,61.0,71.0,69.0,71.0,120.0,94.0,40.0,47.0,128.0,137.0,31.0,10.0,44.0,40.0,128.0,51.0,40.0,128.0,130.0,67.0,50.0,60.0
111.0,134.0,102.0,112.0,144.0,178.0,171.0,47.0,0.0,87.0,184.0,91.0,136.0,13.0,132.0,104.0,114.0,112.0,114.0,163.0,137.0,83.0,90.0,171.0,180.0,16.0,48.0,91.0,83.0,171.0,10.0,13.0,171.0,173.0,110.0,4.0,103.0
78.0,101.0,69.0,79.0,111.0,145.0,138.0,40.0,87.0,0.0,151.0,9.0,103.0,80.0,99.0,71.0,81.0,79.0,81.0,130.0,104.0,50.0,57.0,138.0,147.0,71.0,50.0,9.0,50.0,138.0,91.0,80.0,138.0,140.0,77.0,90.0,70.0
97.0,56.0,112.0,88.0,95.0,6.0,40.0,141.0,184.0,151.0,0.0,155.0,76.0,177.0,54.0,115.0,92.0,100.0,89.0,21.0,86.0,113.0,94.0,37.0,21.0,168.0,147.0,155.0,113.0,37.0,188.0,177.0,37.0,12.0,79.0,187.0,81.0
82.0,105.0,73.0,83.0,115.0,149.0,142.0,44.0,91.0,9.0,155.0,0.0,107.0,84.0,103.0,75.0,85.0,83.0,85.0,134.0,108.0,54.0,61.0,142.0,151.0,75.0,54.0,0.0,54.0,142.0,95.0,84.0,142.0,144.0,81.0,94.0,74.0
48.0,20.0,64.0,40.0,21.0,70.0,63.0,93.0,136.0,103.0,76.0,107.0,0.0,129.0,22.0,67.0,44.0,51.0,41.0,55.0,12.0,65.0,46.0,63.0,72.0,120.0,99.0,107.0,65.0,63.0,140.0,129.0,63.0,65.0,30.0,139.0,33.0
104.0,127.0,95.0,105.0,137.0,171.0,164.0,40.0,13.0,80.0,177.0,84.0,129.0,0.0,125.0,97.0,107.0,105.0,107.0,156.0,130.0,76.0,83.0,164.0,173.0,9.0,41.0,84.0,76.0,164.0,11.0,0.0,164.0,166.0,103.0,17.0,96.0
44.0,2.0,60.0,36.0,41.0,48.0,41.0,89.0,132.0,99.0,54.0,103.0,22.0,125.0,0.0,63.0,40.0,47.0,37.0,33.0,32.0,61.0,42.0,41.0,50.0,116.0,95.0,103.0,61.0,41.0,136.0,125.0,41.0,43.0,26.0,135.0,29.0
42.0,65.0,8.0,48.0,75.0,109.0,102.0,61.0,104.0,71.0,115.0,75.0,67.0,97.0,63.0,0.0,50.0,43.0,50.0,94.0,68.0,39.0,21.0,102.0,111.0,88.0,67.0,75.0,39.0,102.0,108.0,97.0,102.0,104.0,41.0,107.0,34.0
52.0,42.0,48.0,4.0,52.0,86.0,79.0,71.0,114.0,81.0,92.0,85.0,44.0,107.0,40.0,50.0,0.0,55.0,16.0,71.0,45.0,43.0,29.0,79.0,88.0,98.0,77.0,85.0,43.0,79.0,118.0,107.0,79.0,81.0,34.0,117.0,17.0
3.0,49.0,40.0,53.0,59.0,94.0,87.0,69.0,112.0,79.0,100.0,83.0,51.0,105.0,47.0,43.0,55.0,0.0,55.0,79.0,52.0,44.0,26.0,87.0,96.0,96.0,75.0,83.0,44.0,87.0,116.0,105.0,87.0,89.0,21.0,115.0,38.0
52.0,39.0,48.0,12.0,50.0,83.0,76.0,71.0,114.0,81.0,89.0,85.0,41.0,107.0,37.0,50.0,16.0,55.0,0.0,68.0,42.0,43.0,29.0,76.0,85.0,98.0,77.0,85.0,43.0,76.0,118.0,107.0,76.0,78.0,34.0,117.0,17.0
76.0,35.0,91.0,67.0,74.0,19.0,20.0,120.0,163.0,130.0,21.0,134.0,55.0,156.0,33.0,94.0,71.0,79.0,68.0,0.0,65.0,92.0,73.0,20.0,17.0,147.0,126.0,134.0,92.0,20.0,167.0,156.0,20.0,18.0,58.0,166.0,60.0
49.0,30.0,65.0,41.0,9.0,80.0,73.0,94.0,137.0,104.0,86.0,108.0,12.0,130.0,32.0,68.0,45.0,52.0,42.0,65.0,0.0,66.0,47.0,73.0,82.0,121.0,100.0,108.0,66.0,73.0,141.0,130.0,73.0,75.0,31.0,140.0,34.0
41.0,63.0,37.0,41.0,73.0,107.0,100.0,40.0,83.0,50.0,113.0,54.0,65.0,76.0,61.0,39.0,43.0,44.0,43.0,92.0,66.0,0.0,19.0,100.0,109.0,67.0,46.0,54.0,0.0,100.0,87.0,76.0,100.0,102.0,39.0,86.0,32.0
23.0,44.0,19.0,27.0,54.0,88.0,81.0,47.0,90.0,57.0,94.0,61.0,46.0,83.0,42.0,21.0,29.0,26.0,29.0,73.0,47.0,19.0,0.0,81.0,90.0,74.0,53.0,61.0,19.0,81.0,94.0,83.0,81.0,83.0,20.0,93.0,13.0
84.0,43.0,99.0,75.0,82.0,31.0,10.0,128.0,171.0,138.0,37.0,142.0,63.0,164.0,41.0,102.0,79.0,87.0,76.0,20.0,73.0,100.0,81.0,0.0,33.0,155.0,134.0,142.0,100.0,0.0,175.0,164.0,0.0,26.0,66.0,174.0,68.0
93.0,52.0,108.0,84.0,91.0,19.0,36.0,137.0,180.0,147.0,21.0,151.0,72.0,173.0,50.0,111.0,88.0,96.0,85.0,17.0,82.0,109.0,90.0,33.0,0.0,164.0,143.0,151.0,109.0,33.0,184.0,173.0,33.0,18.0,75.0,183.0,77.0
95.0,118.0,86.0,96.0,128.0,162.0,155.0,31.0,16.0,71.0,168.0,75.0,120.0,9.0,116.0,88.0,98.0,96.0,98.0,147.0,121.0,67.0,74.0,155.0,164.0,0.0,32.0,75.0,67.0,155.0,20.0,9.0,155.0,157.0,94.0,19.0,87.0
74.0,97.0,65.0,75.0,107.0,141.0,134.0,10.0,48.0,50.0,147.0,54.0,99.0,41.0,95.0,67.0,77.0,75.0,77.0,126.0,100.0,46.0,53.0,134.0,143.0,32.0,0.0,54.0,46.0,134.0,52.0,41.0,134.0,136.0,73.0,51.0,66.0
82.0,105.0,73.0,83.0,115.0,149.0,142.0,44.0,91.0,9.0,155.0,0.0,107.0,84.0,103.0,75.0,85.0,83.0,85.0,134.0,108.0,54.0,61.0,142.0,151.0,75.0,54.0,0.0,54.0,142.0,95.0,84.0,142.0,144.0,81.0,94.0,74.0
41.0,63.0,37.0,41.0,73.0,107.0,100.0,40.0,83.0,50.0,113.0,54.0,65.0,76.0,61.0,39.0,43.0,44.0,43.0,92.0,66.0,0.0,19.0,100.0,109.0,67.0,46.0,54.0,0.0,100.0,87.0,76.0,100.0,102.0,39.0,86.0,32.0
84.0,43.0,99.0,75.0,82.0,31.0,10.0,128.0,171.0,138.0,37.0,142.0,63.0,164.0,41.0,102.0,79.0,87.0,76.0,20.0,73.0,100.0,81.0,0.0,33.0,155.0,134.0,142.0,100.0,0.0,175.0,164.0,0.0,26.0,66.0,174.0,68.0
115.0,138.0,106.0,116.0,148.0,182.0,175.0,51.0,10.0,91.0,188.0,95.0,140.0,11.0,136.0,108.0,118.0,116.0,118.0,167.0,141.0,87.0,94.0,175.0,184.0,20.0,52.0,95.0,87.0,175.0,0.0,11.0,175.0,177.0,114.0,14.0,107.0
104.0,127.0,95.0,105.0,137.0,171.0,164.0,40.0,13.0,80.0,177.0,84.0,129.0,0.0,125.0,97.0,107.0,105.0,107.0,156.0,130.0,76.0,83.0,164.0,173.0,9.0,41.0,84.0,76.0,164.0,11.0,0.0,164.0,166.0,103.0,17.0,96.0
84.0,43.0,99.0,75.0,82.0,31.0,10.0,128.0,171.0,138.0,37.0,142.0,63.0,164.0,41.0,102.0,79.0,87.0,76.0,20.0,73.0,100.0,81.0,0.0,33.0,155.0,134.0,142.0,100.0,0.0,175.0,164.0,0.0,26.0,66.0,174.0,68.0
86.0,45.0,101.0,77.0,84.0,6.0,29.0,130.0,173.0,140.0,12.0,144.0,65.0,166.0,43.0,104.0,81.0,89.0,78.0,18.0,75.0,102.0,83.0,26.0,18.0,157.0,136.0,144.0,102.0,26.0,177.0,166.0,26.0,0.0,68.0,176.0,70.0
18.0,28.0,38.0,32.0,38.0,73.0,66.0,67.0,110.0,77.0,79.0,81.0,30.0,103.0,26.0,41.0,34.0,21.0,34.0,58.0,31.0,39.0,20.0,66.0,75.0,94.0,73.0,81.0,39.0,66.0,114.0,103.0,66.0,68.0,0.0,113.0,17.0
114.0,137.0,105.0,115.0,147.0,181.0,174.0,50.0,4.0,90.0,187.0,94.0,139.0,17.0,135.0,107.0,117.0,115.0,117.0,166.0,140.0,86.0,93.0,174.0,183.0,19.0,51.0,94.0,86.0,174.0,14.0,17.0,174.0,176.0,113.0,0.0,106.0
35.0,31.0,31.0,15.0,41.0,75.0,68.0,60.0,103.0,70.0,81.0,74.0,33.0,96.0,29.0,34.0,17.0,38.0,17.0,60.0,34.0,32.0,13.0,68.0,77.0,87.0,66.0,74.0,32.0,68.0,107.0,96.0,68.0,70.0,17.0,106.0,0.0
