0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,40.0,135.0,68.0,91.0,128.0,60.0,31.0,38.0,84.0,20.0,71.0,29.0,141.0,38.0,17.0,22.0,22.0,123.0,99.0,44.0,120.0,62.0,84.0,44.0,89.0,123.0,84.0,84.0,137.0,99.0,103.0,71.0,75.0,142.0,130.0,93.0,141.0,28.0,29.0,44.0
40.0,0.0,145.0,78.0,101.0,138.0,70.0,71.0,78.0,94.0,60.0,81.0,39.0,151.0,48.0,24.0,62.0,62.0,133.0,109.0,9.0,130.0,72.0,94.0,9.0,99.0,133.0,94.0,94.0,147.0,109.0,113.0,81.0,85.0,152.0,140.0,103.0,151.0,12.0,39.0,9.0
135.0,145.0,0.0,91.0,50.0,31.0,75.0,162.0,169.0,72.0,151.0,86.0,106.0,6.0,97.0,122.0,153.0,153.0,12.0,37.0,149.0,19.0,90.0,72.0,149.0,48.0,12.0,72.0,72.0,19.0,37.0,91.0,83.0,62.0,10.0,36.0,70.0,6.0,136.0,106.0,149.0
68.0,78.0,91.0,0.0,46.0,84.0,35.0,95.0,102.0,39.0,84.0,52.0,39.0,97.0,30.0,55.0,86.0,86.0,79.0,55.0,82.0,76.0,11.0,39.0,82.0,44.0,79.0,39.0,39.0,93.0,55.0,58.0,52.0,30.0,98.0,86.0,48.0,97.0,69.0,39.0,82.0
91.0,101.0,50.0,46.0,0.0,43.0,31.0,118.0,125.0,22.0,107.0,42.0,62.0,56.0,53.0,78.0,109.0,109.0,38.0,14.0,105.0,35.0,45.0,22.0,105.0,2.0,38.0,22.0,22.0,52.0,14.0,41.0,39.0,16.0,57.0,45.0,20.0,56.0,92.0,62.0,105.0
128.0,138.0,31.0,84.0,43.0,0.0,68.0,155.0,162.0,65.0,144.0,79.0,99.0,37.0,90.0,115.0,146.0,146.0,19.0,29.0,142.0,20.0,83.0,65.0,142.0,41.0,19.0,65.0,65.0,33.0,29.0,84.0,76.0,55.0,38.0,12.0,63.0,37.0,129.0,99.0,142.0
60.0,70.0,75.0,35.0,31.0,68.0,0.0,87.0,94.0,24.0,76.0,17.0,31.0,81.0,22.0,47.0,78.0,78.0,63.0,39.0,74.0,60.0,34.0,24.0,74.0,29.0,63.0,24.0,24.0,77.0,39.0,43.0,17.0,15.0,82.0,70.0,33.0,81.0,61.0,31.0,74.0
31.0,71.0,162.0,95.0,118.0,155.0,87.0,0.0,15.0,111.0,15.0,98.0,56.0,168.0,65.0,48.0,34.0,34.0,150.0,126.0,75.0,147.0,89.0,111.0,75.0,116.0,150.0,111.0,111.0,164.0,126.0,130.0,98.0,102.0,169.0,157.0,120.0,168.0,59.0,56.0,75.0
38.0,78.0,169.0,102.0,125.0,162.0,94.0,15.0,0.0,118.0,18.0,105.0,63.0,175.0,72.0,55.0,41.0,41.0,157.0,133.0,82.0,154.0,96.0,118.0,82.0,123.0,157.0,118.0,118.0,171.0,133.0,137.0,105.0,109.0,176.0,164.0,127.0,175.0,66.0,63.0,82.0
84.0,94.0,72.0,39.0,22.0,65.0,24.0,111.0,118.0,0.0,100.0,35.0,55.0,78.0,46.0,71.0,102.0,102.0,60.0,36.0,98.0,57.0,38.0,0.0,98.0,24.0,60.0,0.0,0.0,74.0,36.0,19.0,33.0,10.0,79.0,67.0,10.0,78.0,85.0,55.0,98.0
20.0,60.0,151.0,84.0,107.0,144.0,76.0,15.0,18.0,100.0,0.0,87.0,45.0,157.0,54.0,37.0,23.0,23.0,139.0,115.0,64.0,136.0,78.0,100.0,64.0,105.0,139.0,100.0,100.0,153.0,115.0,119.0,87.0,91.0,158.0,146.0,109.0,157.0,48.0,45.0,64.0
71.0,81.0,86.0,52.0,42.0,79.0,17.0,98.0,105.0,35.0,87.0,0.0,42.0,92.0,33.0,58.0,89.0,89.0,74.0,50.0,85.0,71.0,51.0,35.0,85.0,40.0,74.0,35.0,35.0,88.0,50.0,54.0,8.0,26.0,93.0,81.0,44.0,92.0,72.0,42.0,85.0
29.0,39.0,106.0,39.0,62.0,99.0,31.0,56.0,63.0,55.0,45.0,42.0,0.0,112.0,9.0,16.0,47.0,47.0,94.0,70.0,43.0,91.0,37.0,55.0,43.0,60.0,94.0,55.0,55.0,108.0,70.0,74.0,42.0,46.0,113.0,101.0,64.0,112.0,30.0,0.0,43.0
141.0,151.0,6.0,97.0,56.0,37.0,81.0,168.0,175.0,78.0,157.0,92.0,112.0,0.0,103.0,128.0,159.0,159.0,18.0,43.0,155.0,21.0,96.0,78.0,155.0,54.0,18.0,78.0,78.0,21.0,43.0,97.0,89.0,68.0,12.0,42.0,76.0,0.0,142.0,112.0,155.0
38.0,48.0,97.0,30.0,53.0,90.0,22.0,65.0,72.0,46.0,54.0,33.0,9.0,103.0,0.0,25.0,56.0,56.0,85.0,61.0,52.0,82.0,28.0,46.0,52.0,51.0,85.0,46.0,46.0,99.0,61.0,65.0,33.0,37.0,104.0,92.0,55.0,103.0,39.0,9.0,52.0
17.0,24.0,122.0,55.0,78.0,115.0,47.0,48.0,55.0,71.0,37.0,58.0,16.0,128.0,25.0,0.0,39.0,39.0,110.0,86.0,28.0,107.0,49.0,71.0,28.0,76.0,110.0,71.0,71.0,124.0,86.0,90.0,58.0,62.0,129.0,117.0,80.0,128.0,15.0,16.0,28.0
22.0,62.0,153.0,86.0,109.0,146.0,78.0,34.0,41.0,102.0,23.0,89.0,47.0,159.0,56.0,39.0,0.0,0.0,141.0,117.0,66.0,138.0,80.0,102.0,66.0,107.0,141.0,102.0,102.0,155.0,117.0,121.0,89.0,93.0,160.0,148.0,111.0,159.0,50.0,47.0,66.0
22.0,62.0,153.0,86.0,109.0,146.0,78.0,34.0,41.0,102.0,23.0,89.0,47.0,159.0,56.0,39.0,0.0,0.0,141.0,117.0,66.0,138.0,80.0,102.0,66.0,107.0,141.0,102.0,102.0,155.0,117.0,121.0,89.0,93.0,160.0,148.0,111.0,159.0,50.0,47.0,66.0
123.0,133.0,12.0,79.0,38.0,19.0,63.0,150.0,157.0,60.0,139.0,74.0,94.0,18.0,85.0,110.0,141.0,141.0,0.0,25.0,137.0,9.0,78.0,60.0,137.0,36.0,0.0,60.0,60.0,14.0,25.0,79.0,71.0,50.0,19.0,24.0,58.0,18.0,124.0,94.0,137.0
99.0,109.0,37.0,55.0,14.0,29.0,39.0,126.0,133.0,36.0,115.0,50.0,70.0,43.0,61.0,86.0,117.0,117.0,25.0,0.0,113.0,22.0,54.0,36.0,113.0,12.0,25.0,36.0,36.0,39.0,0.0,55.0,47.0,26.0,44.0,31.0,34.0,43.0,100.0,70.0,113.0
44.0,9.0,149.0,82.0,105.0,142.0,74.0,75.0,82.0,98.0,64.0,85.0,43.0,155.0,52.0,28.0,66.0,66.0,137.0,113.0,0.0,134.0,76.0,98.0,0.0,103.0,137.0,98.0,98.0,151.0,113.0,117.0,85.0,89.0,156.0,144.0,107.0,155.0,16.0,43.0,0.0
120.0,130.0,19.0,76.0,35.0,20.0,60.0,147.0,154.0,57.0,136.0,71.0,91.0,21.0,82.0,107.0,138.0,138.0,9.0,22.0,134.0,0.0,75.0,57.0,134.0,33.0,9.0,57.0,57.0,17.0,22.0,76.0,68.0,47.0,22.0,22.0,55.0,21.0,121.0,91.0,134.0
62.0,72.0,90.0,11.0,45.0,83.0,34.0,89.0,96.0,38.0,78.0,51.0,37.0,96.0,28.0,49.0,80.0,80.0,78.0,54.0,76.0,75.0,0.0,38.0,76.0,43.0,78.0,38.0,38.0,92.0,54.0,57.0,51.0,29.0,97.0,85.0,47.0,96.0,63.0,37.0,76.0
84.0,94.0,72.0,39.0,22.0,65.0,24.0,111.0,118.0,0.0,100.0,35.0,55.0,78.0,46.0,71.0,102.0,102.0,60.0,36.0,98.0,57.0,38.0,0.0,98.0,24.0,60.0,0.0,0.0,74.0,36.0,19.0,33.0,10.0,79.0,67.0,10.0,78.0,85.0,55.0,98.0
44.0,9.0,149.0,82.0,105.0,142.0,74.0,75.0,82.0,98.0,64.0,85.0,43.0,155.0,52.0,28.0,66.0,66.0,137.0,113.0,0.0,134.0,76.0,98.0,0.0,103.0,137.0,98.0,98.0,151.0,113.0,117.0,85.0,89.0,156.0,144.0,107.0,155.0,16.0,43.0,0.0
89.0,99.0,48.0,44.0,2.0,41.0,29.0,116.0,123.0,24.0,105.0,40.0,60.0,54.0,51.0,76.0,107.0,107.0,36.0,12.0,103.0,33.0,43.0,24.0,103.0,0.0,36.0,24.0,24.0,50.0,12.0,43.0,37.0,14.0,55.0,43.0,22.0,54.0,90.0,60.0,103.0
123.0,133.0,12.0,79.0,38.0,19.0,63.0,150.0,157.0,60.0,139.0,74.0,94.0,18.0,85.0,110.0,141.0,141.0,0.0,25.0,137.0,9.0,78.0,60.0,137.0,36.0,0.0,60.0,60.0,14.0,25.0,79.0,71.0,50.0,19.0,24.0,58.0,18.0,124.0,94.0,137.0
84.0,94.0,72.0,39.0,22.0,65.0,24.0,111.0,118.0,0.0,100.0,35.0,55.0,78.0,46.0,71.0,102.0,102.0,60.0,36.0,98.0,57.0,38.0,0.0,98.0,24.0,60.0,0.0,0.0,74.0,36.0,19.0,33.0,10.0,79.0,67.0,10.0,78.0,85.0,55.0,98.0
84.0,94.0,72.0,39.0,22.0,65.0,24.0,111.0,118.0,0.0,100.0,35.0,55.0,78.0,46.0,71.0,102.0,102.0,60.0,36.0,98.0,57.0,38.0,0.0,98.0,24.0,60.0,0.0,0.0,74.0,36.0,19.0,33.0,10.0,79.0,67.0,10.0,78.0,85.0,55.0,98.0
137.0,147.0,19.0,93.0,52.0,33.0,77.0,164.0,171.0,74.0,153.0,88.0,108.0,21.0,99.0,124.0,155.0,155.0,14.0,39.0,151.0,17.0,92.0,74.0,151.0,50.0,14.0,74.0,74.0,0.0,39.0,93.0,85.0,64.0,9.0,38.0,72.0,21.0,138.0,108.0,151.0
99.0,109.0,37.0,55.0,14.0,29.0,39.0,126.0,133.0,36.0,115.0,50.0,70.0,43.0,61.0,86.0,117.0,117.0,25.0,0.0,113.0,22.0,54.0,36.0,113.0,12.0,25.0,36.0,36.0,39.0,0.0,55.0,47.0,26.0,44.0,31.0,34.0,43.0,100.0,70.0,113.0
103.0,113.0,91.0,58.0,41.0,84.0,43.0,130.0,137.0,19.0,119.0,54.0,74.0,97.0,65.0,90.0,121.0,121.0,79.0,55.0,117.0,76.0,57.0,19.0,117.0,43.0,79.0,19.0,19.0,93.0,55.0,0.0,52.0,29.0,98.0,86.0,23.0,97.0,104.0,74.0,117.0
71.0,81.0,83.0,52.0,39.0,76.0,17.0,98.0,105.0,33.0,87.0,8.0,42.0,89.0,33.0,58.0,89.0,89.0,71.0,47.0,85.0,68.0,51.0,33.0,85.0,37.0,71.0,33.0,33.0,85.0,47.0,52.0,0.0,23.0,90.0,78.0,41.0,89.0,72.0,42.0,85.0
75.0,85.0,62.0,30.0,16.0,55.0,15.0,102.0,109.0,10.0,91.0,26.0,46.0,68.0,37.0,62.0,93.0,93.0,50.0,26.0,89.0,47.0,29.0,10.0,89.0,14.0,50.0,10.0,10.0,64.0,26.0,29.0,23.0,0.0,69.0,57.0,18.0,68.0,76.0,46.0,89.0
142.0,152.0,10.0,98.0,57.0,38.0,82.0,169.0,176.0,79.0,158.0,93.0,113.0,12.0,104.0,129.0,160.0,160.0,19.0,44.0,156.0,22.0,97.0,79.0,156.0,55.0,19.0,79.0,79.0,9.0,44.0,98.0,90.0,69.0,0.0,43.0,77.0,12.0,143.0,113.0,156.0
130.0,140.0,36.0,86.0,45.0,12.0,70.0,157.0,164.0,67.0,146.0,81.0,101.0,42.0,92.0,117.0,148.0,148.0,24.0,31.0,144.0,22.0,85.0,67.0,144.0,43.0,24.0,67.0,67.0,38.0,31.0,86.0,78.0,57.0,43.0,0.0,65.0,42.0,131.0,101.0,144.0
93.0,103.0,70.0,48.0,20.0,63.0,33.0,120.0,127.0,10.0,109.0,44.0,64.0,76.0,55.0,80.0,111.0,111.0,58.0,34.0,107.0,55.0,47.0,10.0,107.0,22.0,58.0,10.0,10.0,72.0,34.0,23.0,41.0,18.0,77.0,65.0,0.0,76.0,94.0,64.0,107.0
141.0,151.0,6.0,97.0,56.0,37.0,81.0,168.0,175.0,78.0,157.0,92.0,112.0,0.0,103.0,128.0,159.0,159.0,18.0,43.0,155.0,21.0,96.0,78.0,155.0,54.0,18.0,78.0,78.0,21.0,43.0,97.0,89.0,68.0,12.0,42.0,76.0,0.0,142.0,112.0,155.0
28.0,12.0,136.0,69.0,92.0,129.0,61.0,59.0,66.0,85.0,48.0,72.0,30.0,142.0,39.0,15.0,50.0,50.0,124.0,100.0,16.0,121.0,63.0,85.0,16.0,90.0,124.0,85.0,85.0,138.0,100.0,104.0,72.0,76.0,143.0,131.0,94.0,142.0,0.0,30.0,16.0
29.0,39.0,106.0,39.0,62.0,99.0,31.0,56.0,63.0,55.0,45.0,42.0,0.0,112.0,9.0,16.0,47.0,47.0,94.0,70.0,43.0,91.0,37.0,55.0,43.0,60.0,94.0,55.0,55.0,108.0,70.0,74.0,42.0,46.0,113.0,101.0,64.0,112.0,30.0,0.0,43.0
44.0,9.0,149.0,82.0,105.0,142.0,74.0,75.0,82.0,98.0,64.0,85.0,43.0,155.0,52.0,28.0,66.0,66.0,137.0,113.0,0.0,134.0,76.0,98.0,0.0,103.0,137.0,98.0,98.0,151.0,113.0,117.0,85.0,89.0,156.0,144.0,107.0,155.0,16.0,43.0,0.0
